"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"RegioS";"Perioden";"BevolkingOp1Januari_1";"GemiddeldeBevolking_2"
"3275926";"T001038";"12000";"T001019";"CR26  ";"2019JJ00";"   10417";" 10737.0"
"3431851";"T001038";"12100";"T001019";"CR26  ";"2019JJ00";"   10078";" 10545.5"
"3587776";"T001038";"12200";"T001019";"CR26  ";"2019JJ00";"   10048";" 10295.0"
"3743701";"T001038";"12300";"T001019";"CR26  ";"2019JJ00";"   10474";" 10289.0"
"3899626";"T001038";"12400";"T001019";"CR26  ";"2019JJ00";"   11005";" 10694.0"
"4055551";"T001038";"12500";"T001019";"CR26  ";"2019JJ00";"   11607";" 11294.5"
"4211476";"T001038";"12600";"T001019";"CR26  ";"2019JJ00";"   11971";" 11819.5"
"4367401";"T001038";"12700";"T001019";"CR26  ";"2019JJ00";"   12174";" 12117.5"
"4523326";"T001038";"12800";"T001019";"CR26  ";"2019JJ00";"   12559";" 12293.0"
"4679251";"T001038";"12900";"T001019";"CR26  ";"2019JJ00";"   12496";" 12719.5"
"4835176";"T001038";"13000";"T001019";"CR26  ";"2019JJ00";"   12518";" 12615.5"
"4991101";"T001038";"13100";"T001019";"CR26  ";"2019JJ00";"   12365";" 12601.5"
"5147026";"T001038";"13200";"T001019";"CR26  ";"2019JJ00";"   12179";" 12429.0"
"5302951";"T001038";"13300";"T001019";"CR26  ";"2019JJ00";"   12435";" 12282.0"
"5458876";"T001038";"13400";"T001019";"CR26  ";"2019JJ00";"   12279";" 12475.0"
"5614801";"T001038";"13500";"T001019";"CR26  ";"2019JJ00";"   12282";" 12394.0"
"5770726";"T001038";"13600";"T001019";"CR26  ";"2019JJ00";"   11983";" 12366.5"
"5926651";"T001038";"13700";"T001019";"CR26  ";"2019JJ00";"   12402";" 12057.5"
"6082576";"T001038";"13800";"T001019";"CR26  ";"2019JJ00";"   12508";" 12497.5"
"6238501";"T001038";"13900";"T001019";"CR26  ";"2019JJ00";"   12003";" 12557.0"
"6394426";"T001038";"14000";"T001019";"CR26  ";"2019JJ00";"   12083";" 12081.0"
"6550351";"T001038";"14100";"T001019";"CR26  ";"2019JJ00";"   11722";" 12142.0"
"6706276";"T001038";"14200";"T001019";"CR26  ";"2019JJ00";"   11212";" 11788.0"
"6862201";"T001038";"14300";"T001019";"CR26  ";"2019JJ00";"   11564";" 11271.5"
"7018126";"T001038";"14400";"T001019";"CR26  ";"2019JJ00";"   11875";" 11584.0"
"7174051";"T001038";"14500";"T001019";"CR26  ";"2019JJ00";"   12088";" 11914.5"
"7329976";"T001038";"14600";"T001019";"CR26  ";"2019JJ00";"   12717";" 12135.5"
"7485901";"T001038";"14700";"T001019";"CR26  ";"2019JJ00";"   13142";" 12762.5"
"7641826";"T001038";"14800";"T001019";"CR26  ";"2019JJ00";"   13173";" 13155.0"
"7797751";"T001038";"14900";"T001019";"CR26  ";"2019JJ00";"   13435";" 13203.5"
"7953676";"T001038";"15000";"T001019";"CR26  ";"2019JJ00";"   12375";" 13454.5"
"8109601";"T001038";"15100";"T001019";"CR26  ";"2019JJ00";"   12230";" 12372.0"
"8265526";"T001038";"15200";"T001019";"CR26  ";"2019JJ00";"   12105";" 12248.5"
"8421451";"T001038";"15300";"T001019";"CR26  ";"2019JJ00";"   12168";" 12101.0"
"8577376";"T001038";"15400";"T001019";"CR26  ";"2019JJ00";"   12281";" 12171.0"
"8733301";"T001038";"15500";"T001019";"CR26  ";"2019JJ00";"   12187";" 12259.5"
"8889226";"T001038";"15600";"T001019";"CR26  ";"2019JJ00";"   11579";" 12150.0"
"9045151";"T001038";"15700";"T001019";"CR26  ";"2019JJ00";"   11315";" 11540.0"
"9201076";"T001038";"15800";"T001019";"CR26  ";"2019JJ00";"   11180";" 11282.5"
"9357001";"T001038";"15900";"T001019";"CR26  ";"2019JJ00";"   11048";" 11152.5"
"9512926";"T001038";"16000";"T001019";"CR26  ";"2019JJ00";"   10377";" 11004.5"
"9668851";"T001038";"16100";"T001019";"CR26  ";"2019JJ00";"   10364";" 10329.5"
"9824776";"T001038";"16200";"T001019";"CR26  ";"2019JJ00";"   10082";" 10333.0"
"9980701";"T001038";"16300";"T001019";"CR26  ";"2019JJ00";"    9679";" 10022.0"
"10136626";"T001038";"16400";"T001019";"CR26  ";"2019JJ00";"    9382";"  9642.5"
"10292551";"T001038";"16500";"T001019";"CR26  ";"2019JJ00";"    9122";"  9318.5"
"10448476";"T001038";"16600";"T001019";"CR26  ";"2019JJ00";"    9144";"  9051.0"
"10604401";"T001038";"16700";"T001019";"CR26  ";"2019JJ00";"    8584";"  9079.5"
"10760326";"T001038";"16800";"T001019";"CR26  ";"2019JJ00";"    8595";"  8519.5"
"10916251";"T001038";"16900";"T001019";"CR26  ";"2019JJ00";"    8468";"  8517.0"
"11072176";"T001038";"17000";"T001019";"CR26  ";"2019JJ00";"    8662";"  8407.0"
"11228101";"T001038";"17100";"T001019";"CR26  ";"2019JJ00";"    9131";"  8584.5"
"11384026";"T001038";"17200";"T001019";"CR26  ";"2019JJ00";"    9578";"  9045.0"
"11539951";"T001038";"17300";"T001019";"CR26  ";"2019JJ00";"    5683";"  9499.0"
"11695876";"T001038";"17400";"T001019";"CR26  ";"2019JJ00";"    6439";"  5625.5"
"11851801";"T001038";"17500";"T001019";"CR26  ";"2019JJ00";"    5658";"  6360.0"
"12007726";"T001038";"17600";"T001019";"CR26  ";"2019JJ00";"    5013";"  5583.5"
"12163651";"T001038";"17700";"T001019";"CR26  ";"2019JJ00";"    4978";"  4945.5"
"12319576";"T001038";"17800";"T001019";"CR26  ";"2019JJ00";"    5050";"  4901.5"
"12475501";"T001038";"17900";"T001019";"CR26  ";"2019JJ00";"    4708";"  4977.0"
"12631426";"T001038";"18000";"T001019";"CR26  ";"2019JJ00";"    4294";"  4610.0"
"12787351";"T001038";"18100";"T001019";"CR26  ";"2019JJ00";"    3792";"  4205.5"
"12943276";"T001038";"18200";"T001019";"CR26  ";"2019JJ00";"    3603";"  3696.0"
"13099201";"T001038";"18300";"T001019";"CR26  ";"2019JJ00";"    3231";"  3513.0"
"13255126";"T001038";"18400";"T001019";"CR26  ";"2019JJ00";"    3017";"  3124.0"
"13411051";"T001038";"18500";"T001019";"CR26  ";"2019JJ00";"    2830";"  2911.0"
"13566976";"T001038";"18600";"T001019";"CR26  ";"2019JJ00";"    2542";"  2697.5"
"13722901";"T001038";"18700";"T001019";"CR26  ";"2019JJ00";"    2336";"  2422.5"
"13878826";"T001038";"18800";"T001019";"CR26  ";"2019JJ00";"    2028";"  2204.0"
"14034751";"T001038";"18900";"T001019";"CR26  ";"2019JJ00";"    1684";"  1903.0"
"14190676";"T001038";"19000";"T001019";"CR26  ";"2019JJ00";"    1508";"  1557.5"
"14346601";"T001038";"19100";"T001019";"CR26  ";"2019JJ00";"    1206";"  1378.0"
"14502526";"T001038";"19200";"T001019";"CR26  ";"2019JJ00";"     994";"  1104.5"
"14658451";"T001038";"19300";"T001019";"CR26  ";"2019JJ00";"     799";"   895.0"
"14814376";"T001038";"19400";"T001019";"CR26  ";"2019JJ00";"     638";"   712.0"
"14970301";"T001038";"22000";"T001019";"CR26  ";"2019JJ00";"    1571";"  1894.5"
"15126226";"T001038";"19500";"T001019";"CR26  ";"2019JJ00";"     513";"   570.0"
"15282151";"T001038";"19600";"T001019";"CR26  ";"2019JJ00";"     377";"   446.5"
"15438076";"T001038";"19700";"T001019";"CR26  ";"2019JJ00";"     262";"   317.0"
"15594001";"T001038";"19800";"T001019";"CR26  ";"2019JJ00";"     182";"   219.5"
"15749926";"T001038";"19900";"T001019";"CR26  ";"2019JJ00";"      88";"   150.0"
"15905851";"T001038";"19901";"T001019";"CR26  ";"2019JJ00";"      62";"    73.0"
"16061776";"T001038";"19902";"T001019";"CR26  ";"2019JJ00";"      37";"    48.0"
"16217701";"T001038";"19903";"T001019";"CR26  ";"2019JJ00";"      24";"    31.0"
"16373626";"T001038";"19904";"T001019";"CR26  ";"2019JJ00";"      11";"    19.5"
"16529551";"T001038";"19905";"T001019";"CR26  ";"2019JJ00";"       9";"     9.0"
"16685476";"T001038";"22300";"T001019";"CR26  ";"2019JJ00";"       6";"    11.0"
"16841401";"3000   ";"10000";"T001019";"CR26  ";"2019JJ00";"  429141";"432254.0"
"16997326";"3000   ";"10010";"T001019";"CR26  ";"2019JJ00";"    4896";"  2494.5"
"17153251";"3000   ";"10100";"T001019";"CR26  ";"2019JJ00";"    5046";"  4888.5"
"17309176";"3000   ";"10200";"T001019";"CR26  ";"2019JJ00";"    5169";"  5061.0"
"17465101";"3000   ";"10300";"T001019";"CR26  ";"2019JJ00";"    5127";"  5158.5"
"17621026";"3000   ";"10400";"T001019";"CR26  ";"2019JJ00";"    5231";"  5136.0"
"17776951";"3000   ";"10500";"T001019";"CR26  ";"2019JJ00";"    5056";"  5206.5"
"17932876";"3000   ";"10600";"T001019";"CR26  ";"2019JJ00";"    5191";"  5055.0"
"18088801";"3000   ";"10700";"T001019";"CR26  ";"2019JJ00";"    5236";"  5192.5"
"18244726";"3000   ";"10800";"T001019";"CR26  ";"2019JJ00";"    5302";"  5243.0"
"18400651";"3000   ";"10900";"T001019";"CR26  ";"2019JJ00";"    5192";"  5308.0"
"18556576";"3000   ";"11000";"T001019";"CR26  ";"2019JJ00";"    5178";"  5208.0"
"18712501";"3000   ";"11100";"T001019";"CR26  ";"2019JJ00";"    5023";"  5210.0"
"18868426";"3000   ";"11200";"T001019";"CR26  ";"2019JJ00";"    4965";"  5042.5"
"19024351";"3000   ";"11300";"T001019";"CR26  ";"2019JJ00";"    5073";"  4981.5"
"19180276";"3000   ";"11400";"T001019";"CR26  ";"2019JJ00";"    5049";"  5092.0"
"19336201";"3000   ";"11500";"T001019";"CR26  ";"2019JJ00";"    5041";"  5075.5"
"19492126";"3000   ";"11600";"T001019";"CR26  ";"2019JJ00";"    4997";"  5078.5"
"19648051";"3000   ";"11700";"T001019";"CR26  ";"2019JJ00";"    4987";"  5046.0"
"19803976";"3000   ";"11800";"T001019";"CR26  ";"2019JJ00";"    5196";"  5105.5"
"19959901";"3000   ";"11900";"T001019";"CR26  ";"2019JJ00";"    5282";"  5363.5"
"20115826";"3000   ";"12000";"T001019";"CR26  ";"2019JJ00";"    5220";"  5353.5"
"20271751";"3000   ";"12100";"T001019";"CR26  ";"2019JJ00";"    5040";"  5290.5"
"20427676";"3000   ";"12200";"T001019";"CR26  ";"2019JJ00";"    5019";"  5160.5"
"20583601";"3000   ";"12300";"T001019";"CR26  ";"2019JJ00";"    5190";"  5140.0"
"20739526";"3000   ";"12400";"T001019";"CR26  ";"2019JJ00";"    5499";"  5291.5"
"20895451";"3000   ";"12500";"T001019";"CR26  ";"2019JJ00";"    5717";"  5627.0"
"21051376";"3000   ";"12600";"T001019";"CR26  ";"2019JJ00";"    5954";"  5808.0"
"21207301";"3000   ";"12700";"T001019";"CR26  ";"2019JJ00";"    5965";"  6036.0"
"21363226";"3000   ";"12800";"T001019";"CR26  ";"2019JJ00";"    6069";"  6015.0"
"21519151";"3000   ";"12900";"T001019";"CR26  ";"2019JJ00";"    6144";"  6155.5"
"21675076";"3000   ";"13000";"T001019";"CR26  ";"2019JJ00";"    6193";"  6214.5"
"21831001";"3000   ";"13100";"T001019";"CR26  ";"2019JJ00";"    6027";"  6250.5"
"21986926";"3000   ";"13200";"T001019";"CR26  ";"2019JJ00";"    5990";"  6082.0"
"22142851";"3000   ";"13300";"T001019";"CR26  ";"2019JJ00";"    6119";"  6057.0"
"22298776";"3000   ";"13400";"T001019";"CR26  ";"2019JJ00";"    6069";"  6170.5"
"22454701";"3000   ";"13500";"T001019";"CR26  ";"2019JJ00";"    5976";"  6129.0"
"22610626";"3000   ";"13600";"T001019";"CR26  ";"2019JJ00";"    5917";"  6023.5"
"22766551";"3000   ";"13700";"T001019";"CR26  ";"2019JJ00";"    6066";"  5973.0"
"22922476";"3000   ";"13800";"T001019";"CR26  ";"2019JJ00";"    6216";"  6120.0"
"23078401";"3000   ";"13900";"T001019";"CR26  ";"2019JJ00";"    6053";"  6231.0"
"23234326";"3000   ";"14000";"T001019";"CR26  ";"2019JJ00";"    6005";"  6104.5"
"23390251";"3000   ";"14100";"T001019";"CR26  ";"2019JJ00";"    5739";"  6050.5"
"23546176";"3000   ";"14200";"T001019";"CR26  ";"2019JJ00";"    5516";"  5768.5"
"23702101";"3000   ";"14300";"T001019";"CR26  ";"2019JJ00";"    5778";"  5551.0"
"23858026";"3000   ";"14400";"T001019";"CR26  ";"2019JJ00";"    5856";"  5781.0"
"24013951";"3000   ";"14500";"T001019";"CR26  ";"2019JJ00";"    6033";"  5875.5"
"24169876";"3000   ";"14600";"T001019";"CR26  ";"2019JJ00";"    6286";"  6058.5"
"24325801";"3000   ";"14700";"T001019";"CR26  ";"2019JJ00";"    6490";"  6304.0"
"24481726";"3000   ";"14800";"T001019";"CR26  ";"2019JJ00";"    6695";"  6512.5"
"24637651";"3000   ";"14900";"T001019";"CR26  ";"2019JJ00";"    6784";"  6712.5"
"24793576";"3000   ";"15000";"T001019";"CR26  ";"2019JJ00";"    6243";"  6796.0"
"24949501";"3000   ";"15100";"T001019";"CR26  ";"2019JJ00";"    6170";"  6244.0"
"25105426";"3000   ";"15200";"T001019";"CR26  ";"2019JJ00";"    6156";"  6177.5"
"25261351";"3000   ";"15300";"T001019";"CR26  ";"2019JJ00";"    6124";"  6154.0"
"25417276";"3000   ";"15400";"T001019";"CR26  ";"2019JJ00";"    6169";"  6124.0"
"25573201";"3000   ";"15500";"T001019";"CR26  ";"2019JJ00";"    6176";"  6163.0"
"25729126";"3000   ";"15600";"T001019";"CR26  ";"2019JJ00";"    5700";"  6163.0"
"25885051";"3000   ";"15700";"T001019";"CR26  ";"2019JJ00";"    5582";"  5674.0"
"26040976";"3000   ";"15800";"T001019";"CR26  ";"2019JJ00";"    5625";"  5563.0"
"26196901";"3000   ";"15900";"T001019";"CR26  ";"2019JJ00";"    5497";"  5608.5"
"26352826";"3000   ";"16000";"T001019";"CR26  ";"2019JJ00";"    5134";"  5476.5"
"26508751";"3000   ";"16100";"T001019";"CR26  ";"2019JJ00";"    5073";"  5105.5"
"26664676";"3000   ";"16200";"T001019";"CR26  ";"2019JJ00";"    4989";"  5052.5"
"26820601";"3000   ";"16300";"T001019";"CR26  ";"2019JJ00";"    4832";"  4956.0"
"26976526";"3000   ";"16400";"T001019";"CR26  ";"2019JJ00";"    4578";"  4814.5"
"27132451";"3000   ";"16500";"T001019";"CR26  ";"2019JJ00";"    4428";"  4543.0"
"27288376";"3000   ";"16600";"T001019";"CR26  ";"2019JJ00";"    4443";"  4384.0"
"27444301";"3000   ";"16700";"T001019";"CR26  ";"2019JJ00";"    4212";"  4409.0"
"27600226";"3000   ";"16800";"T001019";"CR26  ";"2019JJ00";"    4268";"  4178.5"
"27756151";"3000   ";"16900";"T001019";"CR26  ";"2019JJ00";"    4133";"  4222.5"
"27912076";"3000   ";"17000";"T001019";"CR26  ";"2019JJ00";"    4157";"  4094.5"
"28068001";"3000   ";"17100";"T001019";"CR26  ";"2019JJ00";"    4356";"  4111.5"
"28223926";"3000   ";"17200";"T001019";"CR26  ";"2019JJ00";"    4663";"  4300.5"
"28379851";"3000   ";"17300";"T001019";"CR26  ";"2019JJ00";"    2669";"  4619.5"
"28535776";"3000   ";"17400";"T001019";"CR26  ";"2019JJ00";"    2983";"  2633.0"
"28691701";"3000   ";"17500";"T001019";"CR26  ";"2019JJ00";"    2609";"  2931.0"
"28847626";"3000   ";"17600";"T001019";"CR26  ";"2019JJ00";"    2230";"  2571.5"
"29003551";"3000   ";"17700";"T001019";"CR26  ";"2019JJ00";"    2278";"  2190.0"
"29159476";"3000   ";"17800";"T001019";"CR26  ";"2019JJ00";"    2325";"  2233.0"
"29315401";"3000   ";"17900";"T001019";"CR26  ";"2019JJ00";"    2072";"  2283.0"
"29471326";"3000   ";"18000";"T001019";"CR26  ";"2019JJ00";"    1877";"  2009.5"
"29627251";"3000   ";"18100";"T001019";"CR26  ";"2019JJ00";"    1630";"  1829.0"
"29783176";"3000   ";"18200";"T001019";"CR26  ";"2019JJ00";"    1512";"  1582.5"
"29939101";"3000   ";"18300";"T001019";"CR26  ";"2019JJ00";"    1313";"  1467.0"
"30095026";"3000   ";"18400";"T001019";"CR26  ";"2019JJ00";"    1189";"  1260.5"
"30250951";"3000   ";"18500";"T001019";"CR26  ";"2019JJ00";"    1088";"  1140.0"
"30406876";"3000   ";"18600";"T001019";"CR26  ";"2019JJ00";"     953";"  1025.0"
"30562801";"3000   ";"18700";"T001019";"CR26  ";"2019JJ00";"     834";"   894.0"
"30718726";"3000   ";"18800";"T001019";"CR26  ";"2019JJ00";"     694";"   772.5"
"30874651";"3000   ";"18900";"T001019";"CR26  ";"2019JJ00";"     512";"   649.5"
"31030576";"3000   ";"19000";"T001019";"CR26  ";"2019JJ00";"     453";"   471.0"
"31186501";"3000   ";"19100";"T001019";"CR26  ";"2019JJ00";"     349";"   405.0"
"31342426";"3000   ";"19200";"T001019";"CR26  ";"2019JJ00";"     283";"   317.0"
"31498351";"3000   ";"19300";"T001019";"CR26  ";"2019JJ00";"     198";"   246.5"
"31654276";"3000   ";"19400";"T001019";"CR26  ";"2019JJ00";"     162";"   173.0"
"31810201";"3000   ";"22000";"T001019";"CR26  ";"2019JJ00";"     358";"   442.0"
"31966126";"3000   ";"19500";"T001019";"CR26  ";"2019JJ00";"     136";"   143.5"
"32122051";"3000   ";"19600";"T001019";"CR26  ";"2019JJ00";"      80";"   118.0"
"32277976";"3000   ";"19700";"T001019";"CR26  ";"2019JJ00";"      63";"    66.5"
"32433901";"3000   ";"19800";"T001019";"CR26  ";"2019JJ00";"      43";"    51.5"
"32589826";"3000   ";"19900";"T001019";"CR26  ";"2019JJ00";"      16";"    33.0"
"32745751";"3000   ";"19901";"T001019";"CR26  ";"2019JJ00";"       9";"    13.0"
"32901676";"3000   ";"19902";"T001019";"CR26  ";"2019JJ00";"       7";"     7.0"
"33057601";"3000   ";"19903";"T001019";"CR26  ";"2019JJ00";"       1";"     6.5"
"33213526";"3000   ";"19904";"T001019";"CR26  ";"2019JJ00";"       1";"     1.0"
"33369451";"3000   ";"19905";"T001019";"CR26  ";"2019JJ00";"       2";"     0.5"
"33525376";"3000   ";"22300";"T001019";"CR26  ";"2019JJ00";"       0";"     1.5"
"33681301";"4000   ";"10000";"T001019";"CR26  ";"2019JJ00";"  443070";"445711.5"
"33837226";"4000   ";"10010";"T001019";"CR26  ";"2019JJ00";"    4736";"  2401.0"
"33993151";"4000   ";"10100";"T001019";"CR26  ";"2019JJ00";"    4822";"  4738.0"
"34149076";"4000   ";"10200";"T001019";"CR26  ";"2019JJ00";"    4903";"  4817.0"
"34305001";"4000   ";"10300";"T001019";"CR26  ";"2019JJ00";"    4784";"  4899.0"
"34460926";"4000   ";"10400";"T001019";"CR26  ";"2019JJ00";"    4996";"  4775.5"
"34616851";"4000   ";"10500";"T001019";"CR26  ";"2019JJ00";"    4814";"  5009.0"
"34772776";"4000   ";"10600";"T001019";"CR26  ";"2019JJ00";"    4956";"  4820.5"
"34928701";"4000   ";"10700";"T001019";"CR26  ";"2019JJ00";"    5072";"  4952.0"
"35084626";"4000   ";"10800";"T001019";"CR26  ";"2019JJ00";"    4988";"  5078.0"
"35240551";"4000   ";"10900";"T001019";"CR26  ";"2019JJ00";"    5031";"  4989.0"
"35396476";"4000   ";"11000";"T001019";"CR26  ";"2019JJ00";"    4966";"  5048.5"
"35552401";"4000   ";"11100";"T001019";"CR26  ";"2019JJ00";"    4756";"  4985.0"
"35708326";"4000   ";"11200";"T001019";"CR26  ";"2019JJ00";"    4822";"  4775.5"
"35864251";"4000   ";"11300";"T001019";"CR26  ";"2019JJ00";"    4784";"  4830.0"
"36020176";"4000   ";"11400";"T001019";"CR26  ";"2019JJ00";"    4762";"  4808.5"
"36176101";"4000   ";"11500";"T001019";"CR26  ";"2019JJ00";"    4813";"  4782.0"
"36332026";"4000   ";"11600";"T001019";"CR26  ";"2019JJ00";"    4778";"  4837.0"
"36487951";"4000   ";"11700";"T001019";"CR26  ";"2019JJ00";"    4801";"  4811.0"
"36643876";"4000   ";"11800";"T001019";"CR26  ";"2019JJ00";"    5048";"  4986.0"
"36799801";"4000   ";"11900";"T001019";"CR26  ";"2019JJ00";"    5310";"  5254.0"
"36955726";"4000   ";"12000";"T001019";"CR26  ";"2019JJ00";"    5197";"  5383.5"
"37111651";"4000   ";"12100";"T001019";"CR26  ";"2019JJ00";"    5038";"  5255.0"
"37267576";"4000   ";"12200";"T001019";"CR26  ";"2019JJ00";"    5029";"  5134.5"
"37423501";"4000   ";"12300";"T001019";"CR26  ";"2019JJ00";"    5284";"  5149.0"
"37579426";"4000   ";"12400";"T001019";"CR26  ";"2019JJ00";"    5506";"  5402.5"
"37735351";"4000   ";"12500";"T001019";"CR26  ";"2019JJ00";"    5890";"  5667.5"
"37891276";"4000   ";"12600";"T001019";"CR26  ";"2019JJ00";"    6017";"  6011.5"
"38047201";"4000   ";"12700";"T001019";"CR26  ";"2019JJ00";"    6209";"  6081.5"
"38203126";"4000   ";"12800";"T001019";"CR26  ";"2019JJ00";"    6490";"  6278.0"
"38359051";"4000   ";"12900";"T001019";"CR26  ";"2019JJ00";"    6352";"  6564.0"
"38514976";"4000   ";"13000";"T001019";"CR26  ";"2019JJ00";"    6325";"  6401.0"
"38670901";"4000   ";"13100";"T001019";"CR26  ";"2019JJ00";"    6338";"  6351.0"
"38826826";"4000   ";"13200";"T001019";"CR26  ";"2019JJ00";"    6189";"  6347.0"
"38982751";"4000   ";"13300";"T001019";"CR26  ";"2019JJ00";"    6316";"  6225.0"
"39138676";"4000   ";"13400";"T001019";"CR26  ";"2019JJ00";"    6210";"  6304.5"
"39294601";"4000   ";"13500";"T001019";"CR26  ";"2019JJ00";"    6306";"  6265.0"
"39450526";"4000   ";"13600";"T001019";"CR26  ";"2019JJ00";"    6066";"  6343.0"
"39606451";"4000   ";"13700";"T001019";"CR26  ";"2019JJ00";"    6336";"  6084.5"
"39762376";"4000   ";"13800";"T001019";"CR26  ";"2019JJ00";"    6292";"  6377.5"
"39918301";"4000   ";"13900";"T001019";"CR26  ";"2019JJ00";"    5950";"  6326.0"
"40074226";"4000   ";"14000";"T001019";"CR26  ";"2019JJ00";"    6078";"  5976.5"
"40230151";"4000   ";"14100";"T001019";"CR26  ";"2019JJ00";"    5983";"  6091.5"
"40386076";"4000   ";"14200";"T001019";"CR26  ";"2019JJ00";"    5696";"  6019.5"
"40542001";"4000   ";"14300";"T001019";"CR26  ";"2019JJ00";"    5786";"  5720.5"
"40697926";"4000   ";"14400";"T001019";"CR26  ";"2019JJ00";"    6019";"  5803.0"
"40853851";"4000   ";"14500";"T001019";"CR26  ";"2019JJ00";"    6055";"  6039.0"
"41009776";"4000   ";"14600";"T001019";"CR26  ";"2019JJ00";"    6431";"  6077.0"
"41165701";"4000   ";"14700";"T001019";"CR26  ";"2019JJ00";"    6652";"  6458.5"
"41321626";"4000   ";"14800";"T001019";"CR26  ";"2019JJ00";"    6478";"  6642.5"
"41477551";"4000   ";"14900";"T001019";"CR26  ";"2019JJ00";"    6651";"  6491.0"
"41633476";"4000   ";"15000";"T001019";"CR26  ";"2019JJ00";"    6132";"  6658.5"
"41789401";"4000   ";"15100";"T001019";"CR26  ";"2019JJ00";"    6060";"  6128.0"
"41945326";"4000   ";"15200";"T001019";"CR26  ";"2019JJ00";"    5949";"  6071.0"
"42101251";"4000   ";"15300";"T001019";"CR26  ";"2019JJ00";"    6044";"  5947.0"
"42257176";"4000   ";"15400";"T001019";"CR26  ";"2019JJ00";"    6112";"  6047.0"
"42413101";"4000   ";"15500";"T001019";"CR26  ";"2019JJ00";"    6011";"  6096.5"
"42569026";"4000   ";"15600";"T001019";"CR26  ";"2019JJ00";"    5879";"  5987.0"
"42724951";"4000   ";"15700";"T001019";"CR26  ";"2019JJ00";"    5733";"  5866.0"
"42880876";"4000   ";"15800";"T001019";"CR26  ";"2019JJ00";"    5555";"  5719.5"
"43036801";"4000   ";"15900";"T001019";"CR26  ";"2019JJ00";"    5551";"  5544.0"
"43192726";"4000   ";"16000";"T001019";"CR26  ";"2019JJ00";"    5243";"  5528.0"
"43348651";"4000   ";"16100";"T001019";"CR26  ";"2019JJ00";"    5291";"  5224.0"
"43504576";"4000   ";"16200";"T001019";"CR26  ";"2019JJ00";"    5093";"  5280.5"
"43660501";"4000   ";"16300";"T001019";"CR26  ";"2019JJ00";"    4847";"  5066.0"
"43816426";"4000   ";"16400";"T001019";"CR26  ";"2019JJ00";"    4804";"  4828.0"
"43972351";"4000   ";"16500";"T001019";"CR26  ";"2019JJ00";"    4694";"  4775.5"
"44128276";"4000   ";"16600";"T001019";"CR26  ";"2019JJ00";"    4701";"  4667.0"
"44284201";"4000   ";"16700";"T001019";"CR26  ";"2019JJ00";"    4372";"  4670.5"
"44440126";"4000   ";"16800";"T001019";"CR26  ";"2019JJ00";"    4327";"  4341.0"
"44596051";"4000   ";"16900";"T001019";"CR26  ";"2019JJ00";"    4335";"  4294.5"
"44751976";"4000   ";"17000";"T001019";"CR26  ";"2019JJ00";"    4505";"  4312.5"
"44907901";"4000   ";"17100";"T001019";"CR26  ";"2019JJ00";"    4775";"  4473.0"
"45063826";"4000   ";"17200";"T001019";"CR26  ";"2019JJ00";"    4915";"  4744.5"
"45219751";"4000   ";"17300";"T001019";"CR26  ";"2019JJ00";"    3014";"  4879.5"
"45375676";"4000   ";"17400";"T001019";"CR26  ";"2019JJ00";"    3456";"  2992.5"
