"hh_ID","hh_size","neighb_code","hh_type"
512,2,"BU05183620","couple"
513,4,"BU05183620","single_parent"
514,1,"BU05183620","single"
515,2,"BU05183620","couple"
516,2,"BU05183620","couple"
517,3,"BU05183620","couple"
518,2,"BU05183620","couple"
519,1,"BU05183620","single"
520,1,"BU05183620","single"
521,1,"BU05183620","single"
522,1,"BU05183620","single"
523,2,"BU05183620","couple"
524,4,"BU05183620","couple"
525,2,"BU05183620","couple"
526,2,"BU05183620","couple"
527,1,"BU05183620","single"
528,1,"BU05183620","single"
529,2,"BU05183620","couple"
530,2,"BU05183620","couple"
531,5,"BU05183620","couple"
532,1,"BU05183620","single"
533,1,"BU05183620","single"
534,4,"BU05183620","couple"
535,3,"BU05183620","single_parent"
536,1,"BU05183620","single"
537,1,"BU05183620","single"
538,2,"BU05183620","couple"
539,4,"BU05183620","couple"
540,5,"BU05183620","couple"
541,1,"BU05183620","single"
542,1,"BU05183620","single"
543,2,"BU05183620","couple"
544,2,"BU05183620","couple"
545,1,"BU05183620","single"
546,2,"BU05183620","couple"
547,2,"BU05183620","couple"
548,1,"BU05183620","single"
549,1,"BU05183620","single"
550,1,"BU05183620","single"
551,3,"BU05183620","couple"
552,1,"BU05183620","single"
553,2,"BU05183620","couple"
554,2,"BU05183620","couple"
555,5,"BU05183620","single_parent"
556,1,"BU05183620","single"
557,4,"BU05183620","couple"
558,2,"BU05183620","couple"
559,2,"BU05183620","single_parent"
560,4,"BU05183620","couple"
561,4,"BU05183620","single_parent"
562,3,"BU05183620","couple"
563,1,"BU05183620","single"
564,3,"BU05183620","couple"
565,3,"BU05183620","couple"
566,3,"BU05183620","single_parent"
567,2,"BU05183620","single_parent"
568,2,"BU05183620","couple"
569,1,"BU05183620","single"
570,2,"BU05183620","couple"
571,3,"BU05183620","couple"
572,1,"BU05183620","single"
573,1,"BU05183620","single"
574,3,"BU05183620","couple"
575,1,"BU05183620","single"
576,1,"BU05183620","single"
577,1,"BU05183620","single"
578,4,"BU05183620","couple"
579,1,"BU05183620","single"
580,2,"BU05183620","couple"
581,1,"BU05183620","single"
582,1,"BU05183620","single"
583,2,"BU05183620","couple"
584,1,"BU05183620","single"
585,1,"BU05183620","single"
586,1,"BU05183620","single"
587,1,"BU05183620","single"
588,3,"BU05183620","couple"
589,1,"BU05183620","single"
590,1,"BU05183620","single"
591,5,"BU05183620","couple"
592,4,"BU05183620","couple"
593,1,"BU05183620","single"
594,1,"BU05183620","single"
595,1,"BU05183620","single"
596,1,"BU05183620","single"
597,1,"BU05183620","single"
598,1,"BU05183620","single"
599,1,"BU05183620","single"
600,2,"BU05183620","couple"
601,1,"BU05183620","single"
602,5,"BU05183620","couple"
603,2,"BU05183620","couple"
604,1,"BU05183620","single"
605,2,"BU05183620","couple"
606,3,"BU05183620","single_parent"
607,1,"BU05183620","single"
608,2,"BU05183620","couple"
609,2,"BU05183620","single_parent"
610,2,"BU05183620","couple"
611,1,"BU05183620","single"
612,2,"BU05183620","couple"
613,2,"BU05183620","couple"
614,1,"BU05183620","single"
615,1,"BU05183620","single"
616,1,"BU05183620","single"
617,4,"BU05183620","couple"
618,1,"BU05183620","single"
619,1,"BU05183620","single"
620,1,"BU05183620","single"
621,1,"BU05183620","single"
622,3,"BU05183620","couple"
623,2,"BU05183620","couple"
624,1,"BU05183620","single"
625,1,"BU05183620","single"
626,1,"BU05183620","single"
627,3,"BU05183620","couple"
628,1,"BU05183620","single"
629,4,"BU05183620","couple"
630,1,"BU05183620","single"
631,2,"BU05183620","couple"
632,1,"BU05183620","single"
633,2,"BU05183620","couple"
634,1,"BU05183620","single"
635,4,"BU05183620","couple"
636,1,"BU05183620","single"
637,1,"BU05183620","single"
638,1,"BU05183620","single"
639,1,"BU05183620","single"
640,2,"BU05183620","couple"
641,5,"BU05183620","single_parent"
642,1,"BU05183620","single"
643,2,"BU05183620","couple"
644,1,"BU05183620","single"
645,1,"BU05183620","single"
646,2,"BU05183620","single_parent"
647,1,"BU05183620","single"
648,4,"BU05183620","single_parent"
649,1,"BU05183620","single"
650,2,"BU05183620","single_parent"
651,5,"BU05183620","single_parent"
652,1,"BU05183620","single"
653,3,"BU05183620","single_parent"
654,1,"BU05183620","single"
655,2,"BU05183620","couple"
656,1,"BU05183620","single"
657,2,"BU05183620","couple"
658,3,"BU05183620","couple"
659,3,"BU05183620","couple"
660,4,"BU05183620","couple"
661,1,"BU05183620","single"
662,1,"BU05183620","single"
663,1,"BU05183620","single"
664,3,"BU05183620","couple"
665,3,"BU05183620","couple"
666,4,"BU05183620","single_parent"
667,1,"BU05183620","single"
668,1,"BU05183620","single"
669,1,"BU05183620","single"
670,4,"BU05183620","couple"
671,5,"BU05183620","couple"
672,1,"BU05183620","single"
673,1,"BU05183620","single"
674,1,"BU05183620","single"
675,2,"BU05183620","couple"
676,2,"BU05183620","couple"
677,4,"BU05183620","couple"
678,1,"BU05183620","single"
679,4,"BU05183620","single_parent"
680,2,"BU05183620","couple"
681,1,"BU05183620","single"
682,3,"BU05183620","couple"
683,5,"BU05183620","single_parent"
684,1,"BU05183620","single"
685,2,"BU05183620","couple"
686,2,"BU05183620","single_parent"
687,1,"BU05183620","single"
688,2,"BU05183620","couple"
689,4,"BU05183620","couple"
690,1,"BU05183620","single"
691,3,"BU05183620","couple"
692,3,"BU05183620","couple"
693,2,"BU05183620","couple"
694,1,"BU05183620","single"
695,2,"BU05183620","couple"
696,4,"BU05183620","couple"
697,2,"BU05183620","couple"
698,2,"BU05183620","couple"
699,5,"BU05183620","couple"
700,5,"BU05183620","couple"
701,1,"BU05183620","single"
702,3,"BU05183620","couple"
703,2,"BU05183620","couple"
704,3,"BU05183620","couple"
705,1,"BU05183620","single"
706,4,"BU05183620","single_parent"
707,2,"BU05183620","couple"
708,1,"BU05183620","single"
709,1,"BU05183620","single"
710,3,"BU05183620","couple"
711,1,"BU05183620","single"
712,3,"BU05183620","couple"
713,2,"BU05183620","couple"
714,1,"BU05183620","single"
715,3,"BU05183620","couple"
716,1,"BU05183620","single"
717,2,"BU05183620","couple"
718,5,"BU05183620","couple"
719,2,"BU05183620","couple"
720,4,"BU05183620","couple"
721,4,"BU05183620","couple"
722,1,"BU05183620","single"
723,1,"BU05183620","single"
724,1,"BU05183620","single"
725,2,"BU05183620","couple"
726,1,"BU05183620","single"
727,2,"BU05183620","couple"
728,1,"BU05183620","single"
729,3,"BU05183620","couple"
730,2,"BU05183620","couple"
731,2,"BU05183620","couple"
732,1,"BU05183620","single"
733,2,"BU05183620","couple"
734,4,"BU05183620","single_parent"
735,4,"BU05183620","couple"
736,2,"BU05183620","couple"
737,5,"BU05183620","couple"
738,1,"BU05183620","single"
739,1,"BU05183620","single"
740,3,"BU05183620","couple"
741,1,"BU05183620","single"
742,5,"BU05183620","couple"
743,3,"BU05183620","couple"
744,4,"BU05183620","couple"
745,1,"BU05183620","single"
746,1,"BU05183620","single"
747,1,"BU05183620","single"
748,3,"BU05183620","couple"
749,3,"BU05183620","single_parent"
750,1,"BU05183620","single"
751,4,"BU05183620","single_parent"
752,1,"BU05183620","single"
753,1,"BU05183620","single"
754,2,"BU05183620","couple"
755,4,"BU05183620","couple"
756,2,"BU05183620","couple"
757,1,"BU05183620","single"
758,4,"BU05183620","couple"
759,1,"BU05183620","single"
760,1,"BU05183620","single"
761,1,"BU05183620","single"
762,3,"BU05183620","couple"
763,1,"BU05183620","single"
764,3,"BU05183620","couple"
765,4,"BU05183620","couple"
766,3,"BU05183620","couple"
767,1,"BU05183620","single"
768,2,"BU05183620","couple"
769,4,"BU05183620","couple"
770,1,"BU05183620","single"
771,2,"BU05183620","couple"
772,3,"BU05183620","couple"
773,2,"BU05183620","single_parent"
774,1,"BU05183620","single"
775,2,"BU05183620","couple"
776,2,"BU05183620","couple"
777,1,"BU05183620","single"
778,3,"BU05183620","couple"
779,2,"BU05183620","couple"
780,2,"BU05183620","couple"
781,1,"BU05183620","single"
782,2,"BU05183620","single_parent"
783,1,"BU05183620","single"
784,2,"BU05183620","couple"
785,1,"BU05183620","single"
786,2,"BU05183620","single_parent"
787,1,"BU05183620","single"
788,1,"BU05183620","single"
789,1,"BU05183620","single"
790,2,"BU05183620","single_parent"
791,2,"BU05183620","couple"
792,3,"BU05183620","couple"
793,4,"BU05183620","single_parent"
794,1,"BU05183620","single"
795,1,"BU05183620","single"
796,1,"BU05183620","single"
797,1,"BU05183620","single"
798,1,"BU05183620","single"
799,1,"BU05183620","single"
800,1,"BU05183620","single"
801,1,"BU05183620","single"
802,2,"BU05183620","couple"
803,3,"BU05183620","couple"
804,3,"BU05183620","couple"
805,4,"BU05183620","couple"
806,1,"BU05183620","single"
807,2,"BU05183620","couple"
808,3,"BU05183620","couple"
809,3,"BU05183620","couple"
810,4,"BU05183620","couple"
811,3,"BU05183620","couple"
812,1,"BU05183620","single"
813,1,"BU05183620","single"
814,2,"BU05183620","couple"
815,3,"BU05183620","couple"
816,2,"BU05183620","single_parent"
817,3,"BU05183620","couple"
818,1,"BU05183620","single"
819,1,"BU05183620","single"
820,1,"BU05183620","single"
821,1,"BU05183620","single"
822,1,"BU05183620","single"
823,2,"BU05183620","couple"
824,2,"BU05183620","couple"
825,1,"BU05183620","single"
826,3,"BU05183620","single_parent"
827,1,"BU05183620","single"
828,1,"BU05183620","single"
829,1,"BU05183620","single"
830,1,"BU05183620","single"
831,4,"BU05183620","single_parent"
832,4,"BU05183620","single_parent"
833,3,"BU05183620","single_parent"
834,1,"BU05183620","single"
835,2,"BU05183620","couple"
836,4,"BU05183620","single_parent"
837,2,"BU05183620","couple"
838,2,"BU05183620","single_parent"
839,1,"BU05183620","single"
840,2,"BU05183620","single_parent"
841,1,"BU05183620","single"
842,2,"BU05183620","couple"
843,1,"BU05183620","single"
844,2,"BU05183620","couple"
845,1,"BU05183620","single"
846,1,"BU05183620","single"
847,1,"BU05183620","single"
848,1,"BU05183620","single"
849,1,"BU05183620","single"
850,3,"BU05183620","couple"
851,1,"BU05183620","single"
852,1,"BU05183620","single"
853,2,"BU05183620","couple"
854,1,"BU05183620","single"
855,1,"BU05183620","single"
856,1,"BU05183620","single"
857,1,"BU05183620","single"
858,1,"BU05183620","single"
859,2,"BU05183620","couple"
860,1,"BU05183620","single"
861,1,"BU05183620","single"
862,2,"BU05183620","single_parent"
863,2,"BU05183620","couple"
864,1,"BU05183620","single"
865,2,"BU05183620","single_parent"
866,1,"BU05183620","single"
867,1,"BU05183620","single"
868,2,"BU05183620","couple"
869,1,"BU05183620","single"
870,3,"BU05183620","couple"
871,3,"BU05183620","couple"
872,5,"BU05183620","single_parent"
873,2,"BU05183620","couple"
874,3,"BU05183620","couple"
875,2,"BU05183620","couple"
876,1,"BU05183620","single"
877,1,"BU05183620","single"
878,1,"BU05183620","single"
879,3,"BU05183620","couple"
880,1,"BU05183620","single"
881,1,"BU05183620","single"
882,1,"BU05183620","single"
883,3,"BU05183620","single_parent"
884,1,"BU05183620","single"
885,2,"BU05183620","single_parent"
886,4,"BU05183620","couple"
887,1,"BU05183620","single"
888,1,"BU05183620","single"
889,1,"BU05183620","single"
890,1,"BU05183620","single"
891,1,"BU05183620","single"
892,1,"BU05183620","single"
893,4,"BU05183620","couple"
894,1,"BU05183620","single"
895,1,"BU05183620","single"
896,1,"BU05183620","single"
897,3,"BU05183620","couple"
898,3,"BU05183620","couple"
899,1,"BU05183620","single"
900,2,"BU05183620","couple"
901,2,"BU05183620","couple"
902,2,"BU05183620","couple"
903,2,"BU05183620","couple"
904,1,"BU05183620","single"
905,1,"BU05183620","single"
906,2,"BU05183620","couple"
907,4,"BU05183620","couple"
908,3,"BU05183620","couple"
909,4,"BU05183620","couple"
910,2,"BU05183620","couple"
911,4,"BU05183620","single_parent"
912,1,"BU05183620","single"
913,1,"BU05183620","single"
914,1,"BU05183620","single"
915,1,"BU05183620","single"
916,1,"BU05183620","single"
917,1,"BU05183620","single"
918,1,"BU05183620","single"
919,3,"BU05183620","couple"
920,2,"BU05183620","single_parent"
921,2,"BU05183620","couple"
922,1,"BU05183620","single"
923,1,"BU05183620","single"
924,1,"BU05183620","single"
925,1,"BU05183620","single"
926,3,"BU05183620","couple"
927,2,"BU05183620","single_parent"
928,1,"BU05183620","single"
929,2,"BU05183620","single_parent"
930,1,"BU05183620","single"
931,1,"BU05183620","single"
932,1,"BU05183620","single"
933,1,"BU05183620","single"
934,3,"BU05183620","couple"
935,2,"BU05183620","couple"
936,2,"BU05183620","couple"
937,2,"BU05183620","single_parent"
938,2,"BU05183620","couple"
939,2,"BU05183620","couple"
940,2,"BU05183620","couple"
941,1,"BU05183620","single"
942,1,"BU05183620","single"
943,1,"BU05183620","single"
944,1,"BU05183620","single"
945,1,"BU05183620","single"
946,1,"BU05183620","single"
947,2,"BU05183620","couple"
