"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"LeerlingenStudenten_1"
"13382640";"T001038";"11200";"A025289";"1012600";"GM0363";"2018SJ00";"      18"
"13413792";"T001038";"11200";"A025289";"2012655";"GM0363";"2018SJ00";"       8"
"13429368";"T001038";"11200";"A025289";"2012657";"GM0363";"2018SJ00";"      75"
"13553976";"T001038";"11200";"A025300";"1012600";"GM0363";"2018SJ00";"       0"
"13585128";"T001038";"11200";"A025300";"2012655";"GM0363";"2018SJ00";"       0"
"13600704";"T001038";"11200";"A025300";"2012657";"GM0363";"2018SJ00";"       0"
"13725312";"T001038";"11200";"A041867";"1012600";"GM0363";"2018SJ00";"       0"
"13756464";"T001038";"11200";"A041867";"2012655";"GM0363";"2018SJ00";"       0"
"13772040";"T001038";"11200";"A041867";"2012657";"GM0363";"2018SJ00";"       0"
"13896648";"T001038";"11200";"A041868";"1012600";"GM0363";"2018SJ00";"       0"
"13927800";"T001038";"11200";"A041868";"2012655";"GM0363";"2018SJ00";"       0"
"13943376";"T001038";"11200";"A041868";"2012657";"GM0363";"2018SJ00";"       0"
"14067984";"T001038";"11200";"A025293";"1012600";"GM0363";"2018SJ00";"       0"
"14099136";"T001038";"11200";"A025293";"2012655";"GM0363";"2018SJ00";"       0"
"14114712";"T001038";"11200";"A025293";"2012657";"GM0363";"2018SJ00";"       0"
"14239320";"T001038";"11200";"A041751";"1012600";"GM0363";"2018SJ00";"       0"
"14270472";"T001038";"11200";"A041751";"2012655";"GM0363";"2018SJ00";"       0"
"14286048";"T001038";"11200";"A041751";"2012657";"GM0363";"2018SJ00";"       0"
"14410656";"T001038";"11200";"A041755";"1012600";"GM0363";"2018SJ00";"       0"
"14441808";"T001038";"11200";"A041755";"2012655";"GM0363";"2018SJ00";"       0"
"14457384";"T001038";"11200";"A041755";"2012657";"GM0363";"2018SJ00";"       0"
"14581992";"T001038";"11200";"A041759";"1012600";"GM0363";"2018SJ00";"       0"
"14613144";"T001038";"11200";"A041759";"2012655";"GM0363";"2018SJ00";"       0"
"14628720";"T001038";"11200";"A041759";"2012657";"GM0363";"2018SJ00";"       0"
"14753328";"T001038";"11200";"A041924";"1012600";"GM0363";"2018SJ00";"       0"
"14784480";"T001038";"11200";"A041924";"2012655";"GM0363";"2018SJ00";"       0"
"14800056";"T001038";"11200";"A041924";"2012657";"GM0363";"2018SJ00";"       0"
"14924664";"T001038";"11200";"A041925";"1012600";"GM0363";"2018SJ00";"       0"
"14955816";"T001038";"11200";"A041925";"2012655";"GM0363";"2018SJ00";"       0"
"14971392";"T001038";"11200";"A041925";"2012657";"GM0363";"2018SJ00";"       0"
"15096000";"T001038";"11200";"A025294";"1012600";"GM0363";"2018SJ00";"       0"
"15127152";"T001038";"11200";"A025294";"2012655";"GM0363";"2018SJ00";"       0"
"15142728";"T001038";"11200";"A025294";"2012657";"GM0363";"2018SJ00";"       0"
"15267336";"T001038";"11200";"A025297";"1012600";"GM0363";"2018SJ00";"       0"
"15298488";"T001038";"11200";"A025297";"2012655";"GM0363";"2018SJ00";"       0"
"15314064";"T001038";"11200";"A025297";"2012657";"GM0363";"2018SJ00";"       0"
"15438672";"T001038";"11300";"T001345";"1012600";"GM0363";"2018SJ00";"    2543"
"15469824";"T001038";"11300";"T001345";"2012655";"GM0363";"2018SJ00";"     835"
"15485400";"T001038";"11300";"T001345";"2012657";"GM0363";"2018SJ00";"    3817"
"15610008";"T001038";"11300";"A041919";"1012600";"GM0363";"2018SJ00";"    2450"
"15641160";"T001038";"11300";"A041919";"2012655";"GM0363";"2018SJ00";"     787"
"15656736";"T001038";"11300";"A041919";"2012657";"GM0363";"2018SJ00";"    3578"
"15781344";"T001038";"11300";"A041920";"1012600";"GM0363";"2018SJ00";"      41"
"15812496";"T001038";"11300";"A041920";"2012655";"GM0363";"2018SJ00";"      17"
"15828072";"T001038";"11300";"A041920";"2012657";"GM0363";"2018SJ00";"      24"
"15952680";"T001038";"11300";"A041921";"1012600";"GM0363";"2018SJ00";"       7"
"15983832";"T001038";"11300";"A041921";"2012655";"GM0363";"2018SJ00";"      20"
"15999408";"T001038";"11300";"A041921";"2012657";"GM0363";"2018SJ00";"      17"
"16124016";"T001038";"11300";"A041922";"1012600";"GM0363";"2018SJ00";"       2"
"16155168";"T001038";"11300";"A041922";"2012655";"GM0363";"2018SJ00";"       0"
"16170744";"T001038";"11300";"A041922";"2012657";"GM0363";"2018SJ00";"       3"
"16295352";"T001038";"11300";"A041923";"1012600";"GM0363";"2018SJ00";"       0"
"16326504";"T001038";"11300";"A041923";"2012655";"GM0363";"2018SJ00";"       0"
"16342080";"T001038";"11300";"A041923";"2012657";"GM0363";"2018SJ00";"       0"
"16466688";"T001038";"11300";"A025289";"1012600";"GM0363";"2018SJ00";"      43"
"16497840";"T001038";"11300";"A025289";"2012655";"GM0363";"2018SJ00";"      11"
"16513416";"T001038";"11300";"A025289";"2012657";"GM0363";"2018SJ00";"     195"
"16638024";"T001038";"11300";"A025300";"1012600";"GM0363";"2018SJ00";"       0"
"16669176";"T001038";"11300";"A025300";"2012655";"GM0363";"2018SJ00";"       0"
"16684752";"T001038";"11300";"A025300";"2012657";"GM0363";"2018SJ00";"       0"
"16809360";"T001038";"11300";"A041867";"1012600";"GM0363";"2018SJ00";"       0"
"16840512";"T001038";"11300";"A041867";"2012655";"GM0363";"2018SJ00";"       0"
"16856088";"T001038";"11300";"A041867";"2012657";"GM0363";"2018SJ00";"       0"
"16980696";"T001038";"11300";"A041868";"1012600";"GM0363";"2018SJ00";"       0"
"17011848";"T001038";"11300";"A041868";"2012655";"GM0363";"2018SJ00";"       0"
"17027424";"T001038";"11300";"A041868";"2012657";"GM0363";"2018SJ00";"       0"
"17152032";"T001038";"11300";"A025293";"1012600";"GM0363";"2018SJ00";"       0"
"17183184";"T001038";"11300";"A025293";"2012655";"GM0363";"2018SJ00";"       0"
"17198760";"T001038";"11300";"A025293";"2012657";"GM0363";"2018SJ00";"       0"
"17323368";"T001038";"11300";"A041751";"1012600";"GM0363";"2018SJ00";"       0"
"17354520";"T001038";"11300";"A041751";"2012655";"GM0363";"2018SJ00";"       0"
"17370096";"T001038";"11300";"A041751";"2012657";"GM0363";"2018SJ00";"       0"
"17494704";"T001038";"11300";"A041755";"1012600";"GM0363";"2018SJ00";"       0"
"17525856";"T001038";"11300";"A041755";"2012655";"GM0363";"2018SJ00";"       0"
"17541432";"T001038";"11300";"A041755";"2012657";"GM0363";"2018SJ00";"       0"
"17666040";"T001038";"11300";"A041759";"1012600";"GM0363";"2018SJ00";"       0"
"17697192";"T001038";"11300";"A041759";"2012655";"GM0363";"2018SJ00";"       0"
"17712768";"T001038";"11300";"A041759";"2012657";"GM0363";"2018SJ00";"       0"
"17837376";"T001038";"11300";"A041924";"1012600";"GM0363";"2018SJ00";"       0"
"17868528";"T001038";"11300";"A041924";"2012655";"GM0363";"2018SJ00";"       0"
"17884104";"T001038";"11300";"A041924";"2012657";"GM0363";"2018SJ00";"       0"
"18008712";"T001038";"11300";"A041925";"1012600";"GM0363";"2018SJ00";"       0"
"18039864";"T001038";"11300";"A041925";"2012655";"GM0363";"2018SJ00";"       0"
"18055440";"T001038";"11300";"A041925";"2012657";"GM0363";"2018SJ00";"       0"
"18180048";"T001038";"11300";"A025294";"1012600";"GM0363";"2018SJ00";"       0"
"18211200";"T001038";"11300";"A025294";"2012655";"GM0363";"2018SJ00";"       0"
"18226776";"T001038";"11300";"A025294";"2012657";"GM0363";"2018SJ00";"       0"
"18351384";"T001038";"11300";"A025297";"1012600";"GM0363";"2018SJ00";"       0"
