"ID";"Geslacht";"Leeftijd";"Migratieachtergrond";"Generatie";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"26909621";"T001038";"71300";"2012657";"2013356";"GM0518";"2021JJ00";"    8669"
"28866251";"T001038";"71400";"1012600";"2013356";"GM0518";"2021JJ00";""
"28933721";"T001038";"71400";"2012655";"2013356";"GM0518";"2021JJ00";"    1794"
"28967456";"T001038";"71400";"2012657";"2013356";"GM0518";"2021JJ00";"    6155"
"30924086";"T001038";"71500";"1012600";"2013356";"GM0518";"2021JJ00";""
"30991556";"T001038";"71500";"2012655";"2013356";"GM0518";"2021JJ00";"    1820"
"31025291";"T001038";"71500";"2012657";"2013356";"GM0518";"2021JJ00";"    3929"
"32981921";"T001038";"71600";"1012600";"2013356";"GM0518";"2021JJ00";""
"33049391";"T001038";"71600";"2012655";"2013356";"GM0518";"2021JJ00";"    1061"
"33083126";"T001038";"71600";"2012657";"2013356";"GM0518";"2021JJ00";"    2412"
"35039756";"T001038";"71700";"1012600";"2013356";"GM0518";"2021JJ00";""
"35107226";"T001038";"71700";"2012655";"2013356";"GM0518";"2021JJ00";"     974"
"35140961";"T001038";"71700";"2012657";"2013356";"GM0518";"2021JJ00";"    1374"
"37097591";"T001038";"71800";"1012600";"2013356";"GM0518";"2021JJ00";""
"37165061";"T001038";"71800";"2012655";"2013356";"GM0518";"2021JJ00";"     520"
"37198796";"T001038";"71800";"2012657";"2013356";"GM0518";"2021JJ00";"     518"
"39155426";"T001038";"71900";"1012600";"2013356";"GM0518";"2021JJ00";""
"39222896";"T001038";"71900";"2012655";"2013356";"GM0518";"2021JJ00";"     314"
"39256631";"T001038";"71900";"2012657";"2013356";"GM0518";"2021JJ00";"     140"
"41213261";"T001038";"22000";"1012600";"2013356";"GM0518";"2021JJ00";""
"41280731";"T001038";"22000";"2012655";"2013356";"GM0518";"2021JJ00";"     111"
"41314466";"T001038";"22000";"2012657";"2013356";"GM0518";"2021JJ00";"      27"
"43271096";"3000   ";"10000";"1012600";"2013356";"GM0518";"2021JJ00";""
"43338566";"3000   ";"10000";"2012655";"2013356";"GM0518";"2021JJ00";"   34150"
"43372301";"3000   ";"10000";"2012657";"2013356";"GM0518";"2021JJ00";"   57011"
"45328931";"3000   ";"70100";"1012600";"2013356";"GM0518";"2021JJ00";""
"45396401";"3000   ";"70100";"2012655";"2013356";"GM0518";"2021JJ00";"     531"
"45430136";"3000   ";"70100";"2012657";"2013356";"GM0518";"2021JJ00";"     394"
"47386766";"3000   ";"70200";"1012600";"2013356";"GM0518";"2021JJ00";""
"47454236";"3000   ";"70200";"2012655";"2013356";"GM0518";"2021JJ00";"    1125"
"47487971";"3000   ";"70200";"2012657";"2013356";"GM0518";"2021JJ00";"     882"
"49444601";"3000   ";"70300";"1012600";"2013356";"GM0518";"2021JJ00";""
"49512071";"3000   ";"70300";"2012655";"2013356";"GM0518";"2021JJ00";"    1430"
"49545806";"3000   ";"70300";"2012657";"2013356";"GM0518";"2021JJ00";"    1042"
"51502436";"3000   ";"70400";"1012600";"2013356";"GM0518";"2021JJ00";""
"51569906";"3000   ";"70400";"2012655";"2013356";"GM0518";"2021JJ00";"    1618"
"51603641";"3000   ";"70400";"2012657";"2013356";"GM0518";"2021JJ00";"    1346"
"53560271";"3000   ";"70500";"1012600";"2013356";"GM0518";"2021JJ00";""
"53627741";"3000   ";"70500";"2012655";"2013356";"GM0518";"2021JJ00";"    2985"
"53661476";"3000   ";"70500";"2012657";"2013356";"GM0518";"2021JJ00";"    2814"
"55618106";"3000   ";"70600";"1012600";"2013356";"GM0518";"2021JJ00";""
"55685576";"3000   ";"70600";"2012655";"2013356";"GM0518";"2021JJ00";"    3455"
"55719311";"3000   ";"70600";"2012657";"2013356";"GM0518";"2021JJ00";"    4007"
"57675941";"3000   ";"70700";"1012600";"2013356";"GM0518";"2021JJ00";""
"57743411";"3000   ";"70700";"2012655";"2013356";"GM0518";"2021JJ00";"    4177"
"57777146";"3000   ";"70700";"2012657";"2013356";"GM0518";"2021JJ00";"    5067"
"59733776";"3000   ";"70800";"1012600";"2013356";"GM0518";"2021JJ00";""
"59801246";"3000   ";"70800";"2012655";"2013356";"GM0518";"2021JJ00";"    4041"
"59834981";"3000   ";"70800";"2012657";"2013356";"GM0518";"2021JJ00";"    5841"
"61791611";"3000   ";"70900";"1012600";"2013356";"GM0518";"2021JJ00";""
"61859081";"3000   ";"70900";"2012655";"2013356";"GM0518";"2021JJ00";"    3830"
"61892816";"3000   ";"70900";"2012657";"2013356";"GM0518";"2021JJ00";"    5846"
"63849446";"3000   ";"71000";"1012600";"2013356";"GM0518";"2021JJ00";""
"63916916";"3000   ";"71000";"2012655";"2013356";"GM0518";"2021JJ00";"    3169"
"63950651";"3000   ";"71000";"2012657";"2013356";"GM0518";"2021JJ00";"    6419"
"65907281";"3000   ";"71100";"1012600";"2013356";"GM0518";"2021JJ00";""
"65974751";"3000   ";"71100";"2012655";"2013356";"GM0518";"2021JJ00";"    2471"
"66008486";"3000   ";"71100";"2012657";"2013356";"GM0518";"2021JJ00";"    6504"
"67965116";"3000   ";"71200";"1012600";"2013356";"GM0518";"2021JJ00";""
"68032586";"3000   ";"71200";"2012655";"2013356";"GM0518";"2021JJ00";"    1471"
"68066321";"3000   ";"71200";"2012657";"2013356";"GM0518";"2021JJ00";"    5777"
"70022951";"3000   ";"71300";"1012600";"2013356";"GM0518";"2021JJ00";""
"70090421";"3000   ";"71300";"2012655";"2013356";"GM0518";"2021JJ00";"    1092"
"70124156";"3000   ";"71300";"2012657";"2013356";"GM0518";"2021JJ00";"    4260"
"72080786";"3000   ";"71400";"1012600";"2013356";"GM0518";"2021JJ00";""
"72148256";"3000   ";"71400";"2012655";"2013356";"GM0518";"2021JJ00";"     783"
"72181991";"3000   ";"71400";"2012657";"2013356";"GM0518";"2021JJ00";"    2878"
"74138621";"3000   ";"71500";"1012600";"2013356";"GM0518";"2021JJ00";""
"74206091";"3000   ";"71500";"2012655";"2013356";"GM0518";"2021JJ00";"     847"
"74239826";"3000   ";"71500";"2012657";"2013356";"GM0518";"2021JJ00";"    1892"
"76196456";"3000   ";"71600";"1012600";"2013356";"GM0518";"2021JJ00";""
"76263926";"3000   ";"71600";"2012655";"2013356";"GM0518";"2021JJ00";"     447"
"76297661";"3000   ";"71600";"2012657";"2013356";"GM0518";"2021JJ00";"    1158"
"78254291";"3000   ";"71700";"1012600";"2013356";"GM0518";"2021JJ00";""
"78321761";"3000   ";"71700";"2012655";"2013356";"GM0518";"2021JJ00";"     411"
"78355496";"3000   ";"71700";"2012657";"2013356";"GM0518";"2021JJ00";"     631"
"80312126";"3000   ";"71800";"1012600";"2013356";"GM0518";"2021JJ00";""
"80379596";"3000   ";"71800";"2012655";"2013356";"GM0518";"2021JJ00";"     183"
"80413331";"3000   ";"71800";"2012657";"2013356";"GM0518";"2021JJ00";"     202"
"82369961";"3000   ";"71900";"1012600";"2013356";"GM0518";"2021JJ00";""
"82437431";"3000   ";"71900";"2012655";"2013356";"GM0518";"2021JJ00";"      70"
"82471166";"3000   ";"71900";"2012657";"2013356";"GM0518";"2021JJ00";"      43"
"84427796";"3000   ";"22000";"1012600";"2013356";"GM0518";"2021JJ00";""
"84495266";"3000   ";"22000";"2012655";"2013356";"GM0518";"2021JJ00";"      14"
"84529001";"3000   ";"22000";"2012657";"2013356";"GM0518";"2021JJ00";"       8"
"86485631";"4000   ";"10000";"1012600";"2013356";"GM0518";"2021JJ00";""
"86553101";"4000   ";"10000";"2012655";"2013356";"GM0518";"2021JJ00";"   37331"
"86586836";"4000   ";"10000";"2012657";"2013356";"GM0518";"2021JJ00";"   58097"
"88543466";"4000   ";"70100";"1012600";"2013356";"GM0518";"2021JJ00";""
"88610936";"4000   ";"70100";"2012655";"2013356";"GM0518";"2021JJ00";"     493"
"88644671";"4000   ";"70100";"2012657";"2013356";"GM0518";"2021JJ00";"     352"
"90601301";"4000   ";"70200";"1012600";"2013356";"GM0518";"2021JJ00";""
"90668771";"4000   ";"70200";"2012655";"2013356";"GM0518";"2021JJ00";"    1075"
"90702506";"4000   ";"70200";"2012657";"2013356";"GM0518";"2021JJ00";"     819"
"92659136";"4000   ";"70300";"1012600";"2013356";"GM0518";"2021JJ00";""
"92726606";"4000   ";"70300";"2012655";"2013356";"GM0518";"2021JJ00";"    1371"
"92760341";"4000   ";"70300";"2012657";"2013356";"GM0518";"2021JJ00";"     967"
"94716971";"4000   ";"70400";"1012600";"2013356";"GM0518";"2021JJ00";""
"94784441";"4000   ";"70400";"2012655";"2013356";"GM0518";"2021JJ00";"    1828"
"94818176";"4000   ";"70400";"2012657";"2013356";"GM0518";"2021JJ00";"    1259"
"96774806";"4000   ";"70500";"1012600";"2013356";"GM0518";"2021JJ00";""
"96842276";"4000   ";"70500";"2012655";"2013356";"GM0518";"2021JJ00";"    3621"
"96876011";"4000   ";"70500";"2012657";"2013356";"GM0518";"2021JJ00";"    3018"
"98832641";"4000   ";"70600";"1012600";"2013356";"GM0518";"2021JJ00";""
"98900111";"4000   ";"70600";"2012655";"2013356";"GM0518";"2021JJ00";"    3961"
"98933846";"4000   ";"70600";"2012657";"2013356";"GM0518";"2021JJ00";"    4172"
"100890476";"4000   ";"70700";"1012600";"2013356";"GM0518";"2021JJ00";""
"100957946";"4000   ";"70700";"2012655";"2013356";"GM0518";"2021JJ00";"    4340"
"100991681";"4000   ";"70700";"2012657";"2013356";"GM0518";"2021JJ00";"    5020"
"102948311";"4000   ";"70800";"1012600";"2013356";"GM0518";"2021JJ00";""
"103015781";"4000   ";"70800";"2012655";"2013356";"GM0518";"2021JJ00";"    4142"
"103049516";"4000   ";"70800";"2012657";"2013356";"GM0518";"2021JJ00";"    6157"
"105006146";"4000   ";"70900";"1012600";"2013356";"GM0518";"2021JJ00";""
"105073616";"4000   ";"70900";"2012655";"2013356";"GM0518";"2021JJ00";"    3965"
"105107351";"4000   ";"70900";"2012657";"2013356";"GM0518";"2021JJ00";"    5882"
"107063981";"4000   ";"71000";"1012600";"2013356";"GM0518";"2021JJ00";""
"107131451";"4000   ";"71000";"2012655";"2013356";"GM0518";"2021JJ00";"    3365"
"107165186";"4000   ";"71000";"2012657";"2013356";"GM0518";"2021JJ00";"    6585"
"109121816";"4000   ";"71100";"1012600";"2013356";"GM0518";"2021JJ00";""
"109189286";"4000   ";"71100";"2012655";"2013356";"GM0518";"2021JJ00";"    2406"
"109223021";"4000   ";"71100";"2012657";"2013356";"GM0518";"2021JJ00";"    6112"
"111179651";"4000   ";"71200";"1012600";"2013356";"GM0518";"2021JJ00";""
"111247121";"4000   ";"71200";"2012655";"2013356";"GM0518";"2021JJ00";"    1687"
"111280856";"4000   ";"71200";"2012657";"2013356";"GM0518";"2021JJ00";"    5602"
"113237486";"4000   ";"71300";"1012600";"2013356";"GM0518";"2021JJ00";""
"113304956";"4000   ";"71300";"2012655";"2013356";"GM0518";"2021JJ00";"    1238"
"113338691";"4000   ";"71300";"2012657";"2013356";"GM0518";"2021JJ00";"    4409"
"115295321";"4000   ";"71400";"1012600";"2013356";"GM0518";"2021JJ00";""
"115362791";"4000   ";"71400";"2012655";"2013356";"GM0518";"2021JJ00";"    1011"
"115396526";"4000   ";"71400";"2012657";"2013356";"GM0518";"2021JJ00";"    3277"
"117353156";"4000   ";"71500";"1012600";"2013356";"GM0518";"2021JJ00";""
"117420626";"4000   ";"71500";"2012655";"2013356";"GM0518";"2021JJ00";"     973"
"117454361";"4000   ";"71500";"2012657";"2013356";"GM0518";"2021JJ00";"    2037"
"119410991";"4000   ";"71600";"1012600";"2013356";"GM0518";"2021JJ00";""
"119478461";"4000   ";"71600";"2012655";"2013356";"GM0518";"2021JJ00";"     614"
"119512196";"4000   ";"71600";"2012657";"2013356";"GM0518";"2021JJ00";"    1254"
"121468826";"4000   ";"71700";"1012600";"2013356";"GM0518";"2021JJ00";""
"121536296";"4000   ";"71700";"2012655";"2013356";"GM0518";"2021JJ00";"     563"
"121570031";"4000   ";"71700";"2012657";"2013356";"GM0518";"2021JJ00";"     743"
"123526661";"4000   ";"71800";"1012600";"2013356";"GM0518";"2021JJ00";""
"123594131";"4000   ";"71800";"2012655";"2013356";"GM0518";"2021JJ00";"     337"
"123627866";"4000   ";"71800";"2012657";"2013356";"GM0518";"2021JJ00";"     316"
"125584496";"4000   ";"71900";"1012600";"2013356";"GM0518";"2021JJ00";""
"125651966";"4000   ";"71900";"2012655";"2013356";"GM0518";"2021JJ00";"     244"
"125685701";"4000   ";"71900";"2012657";"2013356";"GM0518";"2021JJ00";"      97"
"127642331";"4000   ";"22000";"1012600";"2013356";"GM0518";"2021JJ00";""
"127709801";"4000   ";"22000";"2012655";"2013356";"GM0518";"2021JJ00";"      97"
"127743536";"4000   ";"22000";"2012657";"2013356";"GM0518";"2021JJ00";"      19"
