"ID";"Geslacht";"Leeftijd";"Migratieachtergrond";"Generatie";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"109120204";"4000   ";"71100";"1012600";"2013356";"GM0363";"2021JJ00";""
"109187674";"4000   ";"71100";"2012655";"2013356";"GM0363";"2021JJ00";"    2995"
"109221409";"4000   ";"71100";"2012657";"2013356";"GM0363";"2021JJ00";"    9351"
"111178039";"4000   ";"71200";"1012600";"2013356";"GM0363";"2021JJ00";""
"111245509";"4000   ";"71200";"2012655";"2013356";"GM0363";"2021JJ00";"    2231"
"111279244";"4000   ";"71200";"2012657";"2013356";"GM0363";"2021JJ00";"    8970"
"113235874";"4000   ";"71300";"1012600";"2013356";"GM0363";"2021JJ00";""
"113303344";"4000   ";"71300";"2012655";"2013356";"GM0363";"2021JJ00";"    1898"
"113337079";"4000   ";"71300";"2012657";"2013356";"GM0363";"2021JJ00";"    7880"
"115293709";"4000   ";"71400";"1012600";"2013356";"GM0363";"2021JJ00";""
"115361179";"4000   ";"71400";"2012655";"2013356";"GM0363";"2021JJ00";"    1827"
"115394914";"4000   ";"71400";"2012657";"2013356";"GM0363";"2021JJ00";"    5540"
"117351544";"4000   ";"71500";"1012600";"2013356";"GM0363";"2021JJ00";""
"117419014";"4000   ";"71500";"2012655";"2013356";"GM0363";"2021JJ00";"    1594"
"117452749";"4000   ";"71500";"2012657";"2013356";"GM0363";"2021JJ00";"    3495"
"119409379";"4000   ";"71600";"1012600";"2013356";"GM0363";"2021JJ00";""
"119476849";"4000   ";"71600";"2012655";"2013356";"GM0363";"2021JJ00";"     838"
"119510584";"4000   ";"71600";"2012657";"2013356";"GM0363";"2021JJ00";"    2040"
"121467214";"4000   ";"71700";"1012600";"2013356";"GM0363";"2021JJ00";""
"121534684";"4000   ";"71700";"2012655";"2013356";"GM0363";"2021JJ00";"     630"
"121568419";"4000   ";"71700";"2012657";"2013356";"GM0363";"2021JJ00";"    1303"
"123525049";"4000   ";"71800";"1012600";"2013356";"GM0363";"2021JJ00";""
"123592519";"4000   ";"71800";"2012655";"2013356";"GM0363";"2021JJ00";"     374"
"123626254";"4000   ";"71800";"2012657";"2013356";"GM0363";"2021JJ00";"     577"
"125582884";"4000   ";"71900";"1012600";"2013356";"GM0363";"2021JJ00";""
"125650354";"4000   ";"71900";"2012655";"2013356";"GM0363";"2021JJ00";"     200"
"125684089";"4000   ";"71900";"2012657";"2013356";"GM0363";"2021JJ00";"     187"
"127640719";"4000   ";"22000";"1012600";"2013356";"GM0363";"2021JJ00";""
"127708189";"4000   ";"22000";"2012655";"2013356";"GM0363";"2021JJ00";"      62"
"127741924";"4000   ";"22000";"2012657";"2013356";"GM0363";"2021JJ00";"      44"
