"neighb_code","tot_pop","gender_male","gender_female","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","migration_west","migration_non_west","hh_total","hh_single","hh_no_children","hh_with_children","hh_avg_size","education_absolved_low","education_absolved_middle","education_absolved_high","migration_Dutch"
"BU05181953",7215,3425,3790,1365,715,1935,2010,1190,1190,640,3185,1120,840,1240,"     2.2",870,1720,2820,5385
"BU05181983",2615,1235,1380,395,240,740,800,445,455,215,1320,565,360,405,"     2.0",320,790,930,1945
"BU05182054",6820,3250,3570,1100,695,2635,1665,720,1460,1570,3740,1970,745,1035,"     1.8",1430,2050,2040,3790
"BU05182055",11425,5675,5745,1630,1410,4435,2800,1145,2680,3465,6170,3280,1340,1560,"     1.8",2130,3300,4070,5280
"BU05182110",6250,3160,3090,825,730,2615,1425,660,1330,2420,3440,1915,780,755,"     1.8",1420,1700,2080,2500
"BU05182144",7520,3720,3800,1085,815,3095,1770,755,1790,1605,4235,2370,920,955,"     1.8",820,1440,3970,4125
"BU05182245",12085,6055,6030,1505,1495,4750,3010,1325,2855,3070,7005,4315,1365,1335,"     1.7",1900,2700,5730,6160
"BU05182347",1590,810,775,180,125,580,410,290,600,220,990,610,240,145,"     1.6",120,270,920,770
"BU05182449",445,215,225,20,20,135,85,180,140,65,275,190,70,25,"     1.4",30,90,220,240
"BU05182561",5205,2485,2720,845,450,1680,1190,1040,920,1990,2900,1655,540,710,"     1.7",1400,1400,1050,2295
"BU05182567",2450,1215,1235,360,175,845,575,500,515,840,1480,905,265,325,"     1.7",490,760,660,1095
"BU05182568",795,400,395,155,100,120,235,180,210,100,300,75,100,130,"     2.6",40,80,450,485
"BU05182569",6315,2940,3370,870,445,1870,1535,1595,1265,1955,3580,2110,680,800,"     1.7",1170,1750,1800,3095
"BU05182664",3610,1685,1925,530,855,1115,795,315,860,1695,2140,1335,335,480,"     1.7",750,1230,1050,1055
"BU05182665",4500,2270,2225,760,505,1680,1010,545,1300,970,2480,1390,525,570,"     1.8",690,780,2170,2230
"BU05182666",9045,4355,4690,1135,715,3935,2050,1205,2240,1430,5230,2700,1490,1045,"     1.7",980,1790,4680,5375
"BU05182718",7870,3935,3935,930,2350,2715,1310,575,1490,4450,5260,3875,625,765,"     1.5",1570,2500,2750,1930
"BU05182762",850,455,395,55,190,400,155,50,230,370,600,430,120,55,"     1.4",290,220,250,250
"BU05182763",3650,1940,1710,540,500,1430,825,355,790,1520,2060,1195,430,445,"     1.8",790,950,1260,1340
"BU05182811",7300,3685,3610,800,995,2680,1900,930,1590,2390,4505,2820,960,735,"     1.6",1420,2610,2290,3320
"BU05182812",2430,1280,1145,150,300,1070,550,365,815,445,1700,1170,400,140,"     1.4",270,600,1330,1170
"BU05182813",3215,1655,1560,405,280,1340,795,395,660,1385,1885,1050,480,360,"     1.7",520,890,1300,1170
"BU05182814",6910,3530,3375,635,945,2920,1640,770,1470,2575,4505,2965,875,670,"     1.5",1540,1870,2650,2865
"BU05182915",14220,7185,7030,2800,2300,4140,3635,1340,1505,11630,6100,2695,930,2480,"     2.3",5910,3870,1310,1085
"BU05182916",9980,4920,5060,2030,1535,2615,2660,1145,610,8225,4375,1970,695,1720,"     2.3",4090,2360,1200,1145
"BU05182917",7185,3555,3630,1465,1210,1880,1875,760,470,6240,2885,1135,430,1325,"     2.5",3300,1760,470,475
"BU05183032",3940,1925,2010,715,600,1235,980,410,500,3090,1880,930,290,665,"     2.1",1850,920,360,350
"BU05183033",5015,2530,2480,1125,645,1575,1080,595,785,3865,2105,955,330,830,"     2.3",1390,940,1340,365
"BU05183034",7220,3750,3470,1495,1170,2225,1810,525,1705,5045,2970,1295,450,1230,"     2.4",2540,1810,1310,470
"BU05183130",6095,3185,2905,1030,665,2300,1450,650,1540,1720,3080,1410,710,970,"     2.0",1690,2100,1050,2835
"BU05183131",4525,2350,2175,780,570,1830,1015,330,1225,1910,2245,1015,530,710,"     2.0",1260,1660,760,1390
"BU05183135",8075,4135,3940,1545,1140,3090,1785,520,2640,3415,3860,1735,835,1300,"     2.1",2270,2160,2020,2020
"BU05183284",15010,7325,7685,2170,1620,4575,3940,2710,2630,3030,7840,3735,1840,2275,"     1.9",3190,5370,3140,9350
"BU05183387",8730,4350,4380,1850,1085,2600,2070,1130,1105,5495,4015,1880,620,1525,"     2.1",3250,2250,870,2130
"BU05183396",7955,3975,3980,1655,870,2475,1930,1025,1055,4825,3745,1690,695,1370,"     2.1",2850,2170,960,2075
"BU05183398",10820,5250,5565,2265,1260,3185,2325,1790,1385,6530,4940,2255,865,1830,"     2.1",3520,3030,1150,2905
"BU05183399",1525,725,800,210,120,240,365,590,205,165,820,435,210,185,"     1.9",370,330,340,1155
"BU05183480",6205,3155,3050,1210,645,2175,1530,645,1160,3500,3225,1650,565,1020,"     1.9",2390,1560,1000,1545
"BU05183488",7505,3705,3800,1495,810,2295,1815,1090,800,4245,3465,1500,695,1275,"     2.2",1890,2600,1190,2460
"BU05183489",5630,2900,2730,975,560,1930,1385,780,715,2970,3230,1865,510,860,"     1.7",1900,1890,680,1945
"BU05183536",155,65,85,5,5,10,45,90,10,20,115,95,25,5,"     1.3",70,30,10,125
"BU05183620",3245,1745,1495,655,355,1095,775,370,445,2025,1720,1000,205,525,"     1.8",1160,860,330,775
"BU05183637",6245,3175,3070,1370,635,1885,1560,795,680,4055,3220,1705,425,1100,"     1.9",2250,1940,400,1510
"BU05183638",7035,3630,3400,1375,925,2305,1720,710,1430,3865,3495,1730,605,1170,"     2.0",2660,2010,770,1740
"BU05183639",4765,2510,2255,1085,605,1775,885,415,425,3140,2450,1300,375,785,"     1.9",1640,1230,660,1200
"BU05183721",5290,2730,2555,1105,875,1660,1280,370,790,3895,2165,865,345,960,"     2.4",2050,1550,520,605
"BU05183819",4085,1960,2125,600,970,1305,860,355,660,2680,2375,1445,375,565,"     1.7",1210,1680,920,745
"BU05183822",5960,3010,2950,1000,1040,2125,1320,480,685,4155,3420,2185,410,830,"     1.7",1890,2030,990,1120
"BU05183823",4350,2140,2210,925,625,1305,1160,335,515,2900,1800,680,275,855,"     2.4",1610,1230,500,935
"BU05183824",8135,4320,3815,1410,1145,3045,1920,625,2455,3365,3970,1820,850,1310,"     2.0",2590,2610,1200,2315
"BU05183825",11330,5930,5400,1900,1650,4395,2435,955,3815,4185,5835,2790,1345,1705,"     1.9",3350,3830,2000,3330
"BU05183826",8390,4355,4030,1470,1450,2850,1920,705,1830,5235,4165,2150,715,1310,"     2.0",3100,2660,1010,1325
"BU05183960",2275,1700,570,90,345,1250,545,45,240,1375,495,330,145,30,"     1.4",1180,700,660,660
"BU05184001",2165,1020,1140,315,260,430,665,500,280,690,785,270,170,355,"     2.4",510,590,430,1195
"BU05184002",8890,4360,4530,2420,1035,2700,2000,735,845,3465,3155,705,595,1860,"     2.8",1840,2380,2100,4580
"BU05184003",3455,1795,1660,595,545,560,1365,390,475,765,1245,210,370,675,"     2.8",510,1000,1210,2215
"BU05184004",4270,2080,2190,755,565,855,1515,580,395,1665,1660,405,470,795,"     2.6",1290,1240,850,2210
"BU05184005",3405,1720,1680,685,550,835,1145,195,295,1355,1190,215,245,735,"     2.8",870,1160,680,1755
"BU05184106",165,90,75,30,10,25,60,40,10,10,80,40,20,25,"     2.1",20,30,80,145
"BU05184107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU05184110",95,95,0,0,50,45,0,0,0,95,90,95,5,0,"     1.0",0,0,0,0
"BU05184208",2025,1025,1000,420,360,280,775,190,420,275,650,65,190,405,"     3.1",370,500,700,1330
"BU05184209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU05184211",1790,930,860,455,170,715,365,90,205,765,770,270,150,355,"     2.3",340,510,480,820
"BU05184212",7140,3555,3585,1585,965,1920,2115,560,900,2445,2785,735,605,1455,"     2.6",1520,2240,1710,3795
"BU05184213",5595,2770,2820,1085,840,1200,1935,535,700,1765,2115,530,485,1110,"     2.6",1130,1890,1340,3130
"BU05184214",4810,2385,2420,1045,655,1340,1410,360,590,1645,1815,445,400,975,"     2.6",1100,1490,1130,2575
"BU05184215",5850,2870,2980,1540,865,1200,1965,285,690,1065,1900,255,320,1330,"     3.1",1190,1420,1700,4095
"BU05184316",95,50,45,5,15,10,35,35,10,5,45,15,20,15,"     2.2",20,40,20,80
"BU05184317",40,20,20,5,10,10,15,0,0,5,10,5,5,10,"     2.9",0,20,10,35
"BU05184418",5440,2745,2695,1500,665,1620,1400,260,545,1900,1795,260,345,1200,"     3.0",1080,1520,1370,2995
"BU05184419",4200,2135,2060,795,600,910,1445,450,430,1270,1550,295,445,815,"     2.7",860,1050,1370,2500
"BU05184420",8620,4275,4345,1645,1225,1725,2915,1105,885,2385,3085,605,815,1675,"     2.7",1680,2430,2350,5350
"BU05184421",2795,1410,1385,900,255,935,590,115,285,990,925,175,145,615,"     3.0",600,650,610,1520
