"neighb_code","tot_pop","gender_male","gender_female","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","migration_west","migration_non_west","hh_total","hh_single","hh_no_children","hh_with_children","hh_avg_size","education_absolved_low","education_absolved_middle","education_absolved_high","migration_Dutch"
"BU05180907",9980,4815,5165,1695,1160,2385,2910,1830,3535,1235,4770,2145,1180,1450,"     2.1",0,0,0,5210
"BU05180908",4235,2005,2225,705,405,1115,1160,855,825,495,2040,855,535,660,"     2.1",0,0,0,2915
"BU05181041",665,335,330,85,40,115,180,250,230,70,350,145,145,65,"     1.9",0,0,0,365
"BU05181142",2605,1240,1360,345,215,940,610,490,900,325,1480,775,410,300,"     1.8",0,0,0,1380
"BU05181143",5900,2945,2955,925,600,2020,1635,720,1835,685,3060,1505,775,785,"     1.9",0,0,0,3380
"BU05181250",2300,1075,1225,340,230,365,745,615,410,135,1075,425,300,360,"     2.1",0,0,0,1755
"BU05181251",6525,2985,3540,1085,550,1755,1830,1310,1370,720,3345,1545,800,1010,"     2.0",0,0,0,4435
"BU05181252",5950,2765,3185,935,585,1685,1590,1155,1495,710,3120,1515,770,850,"     1.9",0,0,0,3745
"BU05181309",5370,2615,2755,1155,670,715,1725,1110,1190,315,2040,470,620,960,"     2.6",0,0,0,3865
"BU05181481",370,175,195,30,45,50,150,95,75,25,200,100,60,50,"     1.8",0,0,0,270
"BU05181492",4470,1945,2525,390,285,775,1255,1765,880,345,2610,1475,690,455,"     1.7",0,0,0,3245
"BU05181590",955,480,475,100,110,180,365,205,170,145,345,80,155,120,"     2.3",0,0,0,640
"BU05181591",1690,820,870,160,150,200,500,685,305,130,855,325,330,210,"     2.0",0,0,0,1255
"BU05181697",7260,3740,3520,1465,660,1875,2090,1175,1155,1190,2960,1015,760,1195,"     2.3",0,0,0,4915
"BU05181785",110,85,20,0,30,40,35,5,10,60,55,50,5,5,"     1.1",0,0,0,40
"BU05181786",12770,6270,6500,2090,1355,2930,3585,2815,1635,3160,5575,1950,1535,2100,"     2.2",0,0,0,7975
"BU05181795",5035,2315,2720,600,400,1170,1295,1575,705,740,2775,1420,705,660,"     1.8",0,0,0,3590
"BU05181806",2025,895,1125,255,155,360,570,680,305,465,1170,625,275,275,"     1.7",0,0,0,1255
"BU05181840",7295,3515,3780,1320,700,1805,1940,1535,1035,1935,3425,1490,760,1185,"     2.1",0,0,0,4325
"BU05181882",3235,1555,1680,300,220,760,775,1185,500,530,1735,960,450,335,"     1.6",0,0,0,2205
"BU05181893",1840,820,1015,200,135,310,545,650,395,155,1035,520,305,215,"     1.8",0,0,0,1290
"BU05181894",3105,1345,1760,160,125,460,675,1685,520,345,2025,1255,575,205,"     1.5",0,0,0,2240
"BU05181953",7195,3410,3780,1350,705,1900,2005,1235,1255,680,3210,1150,845,1220,"     2.2",0,0,0,5260
"BU05181983",2610,1220,1385,385,245,745,760,470,485,230,1335,575,365,405,"     1.9",0,0,0,1895
"BU05182054",6815,3260,3550,1070,730,2565,1685,765,1540,1560,3780,2030,735,1025,"     1.8",0,0,0,3715
"BU05182055",11535,5790,5745,1615,1415,4485,2865,1160,2900,3445,6230,3315,1375,1545,"     1.8",0,0,0,5190
"BU05182110",6350,3200,3150,840,755,2625,1450,685,1450,2335,3505,1940,790,780,"     1.8",0,0,0,2565
"BU05182144",7595,3725,3870,1100,810,3080,1790,820,1920,1585,4260,2365,945,960,"     1.8",0,0,0,4090
"BU05182245",12395,6300,6095,1470,1605,4850,3045,1425,3025,3335,6990,4260,1395,1340,"     1.7",0,0,0,6035
"BU05182347",1620,815,805,175,135,565,445,300,610,265,1000,615,235,160,"     1.6",0,0,0,745
"BU05182449",475,235,235,25,30,140,90,195,145,95,285,190,70,30,"     1.5",0,0,0,235
"BU05182561",5255,2510,2740,855,445,1705,1235,1010,980,2110,2905,1645,515,755,"     1.8",0,0,0,2165
"BU05182567",2730,1365,1365,440,195,970,635,500,550,940,1570,890,295,390,"     1.7",0,0,0,1240
"BU05182568",810,410,395,140,115,115,250,195,225,110,320,90,105,130,"     2.5",0,0,0,475
"BU05182569",6585,3060,3520,910,500,2040,1570,1565,1380,2120,3700,2100,755,855,"     1.7",0,0,0,3085
"BU05182664",4060,1930,2130,535,890,1430,855,360,990,1935,2385,1455,430,505,"     1.7",0,0,0,1135
"BU05182665",4560,2340,2215,745,510,1695,1055,555,1300,1025,2495,1360,570,570,"     1.8",0,0,0,2235
"BU05182666",9120,4390,4730,1115,725,4000,2035,1245,2350,1540,5250,2670,1540,1040,"     1.7",0,0,0,5230
"BU05182718",7805,3855,3945,885,2210,2735,1355,620,1470,4415,5165,3775,645,755,"     1.5",0,0,0,1920
"BU05182762",860,470,390,55,170,420,165,50,265,345,620,450,120,55,"     1.4",0,0,0,250
"BU05182763",3710,1955,1755,540,495,1460,835,385,915,1520,2125,1265,430,435,"     1.7",0,0,0,1275
"BU05182811",7540,3785,3755,830,1030,2790,1905,990,1710,2585,4650,2910,985,760,"     1.6",0,0,0,3245
"BU05182812",2405,1285,1120,160,265,1125,510,345,810,470,1600,1090,380,140,"     1.5",0,0,0,1125
"BU05182813",3205,1645,1560,390,290,1275,800,450,730,1355,1860,1025,475,365,"     1.7",0,0,0,1120
"BU05182814",7145,3690,3455,660,1045,2970,1660,815,1605,2780,4600,3045,890,675,"     1.5",0,0,0,2760
"BU05182915",14325,7290,7030,2695,2265,4245,3665,1455,1735,11420,6260,2820,995,2450,"     2.3",0,0,0,1170
"BU05182916",9875,4820,5050,1930,1490,2565,2635,1255,625,8110,4335,1960,700,1680,"     2.3",0,0,0,1140
"BU05182917",7020,3465,3550,1345,1140,1810,1890,830,500,6050,2840,1115,440,1290,"     2.4",0,0,0,470
"BU05183032",3910,1940,1970,695,555,1230,990,440,590,2985,1865,920,300,650,"     2.1",0,0,0,335
"BU05183033",5070,2570,2500,1080,660,1565,1140,625,905,3820,2110,915,375,830,"     2.4",0,0,0,345
"BU05183034",7355,3895,3460,1425,1185,2285,1895,570,2040,4850,3175,1485,480,1220,"     2.3",0,0,0,465
"BU05183130",6165,3215,2950,1010,695,2285,1520,655,1775,1695,3155,1460,735,965,"     1.9",0,0,0,2695
"BU05183131",4620,2375,2245,790,615,1855,1025,340,1455,1840,2360,1150,510,705,"     2.0",0,0,0,1325
"BU05183135",8185,4255,3930,1490,1195,3090,1860,550,3045,3235,4015,1905,830,1285,"     2.0",0,0,0,1905
"BU05183284",16070,7810,8255,2195,1930,5090,4060,2800,3170,3625,8550,4205,2040,2315,"     1.9",0,0,0,9275
"BU05183387",8645,4330,4315,1850,1085,2550,2080,1085,1125,5605,3975,1845,620,1520,"     2.2",0,0,0,1915
"BU05183396",7930,3985,3945,1630,905,2395,1945,1060,1095,4895,3740,1710,680,1360,"     2.1",0,0,0,1940
"BU05183398",10935,5355,5575,2270,1295,3150,2445,1780,1450,6810,4965,2265,840,1865,"     2.2",0,0,0,2675
"BU05183399",1670,790,880,260,155,265,420,570,205,265,860,450,200,220,"     1.9",0,0,0,1200
"BU05183480",6495,3330,3165,1240,690,2305,1605,655,1285,3765,3380,1755,575,1055,"     1.9",0,0,0,1445
"BU05183488",7760,3855,3900,1565,810,2390,1875,1120,865,4560,3580,1575,685,1330,"     2.2",0,0,0,2335
"BU05183489",6005,3125,2880,1000,625,2065,1530,790,805,3280,3430,1980,565,895,"     1.8",0,0,0,1920
"BU05183536",160,80,80,5,0,15,60,85,15,30,120,95,25,10,"     1.3",0,0,0,115
"BU05183620",2855,1515,1340,620,285,915,700,335,420,1825,1425,800,155,475,"     1.9",0,0,0,610
"BU05183637",6210,3145,3060,1360,670,1800,1620,765,660,4165,3145,1630,435,1090,"     2.0",0,0,0,1385
"BU05183638",7020,3670,3350,1270,975,2355,1730,700,1705,3725,3600,1845,635,1125,"     2.0",0,0,0,1590
"BU05183639",4900,2540,2360,1105,585,1790,920,505,430,3260,2405,1240,380,790,"     2.0",0,0,0,1210
"BU05183721",5280,2770,2505,1060,880,1615,1325,405,905,3795,2170,865,365,945,"     2.4",0,0,0,580
"BU05183819",4610,2240,2365,595,1400,1350,885,385,780,2955,2870,1920,380,575,"     1.6",0,0,0,875
"BU05183822",6845,3495,3350,1020,1155,2780,1370,525,875,4530,3965,2485,615,870,"     1.7",0,0,0,1440
"BU05183823",4345,2150,2195,910,630,1255,1175,375,555,2870,1785,660,295,835,"     2.4",0,0,0,920
"BU05183824",7885,4170,3715,1305,1155,2885,1910,635,2655,3115,3885,1795,860,1240,"     2.0",0,0,0,2115
"BU05183825",11435,6015,5420,1800,1690,4470,2510,965,4200,4185,5970,2900,1440,1635,"     1.9",0,0,0,3050
"BU05183826",8390,4355,4030,1405,1435,2815,2000,735,1965,5125,4245,2265,730,1255,"     2.0",0,0,0,1300
"BU05183960",2735,2005,725,130,355,1510,690,55,290,1630,580,330,190,65,"     1.5",0,0,0,815
"BU05184001",2675,1305,1370,440,310,665,750,510,290,1105,1060,405,215,445,"     2.3",0,0,0,1280
"BU05184002",9155,4510,4640,2435,1155,2630,2185,755,860,3760,3220,710,610,1905,"     2.8",0,0,0,4535
"BU05184003",3460,1785,1670,570,535,610,1295,455,470,870,1260,215,395,660,"     2.7",0,0,0,2120
"BU05184004",4220,2040,2175,695,600,835,1455,635,400,1755,1655,410,490,760,"     2.5",0,0,0,2065
"BU05184005",3425,1745,1680,640,560,820,1175,230,305,1440,1215,240,275,705,"     2.8",0,0,0,1680
"BU05184106",175,90,85,35,15,25,60,40,15,15,80,40,20,30,"     2.1",0,0,0,145
"BU05184107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU05184110",250,185,65,50,60,120,15,5,5,200,150,115,10,35,"     1.7",0,0,0,45
"BU05184208",1995,1015,980,365,365,280,770,220,425,310,660,70,190,405,"     3.0",0,0,0,1260
"BU05184209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU05184211",1780,920,860,445,160,680,395,100,220,790,765,280,155,340,"     2.3",0,0,0,770
"BU05184212",7150,3560,3590,1475,1050,1810,2210,605,920,2545,2780,715,585,1490,"     2.6",0,0,0,3685
"BU05184213",5545,2765,2780,1015,820,1235,1865,610,745,1860,2120,545,505,1085,"     2.6",0,0,0,2940
"BU05184214",4780,2395,2380,960,680,1285,1460,390,585,1700,1825,460,420,955,"     2.6",0,0,0,2495
"BU05184215",5795,2850,2940,1370,960,1065,2090,310,685,1145,1910,270,360,1285,"     3.0",0,0,0,3965
"BU05184316",100,50,45,10,10,10,35,35,15,0,45,15,20,20,"     2.1",0,0,0,85
"BU05184317",40,15,20,5,5,10,15,5,0,5,15,5,5,10,"     2.7",0,0,0,35
"BU05184418",5420,2760,2655,1375,730,1485,1535,295,580,2005,1835,300,375,1165,"     2.9",0,0,0,2835
"BU05184419",4165,2110,2055,750,615,865,1440,500,430,1365,1555,325,430,810,"     2.7",0,0,0,2370
"BU05184420",8455,4180,4275,1485,1235,1665,2895,1180,910,2490,3130,675,825,1635,"     2.7",0,0,0,5055
"BU05184421",2745,1370,1375,850,255,850,650,140,295,1055,925,185,155,590,"     3.0",0,0,0,1395
