"ID";"WijkenEnBuurten";"SoortRegio_2";"Codering_3";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"WestersTotaal_17";"NietWestersTotaal_18";"HuishoudensTotaal_28";"Eenpersoonshuishoudens_29";"HuishoudensZonderKinderen_30";"HuishoudensMetKinderen_31";"GemiddeldeHuishoudensgrootte_32";"OpleidingsniveauLaag_64";"OpleidingsniveauMiddelbaar_65";"OpleidingsniveauHoog_66"
"5928";"BU05180701";"Buurt     ";"BU05180701";"    2980";"    1500";"    1475";"     415";"     245";"     905";"     865";"     550";"     435";"     300";"    1635";"     875";"     380";"     390";"     1.8";"       .";"       .";"       ."
"5929";"BU05180702";"Buurt     ";"BU05180702";"    4255";"    2065";"    2190";"     655";"     365";"    1210";"    1165";"     865";"     795";"     505";"    2205";"    1030";"     610";"     575";"     1.9";"       .";"       .";"       ."
"5930";"BU05180703";"Buurt     ";"BU05180703";"    5515";"    2705";"    2810";"     760";"     540";"    1740";"    1520";"     960";"    1300";"     690";"    3075";"    1620";"     750";"     715";"     1.8";"       .";"       .";"       ."
"5931";"BU05180704";"Buurt     ";"BU05180704";"    3970";"    1860";"    2110";"     625";"     405";"    1080";"    1010";"     850";"     905";"     555";"    2070";"    1040";"     475";"     565";"     1.9";"       .";"       .";"       ."
"5932";"BU05180772";"Buurt     ";"BU05180772";"    1640";"     765";"     875";"     205";"     160";"     415";"     410";"     460";"     355";"     185";"     880";"     465";"     205";"     215";"     1.8";"       .";"       .";"       ."
"5933";"WK051808  ";"Wijk      ";"WK051808  ";"    5785";"    2870";"    2915";"    1035";"     545";"    1550";"    1745";"     915";"     710";"     395";"    2830";"    1215";"     650";"     970";"     2.0";"       .";"       .";"       ."
"5934";"BU05180800";"Buurt     ";"BU05180800";"    5785";"    2870";"    2915";"    1035";"     545";"    1550";"    1745";"     915";"     710";"     395";"    2830";"    1215";"     650";"     970";"     2.0";"       .";"       .";"       ."
"5935";"WK051809  ";"Wijk      ";"WK051809  ";"   14215";"    6820";"    7395";"    2400";"    1565";"    3495";"    4070";"    2685";"    4365";"    1730";"    6815";"    2995";"    1715";"    2110";"     2.1";"       .";"       .";"       ."
"5936";"BU05180907";"Buurt     ";"BU05180907";"    9980";"    4815";"    5165";"    1695";"    1160";"    2385";"    2910";"    1830";"    3535";"    1235";"    4770";"    2145";"    1180";"    1450";"     2.1";"       .";"       .";"       ."
"5937";"BU05180908";"Buurt     ";"BU05180908";"    4235";"    2005";"    2225";"     705";"     405";"    1115";"    1160";"     855";"     825";"     495";"    2040";"     855";"     535";"     660";"     2.1";"       .";"       .";"       ."
"5938";"WK051810  ";"Wijk      ";"WK051810  ";"     665";"     335";"     330";"      85";"      40";"     115";"     180";"     250";"     230";"      70";"     350";"     145";"     145";"      65";"     1.9";"       .";"       .";"       ."
"5939";"BU05181041";"Buurt     ";"BU05181041";"     665";"     335";"     330";"      85";"      40";"     115";"     180";"     250";"     230";"      70";"     350";"     145";"     145";"      65";"     1.9";"       .";"       .";"       ."
"5940";"WK051811  ";"Wijk      ";"WK051811  ";"    8505";"    4185";"    4315";"    1270";"     815";"    2965";"    2245";"    1210";"    2735";"    1015";"    4540";"    2280";"    1185";"    1085";"     1.9";"       .";"       .";"       ."
"5941";"BU05181142";"Buurt     ";"BU05181142";"    2605";"    1240";"    1360";"     345";"     215";"     940";"     610";"     490";"     900";"     325";"    1480";"     775";"     410";"     300";"     1.8";"       .";"       .";"       ."
"5942";"BU05181143";"Buurt     ";"BU05181143";"    5900";"    2945";"    2955";"     925";"     600";"    2020";"    1635";"     720";"    1835";"     685";"    3060";"    1505";"     775";"     785";"     1.9";"       .";"       .";"       ."
"5943";"WK051812  ";"Wijk      ";"WK051812  ";"   14775";"    6825";"    7950";"    2355";"    1370";"    3810";"    4165";"    3080";"    3280";"    1565";"    7545";"    3475";"    1865";"    2215";"     1.9";"       .";"       .";"       ."
"5944";"BU05181250";"Buurt     ";"BU05181250";"    2300";"    1075";"    1225";"     340";"     230";"     365";"     745";"     615";"     410";"     135";"    1075";"     425";"     300";"     360";"     2.1";"       .";"       .";"       ."
"5945";"BU05181251";"Buurt     ";"BU05181251";"    6525";"    2985";"    3540";"    1085";"     550";"    1755";"    1830";"    1310";"    1370";"     720";"    3345";"    1545";"     800";"    1010";"     2.0";"       .";"       .";"       ."
"5946";"BU05181252";"Buurt     ";"BU05181252";"    5950";"    2765";"    3185";"     935";"     585";"    1685";"    1590";"    1155";"    1495";"     710";"    3120";"    1515";"     770";"     850";"     1.9";"       .";"       .";"       ."
"5947";"WK051813  ";"Wijk      ";"WK051813  ";"    5370";"    2615";"    2755";"    1155";"     670";"     715";"    1725";"    1110";"    1190";"     315";"    2040";"     470";"     620";"     960";"     2.6";"       .";"       .";"       ."
"5948";"BU05181309";"Buurt     ";"BU05181309";"    5370";"    2615";"    2755";"    1155";"     670";"     715";"    1725";"    1110";"    1190";"     315";"    2040";"     470";"     620";"     960";"     2.6";"       .";"       .";"       ."
"5949";"WK051814  ";"Wijk      ";"WK051814  ";"    4840";"    2120";"    2720";"     420";"     330";"     830";"    1405";"    1860";"     955";"     375";"    2815";"    1575";"     745";"     500";"     1.7";"       .";"       .";"       ."
"5950";"BU05181481";"Buurt     ";"BU05181481";"     370";"     175";"     195";"      30";"      45";"      50";"     150";"      95";"      75";"      25";"     200";"     100";"      60";"      50";"     1.8";"       .";"       .";"       ."
"5951";"BU05181492";"Buurt     ";"BU05181492";"    4470";"    1945";"    2525";"     390";"     285";"     775";"    1255";"    1765";"     880";"     345";"    2610";"    1475";"     690";"     455";"     1.7";"       .";"       .";"       ."
"5952";"WK051815  ";"Wijk      ";"WK051815  ";"    2650";"    1300";"    1345";"     260";"     260";"     375";"     865";"     890";"     475";"     275";"    1205";"     405";"     485";"     325";"     2.1";"       .";"       .";"       ."
"5953";"BU05181590";"Buurt     ";"BU05181590";"     955";"     480";"     475";"     100";"     110";"     180";"     365";"     205";"     170";"     145";"     345";"      80";"     155";"     120";"     2.3";"       .";"       .";"       ."
"5954";"BU05181591";"Buurt     ";"BU05181591";"    1690";"     820";"     870";"     160";"     150";"     200";"     500";"     685";"     305";"     130";"     855";"     325";"     330";"     210";"     2.0";"       .";"       .";"       ."
"5955";"WK051816  ";"Wijk      ";"WK051816  ";"    7260";"    3740";"    3520";"    1465";"     660";"    1875";"    2090";"    1175";"    1155";"    1190";"    2960";"    1015";"     760";"    1195";"     2.3";"       .";"       .";"       ."
"5956";"BU05181697";"Buurt     ";"BU05181697";"    7260";"    3740";"    3520";"    1465";"     660";"    1875";"    2090";"    1175";"    1155";"    1190";"    2960";"    1015";"     760";"    1195";"     2.3";"       .";"       .";"       ."
"5957";"WK051817  ";"Wijk      ";"WK051817  ";"   17920";"    8670";"    9245";"    2690";"    1785";"    4140";"    4915";"    4395";"    2350";"    3960";"    8415";"    3415";"    2245";"    2760";"     2.1";"       .";"       .";"       ."
"5958";"BU05181785";"Buurt     ";"BU05181785";"     110";"      85";"      20";"       0";"      30";"      40";"      35";"       5";"      10";"      60";"      55";"      50";"       5";"       5";"     1.1";"       .";"       .";"       ."
"5959";"BU05181786";"Buurt     ";"BU05181786";"   12770";"    6270";"    6500";"    2090";"    1355";"    2930";"    3585";"    2815";"    1635";"    3160";"    5575";"    1950";"    1535";"    2100";"     2.2";"       .";"       .";"       ."
"5960";"BU05181795";"Buurt     ";"BU05181795";"    5035";"    2315";"    2720";"     600";"     400";"    1170";"    1295";"    1575";"     705";"     740";"    2775";"    1420";"     705";"     660";"     1.8";"       .";"       .";"       ."
"5961";"WK051818  ";"Wijk      ";"WK051818  ";"   17505";"    8135";"    9370";"    2240";"    1330";"    3695";"    4510";"    5735";"    2765";"    3435";"    9395";"    4840";"    2355";"    2205";"     1.8";"       .";"       .";"       ."
"5962";"BU05181806";"Buurt     ";"BU05181806";"    2025";"     895";"    1125";"     255";"     155";"     360";"     570";"     680";"     305";"     465";"    1170";"     625";"     275";"     275";"     1.7";"       .";"       .";"       ."
"5963";"BU05181840";"Buurt     ";"BU05181840";"    7295";"    3515";"    3780";"    1320";"     700";"    1805";"    1940";"    1535";"    1035";"    1935";"    3425";"    1490";"     760";"    1185";"     2.1";"       .";"       .";"       ."
"5964";"BU05181882";"Buurt     ";"BU05181882";"    3235";"    1555";"    1680";"     300";"     220";"     760";"     775";"    1185";"     500";"     530";"    1735";"     960";"     450";"     335";"     1.6";"       .";"       .";"       ."
"5965";"BU05181893";"Buurt     ";"BU05181893";"    1840";"     820";"    1015";"     200";"     135";"     310";"     545";"     650";"     395";"     155";"    1035";"     520";"     305";"     215";"     1.8";"       .";"       .";"       ."
"5966";"BU05181894";"Buurt     ";"BU05181894";"    3105";"    1345";"    1760";"     160";"     125";"     460";"     675";"    1685";"     520";"     345";"    2025";"    1255";"     575";"     205";"     1.5";"       .";"       .";"       ."
"5967";"WK051819  ";"Wijk      ";"WK051819  ";"    9805";"    4635";"    5170";"    1735";"     950";"    2645";"    2765";"    1705";"    1745";"     910";"    4550";"    1725";"    1210";"    1625";"     2.1";"       .";"       .";"       ."
"5968";"BU05181953";"Buurt     ";"BU05181953";"    7195";"    3410";"    3780";"    1350";"     705";"    1900";"    2005";"    1235";"    1255";"     680";"    3210";"    1150";"     845";"    1220";"     2.2";"       .";"       .";"       ."
"5969";"BU05181983";"Buurt     ";"BU05181983";"    2610";"    1220";"    1385";"     385";"     245";"     745";"     760";"     470";"     485";"     230";"    1335";"     575";"     365";"     405";"     1.9";"       .";"       .";"       ."
"5970";"WK051820  ";"Wijk      ";"WK051820  ";"   18355";"    9050";"    9300";"    2685";"    2145";"    7050";"    4545";"    1925";"    4440";"    5005";"   10010";"    5340";"    2110";"    2570";"     1.8";"       .";"       .";"       ."
"5971";"BU05182054";"Buurt     ";"BU05182054";"    6815";"    3260";"    3550";"    1070";"     730";"    2565";"    1685";"     765";"    1540";"    1560";"    3780";"    2030";"     735";"    1025";"     1.8";"       .";"       .";"       ."
"5972";"BU05182055";"Buurt     ";"BU05182055";"   11535";"    5790";"    5745";"    1615";"    1415";"    4485";"    2865";"    1160";"    2900";"    3445";"    6230";"    3315";"    1375";"    1545";"     1.8";"       .";"       .";"       ."
"5973";"WK051821  ";"Wijk      ";"WK051821  ";"   13945";"    6925";"    7020";"    1940";"    1560";"    5705";"    3240";"    1500";"    3370";"    3920";"    7765";"    4305";"    1735";"    1735";"     1.8";"       .";"       .";"       ."
"5974";"BU05182110";"Buurt     ";"BU05182110";"    6350";"    3200";"    3150";"     840";"     755";"    2625";"    1450";"     685";"    1450";"    2335";"    3505";"    1940";"     790";"     780";"     1.8";"       .";"       .";"       ."
"5975";"BU05182144";"Buurt     ";"BU05182144";"    7595";"    3725";"    3870";"    1100";"     810";"    3080";"    1790";"     820";"    1920";"    1585";"    4260";"    2365";"     945";"     960";"     1.8";"       .";"       .";"       ."
"5976";"WK051822  ";"Wijk      ";"WK051822  ";"   12395";"    6300";"    6095";"    1470";"    1605";"    4850";"    3045";"    1425";"    3025";"    3335";"    6990";"    4260";"    1395";"    1340";"     1.7";"       .";"       .";"       ."
"5977";"BU05182245";"Buurt     ";"BU05182245";"   12395";"    6300";"    6095";"    1470";"    1605";"    4850";"    3045";"    1425";"    3025";"    3335";"    6990";"    4260";"    1395";"    1340";"     1.7";"       .";"       .";"       ."
"5978";"WK051823  ";"Wijk      ";"WK051823  ";"    1620";"     815";"     805";"     175";"     135";"     565";"     445";"     300";"     610";"     265";"    1000";"     615";"     235";"     160";"     1.6";"       .";"       .";"       ."
"5979";"BU05182347";"Buurt     ";"BU05182347";"    1620";"     815";"     805";"     175";"     135";"     565";"     445";"     300";"     610";"     265";"    1000";"     615";"     235";"     160";"     1.6";"       .";"       .";"       ."
"5980";"WK051824  ";"Wijk      ";"WK051824  ";"     475";"     235";"     235";"      25";"      30";"     140";"      90";"     195";"     145";"      95";"     285";"     190";"      70";"      30";"     1.5";"       .";"       .";"       ."
"5981";"BU05182449";"Buurt     ";"BU05182449";"     475";"     235";"     235";"      25";"      30";"     140";"      90";"     195";"     145";"      95";"     285";"     190";"      70";"      30";"     1.5";"       .";"       .";"       ."
"5982";"WK051825  ";"Wijk      ";"WK051825  ";"   15385";"    7360";"    8025";"    2340";"    1250";"    4830";"    3690";"    3275";"    3140";"    5280";"    8500";"    4720";"    1665";"    2125";"     1.8";"       .";"       .";"       ."
"5983";"BU05182561";"Buurt     ";"BU05182561";"    5255";"    2510";"    2740";"     855";"     445";"    1705";"    1235";"    1010";"     980";"    2110";"    2905";"    1645";"     515";"     755";"     1.8";"       .";"       .";"       ."
"5984";"BU05182567";"Buurt     ";"BU05182567";"    2730";"    1365";"    1365";"     440";"     195";"     970";"     635";"     500";"     550";"     940";"    1570";"     890";"     295";"     390";"     1.7";"       .";"       .";"       ."
"5985";"BU05182568";"Buurt     ";"BU05182568";"     810";"     410";"     395";"     140";"     115";"     115";"     250";"     195";"     225";"     110";"     320";"      90";"     105";"     130";"     2.5";"       .";"       .";"       ."
"5986";"BU05182569";"Buurt     ";"BU05182569";"    6585";"    3060";"    3520";"     910";"     500";"    2040";"    1570";"    1565";"    1380";"    2120";"    3700";"    2100";"     755";"     855";"     1.7";"       .";"       .";"       ."
"5987";"WK051826  ";"Wijk      ";"WK051826  ";"   17745";"    8665";"    9080";"    2400";"    2125";"    7125";"    3945";"    2155";"    4645";"    4500";"   10130";"    5485";"    2535";"    2115";"     1.7";"       .";"       .";"       ."
"5988";"BU05182664";"Buurt     ";"BU05182664";"    4060";"    1930";"    2130";"     535";"     890";"    1430";"     855";"     360";"     990";"    1935";"    2385";"    1455";"     430";"     505";"     1.7";"       .";"       .";"       ."
"5989";"BU05182665";"Buurt     ";"BU05182665";"    4560";"    2340";"    2215";"     745";"     510";"    1695";"    1055";"     555";"    1300";"    1025";"    2495";"    1360";"     570";"     570";"     1.8";"       .";"       .";"       ."
"5990";"BU05182666";"Buurt     ";"BU05182666";"    9120";"    4390";"    4730";"    1115";"     725";"    4000";"    2035";"    1245";"    2350";"    1540";"    5250";"    2670";"    1540";"    1040";"     1.7";"       .";"       .";"       ."
"5991";"WK051827  ";"Wijk      ";"WK051827  ";"   12380";"    6285";"    6095";"    1480";"    2875";"    4610";"    2360";"    1060";"    2650";"    6280";"    7910";"    5490";"    1195";"    1240";"     1.6";"       .";"       .";"       ."
"5992";"BU05182718";"Buurt     ";"BU05182718";"    7805";"    3855";"    3945";"     885";"    2210";"    2735";"    1355";"     620";"    1470";"    4415";"    5165";"    3775";"     645";"     755";"     1.5";"       .";"       .";"       ."
"5993";"BU05182762";"Buurt     ";"BU05182762";"     860";"     470";"     390";"      55";"     170";"     420";"     165";"      50";"     265";"     345";"     620";"     450";"     120";"      55";"     1.4";"       .";"       .";"       ."
"5994";"BU05182763";"Buurt     ";"BU05182763";"    3710";"    1955";"    1755";"     540";"     495";"    1460";"     835";"     385";"     915";"    1520";"    2125";"    1265";"     430";"     435";"     1.7";"       .";"       .";"       ."
"5995";"WK051828  ";"Wijk      ";"WK051828  ";"   20305";"   10410";"    9890";"    2045";"    2625";"    8165";"    4875";"    2600";"    4860";"    7190";"   12720";"    8065";"    2725";"    1935";"     1.6";"       .";"       .";"       ."
"5996";"BU05182811";"Buurt     ";"BU05182811";"    7540";"    3785";"    3755";"     830";"    1030";"    2790";"    1905";"     990";"    1710";"    2585";"    4650";"    2910";"     985";"     760";"     1.6";"       .";"       .";"       ."
"5997";"BU05182812";"Buurt     ";"BU05182812";"    2405";"    1285";"    1120";"     160";"     265";"    1125";"     510";"     345";"     810";"     470";"    1600";"    1090";"     380";"     140";"     1.5";"       .";"       .";"       ."
"5998";"BU05182813";"Buurt     ";"BU05182813";"    3205";"    1645";"    1560";"     390";"     290";"    1275";"     800";"     450";"     730";"    1355";"    1860";"    1025";"     475";"     365";"     1.7";"       .";"       .";"       ."
"5999";"BU05182814";"Buurt     ";"BU05182814";"    7145";"    3690";"    3455";"     660";"    1045";"    2970";"    1660";"     815";"    1605";"    2780";"    4600";"    3045";"     890";"     675";"     1.5";"       .";"       .";"       ."
"6000";"WK051829  ";"Wijk      ";"WK051829  ";"   31220";"   15580";"   15635";"    5970";"    4895";"    8620";"    8190";"    3545";"    2865";"   25585";"   13435";"    5895";"    2130";"    5420";"     2.3";"       .";"       .";"       ."
"6001";"BU05182915";"Buurt     ";"BU05182915";"   14325";"    7290";"    7030";"    2695";"    2265";"    4245";"    3665";"    1455";"    1735";"   11420";"    6260";"    2820";"     995";"    2450";"     2.3";"       .";"       .";"       ."
"6002";"BU05182916";"Buurt     ";"BU05182916";"    9875";"    4820";"    5050";"    1930";"    1490";"    2565";"    2635";"    1255";"     625";"    8110";"    4335";"    1960";"     700";"    1680";"     2.3";"       .";"       .";"       ."
"6003";"BU05182917";"Buurt     ";"BU05182917";"    7020";"    3465";"    3550";"    1345";"    1140";"    1810";"    1890";"     830";"     500";"    6050";"    2840";"    1115";"     440";"    1290";"     2.4";"       .";"       .";"       ."
"6004";"WK051830  ";"Wijk      ";"WK051830  ";"   16335";"    8405";"    7930";"    3200";"    2405";"    5080";"    4025";"    1630";"    3540";"   11655";"    7155";"    3320";"    1150";"    2695";"     2.3";"       .";"       .";"       ."
"6005";"BU05183032";"Buurt     ";"BU05183032";"    3910";"    1940";"    1970";"     695";"     555";"    1230";"     990";"     440";"     590";"    2985";"    1865";"     920";"     300";"     650";"     2.1";"       .";"       .";"       ."
"6006";"BU05183033";"Buurt     ";"BU05183033";"    5070";"    2570";"    2500";"    1080";"     660";"    1565";"    1140";"     625";"     905";"    3820";"    2110";"     915";"     375";"     830";"     2.4";"       .";"       .";"       ."
"6007";"BU05183034";"Buurt     ";"BU05183034";"    7355";"    3895";"    3460";"    1425";"    1185";"    2285";"    1895";"     570";"    2040";"    4850";"    3175";"    1485";"     480";"    1220";"     2.3";"       .";"       .";"       ."
"6008";"WK051831  ";"Wijk      ";"WK051831  ";"   18975";"    9850";"    9125";"    3285";"    2510";"    7230";"    4410";"    1545";"    6280";"    6770";"    9535";"    4515";"    2070";"    2955";"     2.0";"       .";"       .";"       ."
"6009";"BU05183130";"Buurt     ";"BU05183130";"    6165";"    3215";"    2950";"    1010";"     695";"    2285";"    1520";"     655";"    1775";"    1695";"    3155";"    1460";"     735";"     965";"     1.9";"       .";"       .";"       ."
"6010";"BU05183131";"Buurt     ";"BU05183131";"    4620";"    2375";"    2245";"     790";"     615";"    1855";"    1025";"     340";"    1455";"    1840";"    2360";"    1150";"     510";"     705";"     2.0";"       .";"       .";"       ."
"6011";"BU05183135";"Buurt     ";"BU05183135";"    8185";"    4255";"    3930";"    1490";"    1195";"    3090";"    1860";"     550";"    3045";"    3235";"    4015";"    1905";"     830";"    1285";"     2.0";"       .";"       .";"       ."
"6012";"WK051832  ";"Wijk      ";"WK051832  ";"   16070";"    7810";"    8255";"    2195";"    1930";"    5090";"    4060";"    2800";"    3170";"    3625";"    8550";"    4205";"    2040";"    2315";"     1.9";"       .";"       .";"       ."
"6013";"BU05183284";"Buurt     ";"BU05183284";"   16070";"    7810";"    8255";"    2195";"    1930";"    5090";"    4060";"    2800";"    3170";"    3625";"    8550";"    4205";"    2040";"    2315";"     1.9";"       .";"       .";"       ."
"6014";"WK051833  ";"Wijk      ";"WK051833  ";"   29185";"   14465";"   14715";"    6005";"    3440";"    8355";"    6890";"    4495";"    3880";"   17585";"   13550";"    6260";"    2335";"    4965";"     2.1";"       .";"       .";"       ."
"6015";"BU05183387";"Buurt     ";"BU05183387";"    8645";"    4330";"    4315";"    1850";"    1085";"    2550";"    2080";"    1085";"    1125";"    5605";"    3975";"    1845";"     620";"    1520";"     2.2";"       .";"       .";"       ."
"6016";"BU05183396";"Buurt     ";"BU05183396";"    7930";"    3985";"    3945";"    1630";"     905";"    2395";"    1945";"    1060";"    1095";"    4895";"    3740";"    1710";"     680";"    1360";"     2.1";"       .";"       .";"       ."
"6017";"BU05183398";"Buurt     ";"BU05183398";"   10935";"    5355";"    5575";"    2270";"    1295";"    3150";"    2445";"    1780";"    1450";"    6810";"    4965";"    2265";"     840";"    1865";"     2.2";"       .";"       .";"       ."
"6018";"BU05183399";"Buurt     ";"BU05183399";"    1670";"     790";"     880";"     260";"     155";"     265";"     420";"     570";"     205";"     265";"     860";"     450";"     200";"     220";"     1.9";"       .";"       .";"       ."
"6019";"WK051834  ";"Wijk      ";"WK051834  ";"   20265";"   10310";"    9955";"    3805";"    2125";"    6765";"    5010";"    2560";"    2955";"   11610";"   10395";"    5305";"    1820";"    3275";"     1.9";"       .";"       .";"       ."
"6020";"BU05183480";"Buurt     ";"BU05183480";"    6495";"    3330";"    3165";"    1240";"     690";"    2305";"    1605";"     655";"    1285";"    3765";"    3380";"    1755";"     575";"    1055";"     1.9";"       .";"       .";"       ."
"6021";"BU05183488";"Buurt     ";"BU05183488";"    7760";"    3855";"    3900";"    1565";"     810";"    2390";"    1875";"    1120";"     865";"    4560";"    3580";"    1575";"     685";"    1330";"     2.2";"       .";"       .";"       ."
"6022";"BU05183489";"Buurt     ";"BU05183489";"    6005";"    3125";"    2880";"    1000";"     625";"    2065";"    1530";"     790";"     805";"    3280";"    3430";"    1980";"     565";"     895";"     1.8";"       .";"       .";"       ."
"6023";"WK051835  ";"Wijk      ";"WK051835  ";"     160";"      80";"      80";"       5";"       0";"      15";"      60";"      85";"      15";"      30";"     120";"      95";"      25";"      10";"     1.3";"       .";"       .";"       ."
"6024";"BU05183536";"Buurt     ";"BU05183536";"     160";"      80";"      80";"       5";"       0";"      15";"      60";"      85";"      15";"      30";"     120";"      95";"      25";"      10";"     1.3";"       .";"       .";"       ."
"6025";"WK051836  ";"Wijk      ";"WK051836  ";"   20995";"   10875";"   10115";"    4350";"    2515";"    6860";"    4970";"    2305";"    3220";"   12980";"   10575";"    5510";"    1595";"    3480";"     2.0";"       .";"       .";"       ."
"6026";"BU05183620";"Buurt     ";"BU05183620";"    2855";"    1515";"    1340";"     620";"     285";"     915";"     700";"     335";"     420";"    1825";"    1425";"     800";"     155";"     475";"     1.9";"       .";"       .";"       ."
"6027";"BU05183637";"Buurt     ";"BU05183637";"    6210";"    3145";"    3060";"    1360";"     670";"    1800";"    1620";"     765";"     660";"    4165";"    3145";"    1630";"     435";"    1090";"     2.0";"       .";"       .";"       ."
"6028";"BU05183638";"Buurt     ";"BU05183638";"    7020";"    3670";"    3350";"    1270";"     975";"    2355";"    1730";"     700";"    1705";"    3725";"    3600";"    1845";"     635";"    1125";"     2.0";"       .";"       .";"       ."
"6029";"BU05183639";"Buurt     ";"BU05183639";"    4900";"    2540";"    2360";"    1105";"     585";"    1790";"     920";"     505";"     430";"    3260";"    2405";"    1240";"     380";"     790";"     2.0";"       .";"       .";"       ."
