"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"RegioS";"Perioden";"BevolkingOp1Januari_1";"GemiddeldeBevolking_2"
"9070071";"T001038";"15700";"T001019";"GM0344";"2019JJ00";"    3506";"  3541.5"
"9225996";"T001038";"15800";"T001019";"GM0344";"2019JJ00";"    3268";"  3496.0"
"9381921";"T001038";"15900";"T001019";"GM0344";"2019JJ00";"    3177";"  3247.5"
"9537846";"T001038";"16000";"T001019";"GM0344";"2019JJ00";"    3087";"  3159.5"
"9693771";"T001038";"16100";"T001019";"GM0344";"2019JJ00";"    2886";"  3067.0"
"9849696";"T001038";"16200";"T001019";"GM0344";"2019JJ00";"    2741";"  2859.0"
"10005621";"T001038";"16300";"T001019";"GM0344";"2019JJ00";"    2648";"  2720.0"
"10161546";"T001038";"16400";"T001019";"GM0344";"2019JJ00";"    2521";"  2624.5"
"10317471";"T001038";"16500";"T001019";"GM0344";"2019JJ00";"    2435";"  2501.0"
"10473396";"T001038";"16600";"T001019";"GM0344";"2019JJ00";"    2395";"  2412.5"
"10629321";"T001038";"16700";"T001019";"GM0344";"2019JJ00";"    2191";"  2371.5"
"10785246";"T001038";"16800";"T001019";"GM0344";"2019JJ00";"    2263";"  2167.5"
"10941171";"T001038";"16900";"T001019";"GM0344";"2019JJ00";"    2119";"  2234.0"
"11097096";"T001038";"17000";"T001019";"GM0344";"2019JJ00";"    2100";"  2088.5"
"11253021";"T001038";"17100";"T001019";"GM0344";"2019JJ00";"    2156";"  2079.5"
"11408946";"T001038";"17200";"T001019";"GM0344";"2019JJ00";"    2304";"  2135.5"
"11564871";"T001038";"17300";"T001019";"GM0344";"2019JJ00";"    1384";"  2267.5"
"11720796";"T001038";"17400";"T001019";"GM0344";"2019JJ00";"    1580";"  1362.0"
"11876721";"T001038";"17500";"T001019";"GM0344";"2019JJ00";"    1440";"  1559.0"
"12032646";"T001038";"17600";"T001019";"GM0344";"2019JJ00";"    1375";"  1415.5"
"12188571";"T001038";"17700";"T001019";"GM0344";"2019JJ00";"    1216";"  1349.5"
"12344496";"T001038";"17800";"T001019";"GM0344";"2019JJ00";"    1402";"  1198.0"
"12500421";"T001038";"17900";"T001019";"GM0344";"2019JJ00";"    1205";"  1361.0"
"12656346";"T001038";"18000";"T001019";"GM0344";"2019JJ00";"    1123";"  1172.0"
"12812271";"T001038";"18100";"T001019";"GM0344";"2019JJ00";"    1031";"  1083.0"
"12968196";"T001038";"18200";"T001019";"GM0344";"2019JJ00";"     952";"   996.0"
"13124121";"T001038";"18300";"T001019";"GM0344";"2019JJ00";"     866";"   925.0"
"13280046";"T001038";"18400";"T001019";"GM0344";"2019JJ00";"     728";"   829.5"
"13435971";"T001038";"18500";"T001019";"GM0344";"2019JJ00";"     677";"   700.0"
"13591896";"T001038";"18600";"T001019";"GM0344";"2019JJ00";"     647";"   646.0"
"13747821";"T001038";"18700";"T001019";"GM0344";"2019JJ00";"     542";"   614.0"
"13903746";"T001038";"18800";"T001019";"GM0344";"2019JJ00";"     507";"   510.0"
"14059671";"T001038";"18900";"T001019";"GM0344";"2019JJ00";"     381";"   470.5"
"14215596";"T001038";"19000";"T001019";"GM0344";"2019JJ00";"     344";"   354.5"
"14371521";"T001038";"19100";"T001019";"GM0344";"2019JJ00";"     274";"   320.5"
"14527446";"T001038";"19200";"T001019";"GM0344";"2019JJ00";"     253";"   250.0"
"14683371";"T001038";"19300";"T001019";"GM0344";"2019JJ00";"     190";"   225.5"
"14839296";"T001038";"19400";"T001019";"GM0344";"2019JJ00";"     166";"   164.0"
"14995221";"T001038";"22000";"T001019";"GM0344";"2019JJ00";"     341";"   429.0"
"15151146";"T001038";"19500";"T001019";"GM0344";"2019JJ00";"     102";"   143.5"
"15307071";"T001038";"19600";"T001019";"GM0344";"2019JJ00";"      85";"    89.0"
"15462996";"T001038";"19700";"T001019";"GM0344";"2019JJ00";"      62";"    72.5"
"15618921";"T001038";"19800";"T001019";"GM0344";"2019JJ00";"      38";"    52.5"
"15774846";"T001038";"19900";"T001019";"GM0344";"2019JJ00";"      28";"    29.0"
"15930771";"T001038";"19901";"T001019";"GM0344";"2019JJ00";"       9";"    21.0"
"16086696";"T001038";"19902";"T001019";"GM0344";"2019JJ00";"       7";"     8.5"
"16242621";"T001038";"19903";"T001019";"GM0344";"2019JJ00";"       5";"     5.0"
"16398546";"T001038";"19904";"T001019";"GM0344";"2019JJ00";"       1";"     4.0"
"16554471";"T001038";"19905";"T001019";"GM0344";"2019JJ00";"       1";"     1.0"
"16710396";"T001038";"22300";"T001019";"GM0344";"2019JJ00";"       3";"     3.0"
"16866321";"3000   ";"10000";"T001019";"GM0344";"2019JJ00";"  172857";"174126.0"
"17022246";"3000   ";"10010";"T001019";"GM0344";"2019JJ00";"    2466";"  1198.5"
"17178171";"3000   ";"10100";"T001019";"GM0344";"2019JJ00";"    2225";"  2425.0"
"17334096";"3000   ";"10200";"T001019";"GM0344";"2019JJ00";"    2200";"  2173.0"
"17490021";"3000   ";"10300";"T001019";"GM0344";"2019JJ00";"    2098";"  2157.5"
"17645946";"3000   ";"10400";"T001019";"GM0344";"2019JJ00";"    2090";"  2072.0"
"17801871";"3000   ";"10500";"T001019";"GM0344";"2019JJ00";"    2071";"  2070.5"
"17957796";"3000   ";"10600";"T001019";"GM0344";"2019JJ00";"    2129";"  2059.0"
"18113721";"3000   ";"10700";"T001019";"GM0344";"2019JJ00";"    2060";"  2113.5"
"18269646";"3000   ";"10800";"T001019";"GM0344";"2019JJ00";"    2027";"  2044.5"
"18425571";"3000   ";"10900";"T001019";"GM0344";"2019JJ00";"    1964";"  2017.0"
"18581496";"3000   ";"11000";"T001019";"GM0344";"2019JJ00";"    1932";"  1955.0"
"18737421";"3000   ";"11100";"T001019";"GM0344";"2019JJ00";"    1906";"  1936.0"
"18893346";"3000   ";"11200";"T001019";"GM0344";"2019JJ00";"    1869";"  1904.5"
"19049271";"3000   ";"11300";"T001019";"GM0344";"2019JJ00";"    1855";"  1871.5"
"19205196";"3000   ";"11400";"T001019";"GM0344";"2019JJ00";"    1731";"  1848.5"
"19361121";"3000   ";"11500";"T001019";"GM0344";"2019JJ00";"    1759";"  1734.5"
"19517046";"3000   ";"11600";"T001019";"GM0344";"2019JJ00";"    1667";"  1757.5"
"19672971";"3000   ";"11700";"T001019";"GM0344";"2019JJ00";"    1679";"  1684.0"
"19828896";"3000   ";"11800";"T001019";"GM0344";"2019JJ00";"    1699";"  1750.5"
"19984821";"3000   ";"11900";"T001019";"GM0344";"2019JJ00";"    1969";"  1834.0"
"20140746";"3000   ";"12000";"T001019";"GM0344";"2019JJ00";"    2356";"  2129.5"
"20296671";"3000   ";"12100";"T001019";"GM0344";"2019JJ00";"    2638";"  2525.0"
"20452596";"3000   ";"12200";"T001019";"GM0344";"2019JJ00";"    3100";"  2759.5"
"20608521";"3000   ";"12300";"T001019";"GM0344";"2019JJ00";"    3402";"  3218.0"
"20764446";"3000   ";"12400";"T001019";"GM0344";"2019JJ00";"    3700";"  3489.5"
"20920371";"3000   ";"12500";"T001019";"GM0344";"2019JJ00";"    4019";"  3791.0"
"21076296";"3000   ";"12600";"T001019";"GM0344";"2019JJ00";"    3999";"  4103.5"
"21232221";"3000   ";"12700";"T001019";"GM0344";"2019JJ00";"    4023";"  4100.5"
"21388146";"3000   ";"12800";"T001019";"GM0344";"2019JJ00";"    4041";"  4083.0"
"21544071";"3000   ";"12900";"T001019";"GM0344";"2019JJ00";"    3968";"  4090.0"
"21699996";"3000   ";"13000";"T001019";"GM0344";"2019JJ00";"    3890";"  3980.5"
"21855921";"3000   ";"13100";"T001019";"GM0344";"2019JJ00";"    3748";"  3882.0"
"22011846";"3000   ";"13200";"T001019";"GM0344";"2019JJ00";"    3484";"  3729.0"
"22167771";"3000   ";"13300";"T001019";"GM0344";"2019JJ00";"    3288";"  3462.0"
"22323696";"3000   ";"13400";"T001019";"GM0344";"2019JJ00";"    3134";"  3268.0"
"22479621";"3000   ";"13500";"T001019";"GM0344";"2019JJ00";"    2989";"  3121.0"
"22635546";"3000   ";"13600";"T001019";"GM0344";"2019JJ00";"    2848";"  2954.0"
"22791471";"3000   ";"13700";"T001019";"GM0344";"2019JJ00";"    2860";"  2816.0"
"22947396";"3000   ";"13800";"T001019";"GM0344";"2019JJ00";"    2811";"  2829.5"
"23103321";"3000   ";"13900";"T001019";"GM0344";"2019JJ00";"    2528";"  2785.5"
"23259246";"3000   ";"14000";"T001019";"GM0344";"2019JJ00";"    2567";"  2512.5"
"23415171";"3000   ";"14100";"T001019";"GM0344";"2019JJ00";"    2297";"  2544.0"
"23571096";"3000   ";"14200";"T001019";"GM0344";"2019JJ00";"    2349";"  2282.5"
"23727021";"3000   ";"14300";"T001019";"GM0344";"2019JJ00";"    2351";"  2339.0"
"23882946";"3000   ";"14400";"T001019";"GM0344";"2019JJ00";"    2349";"  2327.5"
"24038871";"3000   ";"14500";"T001019";"GM0344";"2019JJ00";"    2357";"  2335.0"
"24194796";"3000   ";"14600";"T001019";"GM0344";"2019JJ00";"    2482";"  2329.0"
"24350721";"3000   ";"14700";"T001019";"GM0344";"2019JJ00";"    2564";"  2468.0"
"24506646";"3000   ";"14800";"T001019";"GM0344";"2019JJ00";"    2478";"  2539.5"
"24662571";"3000   ";"14900";"T001019";"GM0344";"2019JJ00";"    2483";"  2457.5"
"24818496";"3000   ";"15000";"T001019";"GM0344";"2019JJ00";"    2196";"  2468.5"
"24974421";"3000   ";"15100";"T001019";"GM0344";"2019JJ00";"    2090";"  2193.5"
"25130346";"3000   ";"15200";"T001019";"GM0344";"2019JJ00";"    2078";"  2080.0"
"25286271";"3000   ";"15300";"T001019";"GM0344";"2019JJ00";"    1981";"  2077.0"
"25442196";"3000   ";"15400";"T001019";"GM0344";"2019JJ00";"    1943";"  1971.0"
"25598121";"3000   ";"15500";"T001019";"GM0344";"2019JJ00";"    1886";"  1934.0"
"25754046";"3000   ";"15600";"T001019";"GM0344";"2019JJ00";"    1807";"  1876.5"
"25909971";"3000   ";"15700";"T001019";"GM0344";"2019JJ00";"    1818";"  1800.5"
"26065896";"3000   ";"15800";"T001019";"GM0344";"2019JJ00";"    1646";"  1809.5"
"26221821";"3000   ";"15900";"T001019";"GM0344";"2019JJ00";"    1568";"  1636.0"
"26377746";"3000   ";"16000";"T001019";"GM0344";"2019JJ00";"    1566";"  1553.5"
"26533671";"3000   ";"16100";"T001019";"GM0344";"2019JJ00";"    1460";"  1559.5"
"26689596";"3000   ";"16200";"T001019";"GM0344";"2019JJ00";"    1360";"  1450.5"
"26845521";"3000   ";"16300";"T001019";"GM0344";"2019JJ00";"    1303";"  1348.0"
"27001446";"3000   ";"16400";"T001019";"GM0344";"2019JJ00";"    1247";"  1290.5"
"27157371";"3000   ";"16500";"T001019";"GM0344";"2019JJ00";"    1171";"  1236.0"
"27313296";"3000   ";"16600";"T001019";"GM0344";"2019JJ00";"    1166";"  1160.5"
"27469221";"3000   ";"16700";"T001019";"GM0344";"2019JJ00";"    1080";"  1149.0"
"27625146";"3000   ";"16800";"T001019";"GM0344";"2019JJ00";"    1124";"  1066.0"
"27781071";"3000   ";"16900";"T001019";"GM0344";"2019JJ00";"    1057";"  1106.5"
"27936996";"3000   ";"17000";"T001019";"GM0344";"2019JJ00";"     985";"  1041.0"
"28092921";"3000   ";"17100";"T001019";"GM0344";"2019JJ00";"    1058";"   970.0"
"28248846";"3000   ";"17200";"T001019";"GM0344";"2019JJ00";"    1052";"  1047.5"
"28404771";"3000   ";"17300";"T001019";"GM0344";"2019JJ00";"     634";"  1029.5"
"28560696";"3000   ";"17400";"T001019";"GM0344";"2019JJ00";"     699";"   619.5"
"28716621";"3000   ";"17500";"T001019";"GM0344";"2019JJ00";"     645";"   688.0"
"28872546";"3000   ";"17600";"T001019";"GM0344";"2019JJ00";"     619";"   628.5"
"29028471";"3000   ";"17700";"T001019";"GM0344";"2019JJ00";"     565";"   604.0"
"29184396";"3000   ";"17800";"T001019";"GM0344";"2019JJ00";"     662";"   556.0"
"29340321";"3000   ";"17900";"T001019";"GM0344";"2019JJ00";"     522";"   639.5"
"29496246";"3000   ";"18000";"T001019";"GM0344";"2019JJ00";"     514";"   502.0"
"29652171";"3000   ";"18100";"T001019";"GM0344";"2019JJ00";"     433";"   494.0"
"29808096";"3000   ";"18200";"T001019";"GM0344";"2019JJ00";"     391";"   417.0"
"29964021";"3000   ";"18300";"T001019";"GM0344";"2019JJ00";"     371";"   376.0"
"30119946";"3000   ";"18400";"T001019";"GM0344";"2019JJ00";"     296";"   353.0"
"30275871";"3000   ";"18500";"T001019";"GM0344";"2019JJ00";"     260";"   279.0"
"30431796";"3000   ";"18600";"T001019";"GM0344";"2019JJ00";"     234";"   246.5"
"30587721";"3000   ";"18700";"T001019";"GM0344";"2019JJ00";"     183";"   221.0"
"30743646";"3000   ";"18800";"T001019";"GM0344";"2019JJ00";"     170";"   167.5"
"30899571";"3000   ";"18900";"T001019";"GM0344";"2019JJ00";"     113";"   156.0"
"31055496";"3000   ";"19000";"T001019";"GM0344";"2019JJ00";"     103";"   108.0"
"31211421";"3000   ";"19100";"T001019";"GM0344";"2019JJ00";"      76";"    93.0"
"31367346";"3000   ";"19200";"T001019";"GM0344";"2019JJ00";"      67";"    70.5"
"31523271";"3000   ";"19300";"T001019";"GM0344";"2019JJ00";"      59";"    58.0"
"31679196";"3000   ";"19400";"T001019";"GM0344";"2019JJ00";"      41";"    50.5"
"31835121";"3000   ";"22000";"T001019";"GM0344";"2019JJ00";"      59";"    86.0"
"31991046";"3000   ";"19500";"T001019";"GM0344";"2019JJ00";"      26";"    36.0"
"32146971";"3000   ";"19600";"T001019";"GM0344";"2019JJ00";"      17";"    22.5"
"32302896";"3000   ";"19700";"T001019";"GM0344";"2019JJ00";"       3";"    16.0"
"32458821";"3000   ";"19800";"T001019";"GM0344";"2019JJ00";"       7";"     3.0"
"32614746";"3000   ";"19900";"T001019";"GM0344";"2019JJ00";"       4";"     4.5"
"32770671";"3000   ";"19901";"T001019";"GM0344";"2019JJ00";"       0";"     2.5"
"32926596";"3000   ";"19902";"T001019";"GM0344";"2019JJ00";"       0";"     0.0"
"33082521";"3000   ";"19903";"T001019";"GM0344";"2019JJ00";"       2";"     0.0"
"33238446";"3000   ";"19904";"T001019";"GM0344";"2019JJ00";"       0";"     1.5"
"33394371";"3000   ";"19905";"T001019";"GM0344";"2019JJ00";"       0";"     0.0"
"33550296";"3000   ";"22300";"T001019";"GM0344";"2019JJ00";"       0";"     0.0"
"33706221";"4000   ";"10000";"T001019";"GM0344";"2019JJ00";"  180009";"181105.5"
"33862146";"4000   ";"10010";"T001019";"GM0344";"2019JJ00";"    2282";"  1147.5"
"34018071";"4000   ";"10100";"T001019";"GM0344";"2019JJ00";"    2272";"  2231.0"
"34173996";"4000   ";"10200";"T001019";"GM0344";"2019JJ00";"    2132";"  2234.0"
"34329921";"4000   ";"10300";"T001019";"GM0344";"2019JJ00";"    2062";"  2105.0"
"34485846";"4000   ";"10400";"T001019";"GM0344";"2019JJ00";"    2081";"  2036.0"
"34641771";"4000   ";"10500";"T001019";"GM0344";"2019JJ00";"    1968";"  2068.0"
"34797696";"4000   ";"10600";"T001019";"GM0344";"2019JJ00";"    1937";"  1948.0"
"34953621";"4000   ";"10700";"T001019";"GM0344";"2019JJ00";"    1894";"  1917.5"
"35109546";"4000   ";"10800";"T001019";"GM0344";"2019JJ00";"    2025";"  1881.5"
"35265471";"4000   ";"10900";"T001019";"GM0344";"2019JJ00";"    1976";"  2020.5"
"35421396";"4000   ";"11000";"T001019";"GM0344";"2019JJ00";"    1896";"  1970.0"
"35577321";"4000   ";"11100";"T001019";"GM0344";"2019JJ00";"    1850";"  1895.0"
"35733246";"4000   ";"11200";"T001019";"GM0344";"2019JJ00";"    1744";"  1849.0"
"35889171";"4000   ";"11300";"T001019";"GM0344";"2019JJ00";"    1697";"  1744.5"
"36045096";"4000   ";"11400";"T001019";"GM0344";"2019JJ00";"    1622";"  1699.0"
"36201021";"4000   ";"11500";"T001019";"GM0344";"2019JJ00";"    1690";"  1630.0"
"36356946";"4000   ";"11600";"T001019";"GM0344";"2019JJ00";"    1574";"  1693.0"
"36512871";"4000   ";"11700";"T001019";"GM0344";"2019JJ00";"    1538";"  1581.5"
"36668796";"4000   ";"11800";"T001019";"GM0344";"2019JJ00";"    1945";"  1697.5"
"36824721";"4000   ";"11900";"T001019";"GM0344";"2019JJ00";"    2374";"  2219.0"
"36980646";"4000   ";"12000";"T001019";"GM0344";"2019JJ00";"    3271";"  2699.0"
"37136571";"4000   ";"12100";"T001019";"GM0344";"2019JJ00";"    3841";"  3438.0"
"37292496";"4000   ";"12200";"T001019";"GM0344";"2019JJ00";"    4269";"  3952.5"
"37448421";"4000   ";"12300";"T001019";"GM0344";"2019JJ00";"    4521";"  4331.5"
"37604346";"4000   ";"12400";"T001019";"GM0344";"2019JJ00";"    4789";"  4543.5"
"37760271";"4000   ";"12500";"T001019";"GM0344";"2019JJ00";"    4744";"  4799.5"
"37916196";"4000   ";"12600";"T001019";"GM0344";"2019JJ00";"    4585";"  4777.5"
"38072121";"4000   ";"12700";"T001019";"GM0344";"2019JJ00";"    4454";"  4598.5"
"38228046";"4000   ";"12800";"T001019";"GM0344";"2019JJ00";"    4291";"  4437.5"
"38383971";"4000   ";"12900";"T001019";"GM0344";"2019JJ00";"    4010";"  4279.5"
"38539896";"4000   ";"13000";"T001019";"GM0344";"2019JJ00";"    3796";"  3997.5"
"38695821";"4000   ";"13100";"T001019";"GM0344";"2019JJ00";"    3660";"  3778.5"
"38851746";"4000   ";"13200";"T001019";"GM0344";"2019JJ00";"    3435";"  3618.5"
"39007671";"4000   ";"13300";"T001019";"GM0344";"2019JJ00";"    3263";"  3393.5"
"39163596";"4000   ";"13400";"T001019";"GM0344";"2019JJ00";"    3062";"  3219.5"
"39319521";"4000   ";"13500";"T001019";"GM0344";"2019JJ00";"    2969";"  3022.0"
"39475446";"4000   ";"13600";"T001019";"GM0344";"2019JJ00";"    2840";"  2951.0"
"39631371";"4000   ";"13700";"T001019";"GM0344";"2019JJ00";"    2690";"  2795.5"
"39787296";"4000   ";"13800";"T001019";"GM0344";"2019JJ00";"    2604";"  2663.5"
"39943221";"4000   ";"13900";"T001019";"GM0344";"2019JJ00";"    2484";"  2580.0"
"40099146";"4000   ";"14000";"T001019";"GM0344";"2019JJ00";"    2371";"  2449.5"
"40255071";"4000   ";"14100";"T001019";"GM0344";"2019JJ00";"    2351";"  2366.0"
"40410996";"4000   ";"14200";"T001019";"GM0344";"2019JJ00";"    2268";"  2350.0"
"40566921";"4000   ";"14300";"T001019";"GM0344";"2019JJ00";"    2248";"  2246.5"
"40722846";"4000   ";"14400";"T001019";"GM0344";"2019JJ00";"    2199";"  2236.5"
"40878771";"4000   ";"14500";"T001019";"GM0344";"2019JJ00";"    2233";"  2191.5"
"41034696";"4000   ";"14600";"T001019";"GM0344";"2019JJ00";"    2303";"  2223.0"
"41190621";"4000   ";"14700";"T001019";"GM0344";"2019JJ00";"    2272";"  2292.5"
"41346546";"4000   ";"14800";"T001019";"GM0344";"2019JJ00";"    2326";"  2266.0"
"41502471";"4000   ";"14900";"T001019";"GM0344";"2019JJ00";"    2274";"  2312.5"
"41658396";"4000   ";"15000";"T001019";"GM0344";"2019JJ00";"    2071";"  2268.5"
"41814321";"4000   ";"15100";"T001019";"GM0344";"2019JJ00";"    1842";"  2073.5"
"41970246";"4000   ";"15200";"T001019";"GM0344";"2019JJ00";"    1891";"  1840.5"
"42126171";"4000   ";"15300";"T001019";"GM0344";"2019JJ00";"    1781";"  1889.5"
"42282096";"4000   ";"15400";"T001019";"GM0344";"2019JJ00";"    1823";"  1780.5"
"42438021";"4000   ";"15500";"T001019";"GM0344";"2019JJ00";"    1826";"  1817.0"
"42593946";"4000   ";"15600";"T001019";"GM0344";"2019JJ00";"    1749";"  1818.5"
"42749871";"4000   ";"15700";"T001019";"GM0344";"2019JJ00";"    1688";"  1741.0"
"42905796";"4000   ";"15800";"T001019";"GM0344";"2019JJ00";"    1622";"  1686.5"
"43061721";"4000   ";"15900";"T001019";"GM0344";"2019JJ00";"    1609";"  1611.5"
"43217646";"4000   ";"16000";"T001019";"GM0344";"2019JJ00";"    1521";"  1606.0"
"43373571";"4000   ";"16100";"T001019";"GM0344";"2019JJ00";"    1426";"  1507.5"
"43529496";"4000   ";"16200";"T001019";"GM0344";"2019JJ00";"    1381";"  1408.5"
"43685421";"4000   ";"16300";"T001019";"GM0344";"2019JJ00";"    1345";"  1372.0"
"43841346";"4000   ";"16400";"T001019";"GM0344";"2019JJ00";"    1274";"  1334.0"
"43997271";"4000   ";"16500";"T001019";"GM0344";"2019JJ00";"    1264";"  1265.0"
"44153196";"4000   ";"16600";"T001019";"GM0344";"2019JJ00";"    1229";"  1252.0"
"44309121";"4000   ";"16700";"T001019";"GM0344";"2019JJ00";"    1111";"  1222.5"
"44465046";"4000   ";"16800";"T001019";"GM0344";"2019JJ00";"    1139";"  1101.5"
"44620971";"4000   ";"16900";"T001019";"GM0344";"2019JJ00";"    1062";"  1127.5"
"44776896";"4000   ";"17000";"T001019";"GM0344";"2019JJ00";"    1115";"  1047.5"
"44932821";"4000   ";"17100";"T001019";"GM0344";"2019JJ00";"    1098";"  1109.5"
"45088746";"4000   ";"17200";"T001019";"GM0344";"2019JJ00";"    1252";"  1088.0"
"45244671";"4000   ";"17300";"T001019";"GM0344";"2019JJ00";"     750";"  1238.0"
"45400596";"4000   ";"17400";"T001019";"GM0344";"2019JJ00";"     881";"   742.5"
"45556521";"4000   ";"17500";"T001019";"GM0344";"2019JJ00";"     795";"   871.0"
"45712446";"4000   ";"17600";"T001019";"GM0344";"2019JJ00";"     756";"   787.0"
"45868371";"4000   ";"17700";"T001019";"GM0344";"2019JJ00";"     651";"   745.5"
"46024296";"4000   ";"17800";"T001019";"GM0344";"2019JJ00";"     740";"   642.0"
"46180221";"4000   ";"17900";"T001019";"GM0344";"2019JJ00";"     683";"   721.5"
"46336146";"4000   ";"18000";"T001019";"GM0344";"2019JJ00";"     609";"   670.0"
"46492071";"4000   ";"18100";"T001019";"GM0344";"2019JJ00";"     598";"   589.0"
"46647996";"4000   ";"18200";"T001019";"GM0344";"2019JJ00";"     561";"   579.0"
