"neighb_code","tot_pop","gender_male","gender_female","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","migration_west","migration_non_west","hh_total","hh_single","hh_no_children","hh_with_children","hh_avg_size","education_absolved_low","education_absolved_middle","education_absolved_high","migration_Dutch"
"BU03630506",170,85,80,15,10,70,55,30,35,40,125,95,20,10,"     1.3",0,0,0,95
"BU03630600",2720,1345,1370,205,255,1095,750,425,755,390,1860,1230,405,220,"     1.5",0,0,0,1575
"BU03630602",2965,1460,1505,270,325,1105,785,490,945,395,1885,1170,440,275,"     1.6",0,0,0,1625
"BU03630603",1485,740,745,130,145,545,410,260,365,335,960,590,225,140,"     1.5",0,0,0,785
"BU03630604",930,530,400,55,125,475,210,80,265,245,725,575,105,45,"     1.3",0,0,0,420
"BU03630605",200,110,90,15,20,125,35,15,60,45,125,70,40,15,"     1.6",0,0,0,95
"BU03630606",4285,2195,2090,330,430,1610,1170,765,1270,660,2815,1825,630,360,"     1.5",0,0,0,2355
"BU03630607",870,455,410,55,85,325,245,175,250,125,615,430,130,50,"     1.4",0,0,0,495
"BU03630608",250,120,130,5,55,150,35,15,85,55,165,95,65,5,"     1.5",0,0,0,110
"BU03630609",670,350,315,35,40,270,145,195,190,115,490,370,90,25,"     1.3",0,0,0,365
"BU03630610",2080,1055,1020,175,240,655,645,370,535,225,1315,810,295,210,"     1.6",0,0,0,1320
"BU03630611",2935,1460,1470,225,285,920,960,555,775,395,1950,1295,380,275,"     1.5",0,0,0,1765
"BU03630700",265,150,110,15,45,145,55,20,100,55,195,135,45,10,"     1.4",0,0,0,110
"BU03630701",125,65,55,5,30,55,30,15,50,30,90,70,15,5,"     1.4",0,0,0,45
"BU03630702",1030,535,495,50,230,535,165,65,390,210,705,440,210,50,"     1.5",0,0,0,430
"BU03630703",285,150,130,35,35,100,80,45,85,60,185,125,30,25,"     1.5",0,0,0,140
"BU03630704",2400,1175,1220,265,220,1090,545,290,790,295,1465,850,390,220,"     1.6",0,0,0,1315
"BU03630705",1065,570,495,115,130,385,255,195,310,125,605,340,145,120,"     1.8",0,0,0,630
"BU03630706",1210,625,580,90,140,440,335,215,375,140,770,465,200,105,"     1.6",0,0,0,695
"BU03630707",930,480,445,85,80,350,275,150,280,125,570,335,150,85,"     1.6",0,0,0,525
"BU03630800",3130,1595,1530,195,475,1150,710,610,920,480,2050,1365,485,200,"     1.5",0,0,0,1730
"BU03630801",2155,1145,1010,195,280,880,595,220,570,480,1195,740,275,175,"     1.6",0,0,0,1105
"BU03630803",1855,935,920,195,260,580,505,335,525,225,1095,645,260,185,"     1.6",0,0,0,1105
"BU03630804",395,205,190,60,40,175,95,40,100,45,235,140,55,40,"     1.7",0,0,0,250
"BU03630900",80,45,30,10,5,25,35,15,10,20,35,15,5,10,"     1.8",0,0,0,50
"BU03630901",1685,785,900,160,350,460,355,375,315,415,1035,645,195,190,"     1.6",0,0,0,955
"BU03630902",2630,1465,1165,230,185,950,900,380,460,995,1355,815,260,275,"     1.6",0,0,0,1175
"BU03630903",1775,900,875,190,190,645,520,245,330,615,1040,620,205,215,"     1.7",0,0,0,830
"BU03630904",2360,1175,1180,245,270,1065,545,245,530,705,1460,895,310,255,"     1.6",0,0,0,1125
"BU03630905",1295,650,645,265,170,315,430,130,280,280,620,270,135,205,"     2.1",0,0,0,735
"BU03630907",935,445,490,60,110,300,260,220,190,195,620,405,125,85,"     1.5",0,0,0,550
"BU03630908",2935,1490,1440,255,310,825,930,625,680,475,1885,1180,420,280,"     1.6",0,0,0,1780
"BU03631000",95,50,40,5,50,35,10,5,45,25,85,80,0,0,"     1.1",0,0,0,25
"BU03631001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03631002",0,0,0,0,0,0,0,5,0,0,0,0,0,0,"     1.0",0,0,0,0
"BU03631003",30,15,10,5,5,20,5,10,0,5,15,10,0,5,"     1.7",0,0,0,25
"BU03631004",0,0,0,0,0,5,0,0,0,0,0,0,0,0,"     1.0",0,0,0,0
"BU03631005",0,0,0,0,0,0,5,0,0,0,0,0,0,0,"     1.0",0,0,0,0
"BU03631006",5,0,0,0,5,5,5,5,0,0,0,0,0,0,"     2.0",0,0,0,5
"BU03631007",5,0,0,5,0,5,5,5,5,5,0,0,0,0,"     1.8",0,0,0,-5
"BU03631100",10,5,0,0,5,10,5,0,5,5,5,5,0,0,"     1.1",0,0,0,0
"BU03631102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03631103",120,95,25,5,55,40,25,5,30,55,105,95,5,0,"     1.1",0,0,0,35
"BU03631104",25,15,10,5,5,10,10,10,5,0,10,5,0,0,"     2.2",0,0,0,20
"BU03631105",695,410,285,5,250,425,25,5,250,290,615,535,75,0,"     1.1",0,0,0,155
"BU03631107",0,0,0,0,0,5,0,0,0,0,0,0,0,0,"     1.0",0,0,0,0
"BU03631109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03631200",3035,1555,1475,685,150,1275,700,230,650,425,1365,485,385,485,"     2.2",0,0,0,1960
"BU03631201",650,355,295,55,40,160,270,135,170,75,395,215,120,55,"     1.6",0,0,0,405
"BU03631300",1995,975,1015,300,185,760,530,230,420,710,1060,590,230,235,"     1.7",0,0,0,865
"BU03631301",2700,1355,1345,325,225,950,850,365,480,975,1675,1040,290,340,"     1.6",0,0,0,1245
"BU03631302",1030,480,550,125,90,400,280,150,215,280,620,360,140,115,"     1.7",0,0,0,535
"BU03631303",1705,855,850,205,110,665,365,375,365,415,960,590,195,170,"     1.6",0,0,0,925
"BU03631304",1260,645,615,165,115,545,330,115,255,405,765,475,135,150,"     1.6",0,0,0,600
"BU03631305",1950,960,985,250,150,830,535,195,355,695,1115,610,235,265,"     1.7",0,0,0,900
"BU03631306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03631307",5,0,0,0,5,0,5,5,0,0,0,0,0,0,"     1.3",0,0,0,5
"BU03631400",1370,685,685,170,135,560,355,165,340,360,825,475,195,150,"     1.7",0,0,0,670
"BU03631401",845,420,420,75,90,220,295,175,190,240,555,370,95,90,"     1.5",0,0,0,415
"BU03631402",1215,590,620,100,100,380,340,310,245,420,760,455,165,135,"     1.6",0,0,0,550
"BU03631403",3675,1835,1840,400,305,1680,1020,280,995,1005,2310,1420,475,410,"     1.6",0,0,0,1675
"BU03631404",2765,1370,1395,285,260,1400,690,140,765,685,1740,1075,370,285,"     1.6",0,0,0,1315
"BU03631405",3025,1510,1515,370,280,1195,880,315,700,675,1680,850,445,380,"     1.8",0,0,0,1650
"BU03631500",1270,595,670,170,185,275,505,145,245,305,610,255,125,230,"     2.1",0,0,0,720
"BU03631501",15,5,5,5,0,10,5,5,5,0,5,0,0,0,"     2.0",0,0,0,10
"BU03631502",60,30,30,10,10,15,30,5,10,5,30,10,5,10,"     2.1",0,0,0,45
"BU03631503",1065,515,545,105,90,450,260,170,235,335,620,365,135,115,"     1.7",0,0,0,495
"BU03631600",3850,1845,2000,380,365,1775,895,450,1080,765,2360,1360,610,380,"     1.6",0,0,0,2005
"BU03631601",3300,1765,1530,300,255,1635,780,340,855,845,2090,1365,455,265,"     1.5",0,0,0,1600
"BU03631602",1115,565,550,100,95,340,375,220,245,255,680,380,175,125,"     1.6",0,0,0,615
"BU03631700",4645,2320,2325,440,405,2125,1095,600,1355,745,2890,1675,785,430,"     1.6",0,0,0,2545
"BU03631800",2720,1450,1270,285,245,1240,705,260,595,720,1445,815,375,250,"     1.7",0,0,0,1405
"BU03631801",4015,1990,2020,440,385,2060,825,315,1050,955,2445,1450,630,365,"     1.6",0,0,0,2010
"BU03631900",2240,1145,1095,180,250,1170,465,185,670,450,1490,955,350,180,"     1.5",0,0,0,1120
"BU03631901",2855,1340,1515,285,255,875,790,665,510,1235,1760,1140,300,320,"     1.6",0,0,0,1110
"BU03631902",1855,945,905,165,155,865,490,195,430,570,1230,795,255,170,"     1.5",0,0,0,855
"BU03632000",2540,1215,1320,300,305,1120,575,255,770,325,1455,750,435,265,"     1.7",0,0,0,1445
"BU03632001",2605,1315,1285,260,250,875,755,475,615,510,1655,1055,320,275,"     1.6",0,0,0,1480
"BU03632002",2305,1130,1175,265,255,1085,550,165,645,295,1395,805,350,240,"     1.7",0,0,0,1365
"BU03632100",5695,2785,2905,565,515,2940,1215,470,1770,855,3540,2060,920,560,"     1.6",0,0,0,3070
"BU03632101",2220,1045,1175,250,240,945,505,300,620,310,1255,705,320,230,"     1.7",0,0,0,1290
"BU03632200",860,465,395,90,95,295,245,145,300,135,500,280,130,85,"     1.7",0,0,0,425
"BU03632201",910,445,460,105,110,255,250,200,245,160,465,250,110,105,"     1.8",0,0,0,505
"BU03632300",435,240,195,65,20,285,60,20,110,130,235,105,80,45,"     1.8",0,0,0,195
"BU03632301",0,0,0,0,0,0,5,0,0,0,0,0,0,0,"     1.0",0,0,0,0
"BU03632302",115,65,50,20,15,60,20,10,30,55,85,65,5,5,"     1.4",0,0,0,30
"BU03632303",2425,1330,1095,305,165,1420,420,125,775,800,1410,715,420,270,"     1.7",0,0,0,850
"BU03632304",945,455,490,40,435,425,50,5,295,295,835,765,40,30,"     1.1",0,0,0,355
"BU03632400",2585,1315,1265,275,310,1185,610,220,750,405,1595,940,400,255,"     1.6",0,0,0,1430
"BU03632401",1910,995,915,150,210,885,445,230,535,480,1285,840,285,160,"     1.5",0,0,0,895
"BU03632402",2610,1300,1310,225,265,1300,595,240,850,460,1725,1095,395,225,"     1.5",0,0,0,1300
"BU03632403",2570,1255,1315,195,315,1290,525,255,690,655,1740,1130,405,200,"     1.5",0,0,0,1225
"BU03632404",4945,2495,2445,340,660,2455,1015,485,1415,980,3300,2105,835,355,"     1.5",0,0,0,2550
"BU03632500",2620,1205,1415,185,290,1180,550,425,645,630,1780,1170,405,200,"     1.5",0,0,0,1345
"BU03632501",3890,1935,1955,350,345,2000,840,365,1155,780,2490,1490,650,345,"     1.6",0,0,0,1955
"BU03632502",2340,1135,1205,225,260,1015,580,270,630,625,1425,830,330,255,"     1.6",0,0,0,1085
"BU03632503",3515,1670,1840,325,340,1715,730,420,955,710,2200,1310,565,325,"     1.6",0,0,0,1850
"BU03632600",3085,1495,1585,390,350,1035,815,510,565,1195,1775,1015,335,420,"     1.7",0,0,0,1325
"BU03632601",2780,1305,1475,295,290,1005,740,460,535,935,1625,895,375,355,"     1.7",0,0,0,1310
"BU03632602",2210,1040,1165,265,190,760,595,410,420,745,1330,790,260,275,"     1.7",0,0,0,1045
"BU03632700",1975,1025,945,225,190,975,440,155,545,295,1190,680,310,195,"     1.7",0,0,0,1135
"BU03632701",3265,1625,1635,390,255,1570,680,385,785,635,1900,1020,540,340,"     1.7",0,0,0,1845
"BU03632702",670,330,340,40,435,150,50,10,345,260,570,515,20,35,"     1.2",0,0,0,65
"BU03632800",3665,1800,1865,305,365,1710,840,460,795,1230,2345,1480,510,350,"     1.6",0,0,0,1640
"BU03632801",115,55,55,5,10,60,40,15,25,25,100,85,5,5,"     1.1",0,0,0,65
"BU03632802",3715,1820,1890,475,365,1495,920,475,855,1015,2075,1105,515,450,"     1.8",0,0,0,1845
"BU03632803",3125,1580,1540,420,310,1225,790,385,510,1485,1785,1025,370,385,"     1.7",0,0,0,1130
"BU03632900",4240,2015,2220,460,460,1680,985,665,765,1680,2445,1415,540,490,"     1.7",0,0,0,1795
"BU03632901",3745,1850,1890,380,445,1505,970,455,695,1455,2270,1410,445,410,"     1.6",0,0,0,1595
"BU03632902",2055,1020,1030,340,250,660,500,320,345,625,945,440,215,285,"     1.9",0,0,0,1085
"BU03633000",4050,1965,2080,465,500,1560,1010,530,625,1810,2285,1265,520,495,"     1.8",0,0,0,1615
"BU03633001",5045,2470,2575,725,625,2020,1155,535,835,2145,2665,1380,590,695,"     1.9",0,0,0,2065
"BU03633100",3935,2020,1915,495,455,1870,840,290,920,1295,2335,1340,535,455,"     1.7",0,0,0,1720
"BU03633101",4565,2215,2350,495,610,2130,940,405,885,1790,2615,1420,695,495,"     1.7",0,0,0,1890
"BU03633102",4015,1975,2035,560,520,1415,950,580,520,2465,2040,1030,400,610,"     2.0",0,0,0,1030
"BU03633200",5765,2880,2885,740,625,2055,1450,905,820,2970,3125,1750,650,725,"     1.8",0,0,0,1975
"BU03633201",3535,1750,1785,515,445,1265,905,420,495,1985,1800,875,415,505,"     2.0",0,0,0,1055
"BU03633202",430,210,220,55,55,115,160,60,90,110,205,85,60,60,"     2.0",0,0,0,230
"BU03633203",15,5,5,5,5,10,10,5,5,0,10,5,0,0,"     1.6",0,0,0,10
"BU03633300",1410,745,665,190,100,630,395,105,375,450,730,275,270,180,"     1.9",0,0,0,585
"BU03633301",2410,1210,1200,310,235,870,735,275,515,685,1245,520,385,335,"     1.9",0,0,0,1210
"BU03633302",3080,1540,1540,385,290,840,1105,470,620,470,1615,710,465,435,"     1.9",0,0,0,1990
"BU03633303",2390,1240,1145,235,180,620,945,420,500,445,1385,715,375,290,"     1.7",0,0,0,1445
"BU03633304",2805,1375,1425,475,375,715,1100,150,520,410,1170,340,310,515,"     2.4",0,0,0,1875
"BU03633305",2775,1380,1395,540,355,755,960,180,490,510,1190,375,285,525,"     2.3",0,0,0,1775
"BU03633306",1430,710,720,165,155,460,475,185,290,560,780,395,170,210,"     1.8",0,0,0,580
"BU03633307",1700,850,850,155,155,515,615,270,345,490,1020,550,275,190,"     1.7",0,0,0,865
"BU03633308",30,10,20,5,0,10,15,10,0,5,20,10,5,0,"     1.5",0,0,0,25
"BU03633309",540,305,235,70,65,325,80,10,120,140,305,155,95,50,"     1.7",0,0,0,280
"BU03633310",160,85,75,30,15,60,35,30,40,10,90,55,15,15,"     1.7",0,0,0,110
"BU03633400",20,5,10,10,5,5,5,5,5,0,5,0,0,0,"     2.5",0,0,0,15
"BU03633402",495,205,290,5,400,90,5,5,160,130,450,415,25,5,"     1.1",0,0,0,205
"BU03633403",255,125,130,15,135,90,20,10,80,15,200,165,25,5,"     1.3",0,0,0,160
"BU03633404",75,40,30,10,15,15,30,15,15,5,35,15,5,10,"     2.1",0,0,0,55
"BU03633405",4095,2055,2035,685,585,2040,615,190,870,1410,2260,1155,580,520,"     1.8",0,0,0,1815
"BU03633406",35,20,15,5,5,15,20,5,10,5,20,10,5,0,"     1.7",0,0,0,20
"BU03633500",1595,795,795,360,205,565,415,60,325,580,700,240,165,290,"     2.3",0,0,0,690
"BU03633501",2680,1360,1315,670,455,585,865,115,385,860,940,255,125,560,"     2.8",0,0,0,1435
"BU03633502",2795,1405,1390,625,475,530,1030,150,500,615,1000,195,210,590,"     2.8",0,0,0,1680
"BU03633504",2840,1425,1415,515,350,1105,660,225,585,1155,1385,625,300,460,"     2.0",0,0,0,1100
"BU03633505",5780,2850,2930,1340,785,1905,1485,280,1040,2425,2355,750,455,1150,"     2.5",0,0,0,2315
"BU03633600",450,240,205,60,20,310,50,25,110,40,245,100,105,40,"     1.8",0,0,0,300
"BU03633601",60,40,15,0,10,25,35,5,20,20,50,45,0,0,"     1.1",0,0,0,20
"BU03633700",540,285,255,35,50,390,45,30,170,125,365,230,105,30,"     1.5",0,0,0,245
"BU03633702",5700,2745,2955,835,895,2240,1240,500,990,2985,2915,1465,660,785,"     1.9",0,0,0,1725
"BU03633703",4105,2035,2065,550,365,1995,845,365,805,1355,2330,1230,610,485,"     1.8",0,0,0,1945
"BU03633704",1865,895,970,315,240,710,455,160,430,620,965,460,230,270,"     1.9",0,0,0,815
"BU03633705",4310,2170,2140,555,450,2030,935,355,760,1845,2505,1395,595,510,"     1.7",0,0,0,1705
"BU03633706",2400,1150,1250,355,310,1080,480,190,360,1155,1290,665,315,310,"     1.8",0,0,0,885
"BU03633802",4080,1925,2150,445,420,2140,750,335,950,1100,2355,1195,720,435,"     1.7",0,0,0,2030
"BU03633803",1755,835,915,195,220,850,350,150,365,605,990,515,275,195,"     1.8",0,0,0,785
"BU03633900",2015,970,1040,190,290,950,340,255,380,895,1300,940,180,180,"     1.5",0,0,0,740
"BU03633901",2220,1110,1110,410,465,920,295,150,400,1070,1220,730,210,275,"     1.8",0,0,0,750
"BU03633902",2255,1140,1110,340,295,965,440,225,315,1340,1075,500,260,310,"     2.1",0,0,0,600
"BU03633903",4525,2300,2220,935,580,1835,895,290,445,3235,1945,785,465,695,"     2.3",0,0,0,845
"BU03634000",1700,795,900,140,165,1015,260,135,465,225,1135,705,295,125,"     1.5",0,0,0,1010
"BU03634001",3180,1515,1665,430,380,1505,590,290,755,605,1775,900,500,370,"     1.8",0,0,0,1820
"BU03634002",1880,960,915,235,205,845,440,170,410,565,1080,580,280,215,"     1.7",0,0,0,905
"BU03634100",1975,965,1010,235,190,950,430,180,430,650,1190,670,300,220,"     1.7",0,0,0,895
"BU03634101",2235,1055,1180,245,270,960,565,205,360,1010,1335,780,300,250,"     1.7",0,0,0,865
"BU03634102",1355,660,695,155,130,640,280,165,250,505,810,455,210,140,"     1.7",0,0,0,600
"BU03634103",2670,1865,800,355,365,1170,755,30,265,1995,0,0,0,0,"     1.0",0,0,0,410
"BU03634200",3040,1495,1540,380,350,1440,640,235,530,1205,1720,915,455,350,"     1.8",0,0,0,1305
"BU03634201",3495,1785,1705,445,360,1525,830,345,600,1470,2020,1135,440,435,"     1.7",0,0,0,1425
"BU03634202",1930,940,990,225,195,920,440,165,435,520,1155,630,310,215,"     1.7",0,0,0,975
"BU03634203",1870,905,965,175,185,895,380,245,450,490,1105,655,285,160,"     1.6",0,0,0,930
"BU03634300",3790,1805,1985,510,355,1930,700,305,980,810,2155,1095,610,445,"     1.8",0,0,0,2000
"BU03634301",3040,1420,1620,355,290,1475,615,320,670,575,1750,870,535,335,"     1.7",0,0,0,1795
"BU03634400",1555,695,860,205,150,695,315,200,365,190,915,530,205,180,"     1.7",0,0,0,1000
"BU03634401",3600,1670,1925,450,330,1680,790,370,855,570,2095,1095,580,415,"     1.7",0,0,0,2175
"BU03634402",2520,1155,1365,275,215,1350,490,200,620,420,1480,740,480,255,"     1.7",0,0,0,1480
"BU03634403",2160,1025,1135,220,195,1000,535,220,530,330,1295,685,365,240,"     1.7",0,0,0,1300
"BU03634404",1670,765,900,220,155,720,400,190,415,210,975,520,255,195,"     1.7",0,0,0,1045
"BU03634405",260,140,115,10,100,80,55,20,120,35,195,165,10,15,"     1.3",0,0,0,105
"BU03634500",2430,1175,1255,215,285,1200,545,200,710,385,1550,925,425,195,"     1.6",0,0,0,1335
"BU03634501",1550,725,825,165,165,640,365,230,380,405,985,615,195,170,"     1.6",0,0,0,765
"BU03634600",1425,710,710,290,185,315,460,185,545,145,635,255,135,245,"     2.2",0,0,0,735
"BU03634601",2580,1245,1330,470,260,830,665,360,800,405,1245,530,320,390,"     2.1",0,0,0,1375
"BU03634602",1560,770,785,225,225,450,460,210,495,165,785,375,200,210,"     2.0",0,0,0,900
"BU03634603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03634700",1500,745,755,225,160,460,410,260,525,185,780,380,200,200,"     1.9",0,0,0,790
"BU03634701",785,395,385,90,75,280,215,140,300,115,445,245,125,75,"     1.7",0,0,0,370
"BU03634702",1830,930,900,295,205,520,510,310,595,210,965,510,210,240,"     1.9",0,0,0,1025
"BU03634703",2870,1420,1450,490,345,780,820,445,990,295,1430,660,365,400,"     2.0",0,0,0,1585
"BU03634704",785,370,410,110,115,135,230,205,205,60,370,160,100,110,"     2.1",0,0,0,520
"BU03634705",2005,965,1040,295,205,685,470,365,640,225,1065,510,300,250,"     1.9",0,0,0,1140
"BU03634706",1370,635,735,110,85,250,285,650,255,105,865,525,220,115,"     1.6",0,0,0,1010
"BU03634707",5,5,0,5,0,0,5,5,5,0,5,0,0,0,"     1.6",0,0,0,0
"BU03634708",5,0,0,0,5,5,5,5,0,0,0,0,0,0,"     2.5",0,0,0,5
"BU03634709",1360,655,700,135,135,680,305,115,430,195,845,490,220,135,"     1.6",0,0,0,735
"BU03634800",1110,530,575,105,105,395,285,230,190,355,680,410,150,115,"     1.6",0,0,0,565
"BU03634801",1470,695,770,160,165,450,430,275,275,390,880,510,165,200,"     1.7",0,0,0,805
"BU03634802",2390,1135,1255,220,215,900,665,400,460,840,1535,980,270,280,"     1.6",0,0,0,1090
"BU03634803",2340,1125,1215,455,160,875,510,355,700,565,1155,480,280,390,"     2.0",0,0,0,1075
"BU03634804",375,180,190,80,50,60,140,50,60,15,160,55,30,70,"     2.3",0,0,0,300
"BU03634805",4175,1940,2230,545,390,1890,855,510,1080,650,2370,1190,660,515,"     1.8",0,0,0,2445
"BU03634900",805,390,415,170,105,165,240,130,210,75,325,115,80,130,"     2.5",0,0,0,520
"BU03634901",1215,580,635,220,155,265,350,230,360,140,560,240,125,190,"     2.2",0,0,0,715
"BU03634902",80,40,40,20,15,5,40,10,15,5,30,5,5,15,"     2.7",0,0,0,60
"BU03634903",1365,670,695,295,135,285,415,250,460,160,600,220,135,240,"     2.3",0,0,0,745
"BU03634904",2390,1125,1260,460,280,580,640,445,820,285,1105,460,255,390,"     2.2",0,0,0,1285
"BU03634905",2630,1270,1360,480,210,795,665,495,875,300,1305,575,330,395,"     2.0",0,0,0,1455
"BU03635000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635006",70,35,35,30,5,25,20,0,10,15,20,5,0,15,"     3.1",0,0,0,45
"BU03635100",340,165,175,120,45,50,130,5,55,40,95,5,10,75,"     3.5",0,0,0,245
"BU03635101",6030,2970,3060,1820,720,1755,1540,205,1065,2150,2205,635,310,1255,"     2.7",0,0,0,2815
"BU03635102",1780,830,945,370,215,685,385,135,280,975,830,360,160,305,"     2.1",0,0,0,525
"BU03635200",2945,1355,1590,430,275,1165,665,425,775,325,1585,745,430,405,"     1.9",0,0,0,1845
"BU03635201",4285,2020,2260,605,430,1690,920,650,995,570,2405,1240,595,565,"     1.8",0,0,0,2720
"BU03635202",3095,1415,1675,455,290,1290,590,475,770,345,1660,795,475,385,"     1.9",0,0,0,1980
"BU03635203",2325,1055,1270,310,265,1005,465,285,535,330,1300,660,350,285,"     1.8",0,0,0,1460
"BU03635206",1495,725,765,175,85,520,335,395,265,275,875,570,150,150,"     1.6",0,0,0,955
"BU03635207",680,350,330,90,35,425,80,60,215,120,350,125,150,70,"     1.9",0,0,0,345
"BU03635300",2350,1130,1220,235,210,1005,545,370,480,490,1490,905,355,240,"     1.6",0,0,0,1380
"BU03635301",2870,1370,1500,310,365,1240,605,360,600,655,1730,985,425,325,"     1.7",0,0,0,1615
"BU03635400",2485,1170,1310,235,265,1055,575,365,500,575,1580,945,385,260,"     1.6",0,0,0,1410
"BU03635401",2685,1260,1425,280,350,1170,560,335,515,415,1640,935,425,290,"     1.6",0,0,0,1755
"BU03635402",2190,1005,1185,230,225,1035,435,280,445,305,1325,710,405,215,"     1.7",0,0,0,1440
"BU03635403",1670,810,860,190,145,505,490,355,270,615,1075,715,160,210,"     1.6",0,0,0,785
"BU03635404",45,25,20,10,5,10,15,10,10,5,25,15,10,5,"     1.8",0,0,0,30
"BU03635501",2765,1460,1305,225,700,1510,280,65,625,1030,1760,1395,260,110,"     1.3",0,0,0,1110
"BU03635502",1030,525,505,95,55,580,180,135,270,180,600,285,235,85,"     1.7",0,0,0,580
"BU03635503",2105,1060,1045,340,230,735,525,290,415,400,1055,495,255,315,"     2.0",0,0,0,1290
