"neighb_code","tot_pop","gender_male","gender_female","age_0_15","age_15_25","age_25_45","age_45_65","age_over65","migration_west","migration_non_west","hh_total","hh_single","hh_no_children","hh_with_children","hh_avg_size","education_absolved_low","education_absolved_middle","education_absolved_high","migration_Dutch"
"BU03631005",80,55,25,5,5,25,45,5,35,10,75,70,0,0,"     1.1",0,0,0,35
"BU03631006",5,0,0,0,5,0,5,5,0,0,0,0,0,0,"     2.0",0,0,0,5
"BU03631007",10,5,5,5,5,5,5,5,5,5,5,0,0,0,"     1.8",0,0,0,0
"BU03631100",25,20,5,5,0,20,5,0,15,10,10,5,0,0,"     1.3",0,0,0,0
"BU03631102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03631103",80,60,15,5,40,30,10,5,20,40,60,50,5,0,"     1.3",0,0,0,20
"BU03631104",20,15,5,5,5,5,15,5,5,0,10,5,0,0,"     1.6",0,0,0,15
"BU03631105",730,415,315,5,340,380,15,0,350,230,650,575,70,0,"     1.1",0,0,0,150
"BU03631107",0,0,0,0,0,5,0,0,0,0,0,0,0,0,"     2.0",0,0,0,0
"BU03631109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03631200",1735,885,845,355,95,820,395,80,370,235,860,345,250,260,"     2.0",90,300,1280,1130
"BU03631201",655,340,315,60,45,165,280,120,165,75,405,230,105,65,"     1.6",60,120,390,415
"BU03631300",2080,990,1090,325,195,820,530,225,415,720,1090,600,240,245,"     1.8",260,440,980,945
"BU03631301",2755,1370,1380,335,255,950,890,335,455,1000,1690,1055,275,360,"     1.6",510,800,1000,1300
"BU03631302",1010,485,520,120,90,395,280,140,205,270,610,350,145,110,"     1.7",0,0,0,535
"BU03631303",1670,830,840,205,100,665,345,365,340,400,930,570,190,165,"     1.6",310,250,710,930
"BU03631304",1295,675,620,180,125,560,325,115,235,390,765,455,140,160,"     1.7",170,630,280,670
"BU03631305",1950,970,980,250,160,850,515,190,335,690,1095,580,245,265,"     1.8",360,300,980,925
"BU03631306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03631307",5,5,0,0,5,5,5,5,5,5,5,0,0,0,"     1.4",0,0,0,-5
"BU03631400",1380,695,685,180,115,585,350,160,285,350,830,495,175,155,"     1.7",140,220,800,745
"BU03631401",885,435,445,75,90,240,325,160,180,240,555,345,110,95,"     1.6",220,220,320,465
"BU03631402",1205,605,600,110,100,360,365,285,220,420,755,460,160,130,"     1.6",230,230,530,565
"BU03631403",3720,1875,1845,430,320,1730,995,255,925,990,2320,1435,460,420,"     1.6",490,830,1900,1805
"BU03631404",2875,1435,1435,320,260,1525,665,115,750,660,1795,1115,375,305,"     1.6",330,520,1690,1465
"BU03631405",3090,1550,1535,395,295,1285,845,285,680,690,1710,875,440,390,"     1.8",320,480,1790,1720
"BU03631500",1345,635,710,200,220,300,525,115,250,320,615,245,110,255,"     2.2",150,340,620,775
"BU03631501",10,5,5,5,0,5,5,5,5,0,5,0,0,0,"     2.2",0,0,0,5
"BU03631502",70,40,30,15,10,20,30,5,10,5,30,10,5,10,"     2.1",0,0,0,55
"BU03631503",1050,500,550,100,110,435,265,145,220,330,620,380,130,110,"     1.6",160,130,620,500
"BU03631600",3845,1840,2005,420,335,1765,910,420,960,755,2380,1430,535,410,"     1.6",470,600,2250,2130
"BU03631601",3250,1720,1525,295,230,1665,765,305,750,795,2075,1365,440,265,"     1.5",970,530,1380,1705
"BU03631602",1210,580,630,110,105,335,405,270,235,245,685,385,160,135,"     1.7",110,220,630,730
"BU03631700",4640,2325,2310,465,400,2085,1125,575,1215,745,2890,1730,705,455,"     1.6",350,930,2690,2680
"BU03631800",2725,1430,1295,300,240,1240,705,255,530,705,1485,875,335,270,"     1.6",620,720,980,1490
"BU03631801",3795,1890,1900,415,380,1980,755,280,945,840,2380,1480,540,355,"     1.6",410,800,2180,2010
"BU03631900",2250,1175,1075,210,225,1205,445,175,630,420,1515,1005,320,185,"     1.5",200,670,1130,1200
"BU03631901",2875,1355,1520,285,275,870,830,625,480,1235,1765,1135,310,315,"     1.6",880,560,910,1160
"BU03631902",1895,945,950,190,150,905,485,175,430,525,1225,775,255,190,"     1.5",400,340,940,940
"BU03632000",2635,1275,1360,350,295,1185,565,255,745,300,1565,905,375,280,"     1.7",140,770,1300,1590
"BU03632001",2515,1230,1285,250,235,835,780,430,610,415,1605,1035,305,260,"     1.6",260,430,1430,1490
"BU03632002",2305,1120,1180,280,210,1110,550,160,635,310,1410,840,325,245,"     1.6",200,420,1340,1360
"BU03632100",5710,2810,2895,605,495,2980,1225,420,1605,835,3555,2110,885,555,"     1.6",470,1070,3490,3270
"BU03632101",2205,1040,1160,250,265,925,490,285,555,280,1270,735,300,235,"     1.7",180,400,1310,1370
"BU03632200",935,495,440,115,115,330,250,135,315,135,545,320,115,100,"     1.7",90,160,460,485
"BU03632201",900,450,450,120,95,235,255,205,220,150,475,275,95,100,"     1.8",120,190,370,530
"BU03632300",480,265,210,50,20,340,65,15,125,170,305,180,85,35,"     1.6",20,80,350,185
"BU03632301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03632302",160,95,65,15,15,110,20,10,45,85,125,100,15,5,"     1.3",10,40,70,30
"BU03632303",2240,1235,1000,270,145,1390,345,95,655,890,1370,775,355,235,"     1.6",170,390,1590,695
"BU03632304",960,445,510,40,440,440,45,5,260,290,845,775,35,30,"     1.1",10,440,480,410
"BU03632400",2540,1295,1240,300,290,1155,595,210,655,365,1590,980,350,260,"     1.6",200,570,1440,1520
"BU03632401",1995,1030,960,180,235,930,450,210,560,465,1325,865,280,175,"     1.5",400,460,830,970
"BU03632402",2600,1285,1310,235,270,1310,570,230,780,460,1735,1140,365,225,"     1.5",680,470,1170,1360
"BU03632403",2585,1295,1290,190,315,1330,535,230,660,620,1750,1165,390,190,"     1.5",390,380,1590,1305
"BU03632404",5030,2545,2480,380,630,2545,1050,440,1385,935,3385,2235,780,370,"     1.5",940,790,2780,2710
"BU03632500",2615,1225,1390,190,285,1190,550,415,595,580,1800,1215,380,200,"     1.5",330,580,1300,1440
"BU03632501",3805,1880,1920,385,355,1900,825,350,1015,750,2425,1485,560,375,"     1.6",680,720,1990,2040
"BU03632502",2435,1165,1265,245,250,1030,580,335,580,640,1430,850,310,265,"     1.6",340,440,1250,1215
"BU03632503",3515,1675,1840,345,360,1665,740,420,855,695,2220,1370,515,335,"     1.6",440,710,1870,1965
"BU03632600",3140,1525,1610,385,375,1055,855,480,600,1145,1815,1040,345,425,"     1.7",670,890,970,1395
"BU03632601",2805,1315,1485,285,310,1005,775,440,540,925,1670,960,355,355,"     1.7",470,530,1370,1340
"BU03632602",2250,1080,1165,265,190,775,640,395,425,760,1370,810,275,285,"     1.6",360,450,1060,1065
"BU03632700",2005,1020,980,235,220,985,420,155,490,260,1205,700,300,205,"     1.7",120,380,1230,1255
"BU03632701",3300,1675,1625,405,280,1540,730,355,725,635,1965,1120,485,355,"     1.7",320,540,1960,1940
"BU03632702",520,255,265,40,290,145,50,10,210,230,430,385,5,35,"     1.2",90,280,150,80
"BU03632800",3860,1900,1960,335,415,1780,890,450,760,1255,2440,1525,520,385,"     1.6",430,620,2260,1845
"BU03632801",120,60,60,5,15,60,45,15,30,25,100,80,10,5,"     1.2",10,40,70,65
"BU03632802",3775,1865,1910,515,385,1485,955,445,780,1065,2135,1185,470,475,"     1.7",460,720,1960,1930
"BU03632803",3090,1570,1515,415,310,1240,795,340,475,1435,1810,1100,330,380,"     1.7",850,720,1070,1180
"BU03632900",4340,2110,2230,485,490,1730,1010,640,750,1700,2520,1485,530,495,"     1.7",850,970,1790,1890
"BU03632901",3815,1885,1925,410,485,1530,970,430,620,1475,2305,1445,430,430,"     1.6",780,770,1720,1720
"BU03632902",2025,1015,1010,325,240,705,470,295,340,595,1025,520,215,285,"     1.8",390,330,890,1090
"BU03633000",4150,2040,2105,500,565,1580,1035,485,615,1835,2315,1295,500,520,"     1.8",1330,860,1290,1700
"BU03633001",5100,2495,2605,770,645,2025,1160,505,760,2245,2705,1450,550,700,"     1.9",990,1350,1840,2095
"BU03633100",3870,1980,1885,470,400,1990,760,260,860,1235,2320,1345,545,425,"     1.7",500,940,1830,1775
"BU03633101",4650,2310,2340,565,650,2160,910,375,840,1865,2680,1525,620,530,"     1.7",810,830,2360,1945
"BU03633102",4100,2040,2060,615,540,1405,995,560,500,2585,2060,1050,390,610,"     2.0",1250,1010,1050,1015
"BU03633200",5975,2990,2985,835,680,2150,1475,855,785,3110,3210,1825,625,755,"     1.8",1550,1410,1770,2080
"BU03633201",3605,1805,1800,555,470,1330,895,375,495,2055,1825,895,395,530,"     2.0",1090,750,1130,1055
"BU03633202",450,220,225,65,45,125,165,60,70,120,210,85,55,70,"     2.1",0,0,0,260
"BU03633203",15,5,5,5,5,10,10,0,5,0,10,10,0,0,"     1.4",0,0,0,10
"BU03633300",1470,790,680,220,100,715,370,80,385,445,770,315,265,185,"     1.9",160,250,810,640
"BU03633301",2495,1230,1260,365,260,905,730,245,480,705,1270,535,370,360,"     2.0",380,460,1230,1310
"BU03633302",3085,1540,1540,435,270,865,1120,405,580,455,1620,730,450,440,"     1.9",150,930,1480,2050
"BU03633303",2380,1255,1125,225,195,610,1005,355,480,425,1370,685,390,290,"     1.7",240,550,1290,1475
"BU03633304",2740,1345,1390,515,395,645,1080,115,520,390,1110,310,285,515,"     2.4",270,560,1470,1830
"BU03633305",2835,1400,1435,625,340,785,945,150,475,505,1195,380,270,540,"     2.4",250,530,1420,1855
"BU03633306",1435,705,725,170,155,460,495,165,285,540,785,395,175,210,"     1.8",250,430,530,610
"BU03633307",1740,865,875,175,175,515,660,220,325,550,1030,555,265,200,"     1.7",270,410,800,865
"BU03633308",35,15,20,5,5,5,20,10,5,5,20,10,5,0,"     1.6",0,0,0,25
"BU03633309",455,240,210,45,70,285,60,10,85,115,270,140,90,35,"     1.7",30,90,320,255
"BU03633310",155,80,75,30,15,55,40,25,35,10,90,55,15,15,"     1.7",90,10,10,110
"BU03633400",20,10,10,5,0,10,10,5,5,0,15,10,0,0,"     1.6",0,0,0,15
"BU03633402",490,205,280,10,385,95,5,5,135,135,455,425,20,5,"     1.1",0,0,0,220
"BU03633403",300,155,145,15,170,80,40,10,60,20,245,210,20,10,"     1.2",30,90,160,220
"BU03633404",70,40,30,10,15,15,30,10,10,5,30,15,5,10,"     2.1",0,0,0,55
"BU03633405",2760,1410,1345,360,520,1365,390,140,645,835,1695,1020,395,275,"     1.6",340,800,2040,1280
"BU03633406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03633500",1540,770,770,370,200,550,375,60,300,565,660,215,160,280,"     2.3",220,290,670,675
"BU03633501",2660,1365,1295,745,385,635,810,95,335,825,925,245,115,555,"     2.8",500,460,960,1500
"BU03633502",2820,1420,1400,735,405,575,975,140,480,595,980,195,190,585,"     2.9",360,490,1220,1745
"BU03633504",2835,1410,1420,560,360,1050,665,210,555,1090,1410,670,285,450,"     2.0",400,530,1290,1190
"BU03633505",5600,2760,2840,1485,675,1800,1405,245,935,2310,2205,665,420,1115,"     2.5",910,1350,2080,2355
"BU03633600",450,245,205,50,30,310,50,20,115,45,255,110,100,40,"     1.8",20,70,300,290
"BU03633601",95,75,20,5,10,40,50,5,30,40,60,55,0,0,"     1.1",0,0,0,25
"BU03633700",550,290,260,30,60,390,45,35,150,140,375,235,110,25,"     1.5",50,110,360,260
"BU03633702",5775,2820,2955,875,945,2265,1235,470,885,3115,2920,1470,625,820,"     2.0",1430,1340,1950,1775
"BU03633703",3930,1955,1975,575,335,1895,795,350,680,1365,2230,1235,500,490,"     1.8",560,1170,1640,1885
"BU03633704",1950,950,995,365,230,785,450,135,400,635,985,470,230,280,"     2.0",460,320,780,915
"BU03633705",4275,2145,2130,570,430,2005,930,350,730,1825,2515,1445,545,520,"     1.7",950,1020,1590,1720
"BU03633706",2400,1165,1230,370,310,1075,475,185,345,1160,1305,715,295,290,"     1.8",540,550,880,895
"BU03633802",4100,1955,2145,505,455,2100,720,330,865,1140,2390,1285,645,450,"     1.7",670,930,1910,2095
"BU03633803",1780,860,915,220,205,870,355,140,300,615,995,515,265,210,"     1.8",390,230,890,865
"BU03633900",2095,985,1110,190,385,950,330,250,330,905,1405,1050,170,180,"     1.5",560,510,690,860
"BU03633901",2225,1075,1145,395,430,1015,255,140,425,1005,1265,765,230,270,"     1.7",310,480,990,795
"BU03633902",2080,1030,1045,335,310,865,390,195,265,1195,1000,495,220,280,"     2.0",610,450,660,620
"BU03633903",3755,1910,1845,890,525,1290,810,255,295,3020,1530,620,255,655,"     2.5",1060,770,1340,440
"BU03634000",1700,795,900,120,175,1020,260,135,475,200,1150,720,295,130,"     1.5",120,370,1030,1025
"BU03634001",3200,1540,1660,430,385,1545,580,275,690,600,1815,980,470,360,"     1.8",260,570,1840,1910
"BU03634002",1910,980,930,260,195,855,440,170,385,585,1100,605,255,235,"     1.7",320,540,730,940
"BU03634100",1930,950,975,220,190,915,440,175,380,650,1205,730,260,210,"     1.6",450,470,750,900
"BU03634101",2260,1065,1190,275,270,990,550,180,350,1025,1335,785,290,255,"     1.7",620,510,850,885
"BU03634102",1405,690,715,155,140,680,280,165,225,520,855,485,210,155,"     1.6",330,280,550,660
"BU03634103",1915,1380,530,260,210,855,585,20,160,1470,0,0,0,0,"       .",1140,400,80,285
"BU03634200",3085,1565,1520,415,365,1460,640,215,530,1235,1790,1025,390,370,"     1.7",580,980,1020,1320
"BU03634201",3470,1800,1665,465,390,1465,820,340,535,1475,1995,1130,435,425,"     1.7",880,840,1200,1460
"BU03634202",1940,945,995,235,155,980,425,160,425,530,1165,645,295,220,"     1.7",320,390,930,985
"BU03634203",1860,880,980,200,155,895,370,255,430,480,1105,665,260,175,"     1.6",230,410,930,950
"BU03634300",3905,1845,2055,555,390,1945,735,285,925,820,2245,1225,545,475,"     1.7",370,690,2210,2160
"BU03634301",3015,1430,1585,360,320,1415,620,310,615,555,1750,895,505,345,"     1.7",260,590,1710,1845
"BU03634400",1540,675,860,200,160,665,325,200,345,165,915,540,195,175,"     1.7",140,270,840,1030
"BU03634401",3620,1705,1910,460,315,1700,805,345,770,560,2135,1165,550,415,"     1.7",340,740,1920,2290
"BU03634402",2545,1155,1385,290,225,1380,480,185,630,390,1545,840,440,260,"     1.6",200,490,1510,1525
"BU03634403",2150,1035,1115,225,185,1010,530,210,510,335,1305,710,360,230,"     1.6",190,450,1240,1305
"BU03634404",1685,785,900,235,160,735,385,180,395,210,975,525,250,195,"     1.7",150,370,880,1080
"BU03634405",265,130,130,15,115,65,60,20,130,20,195,160,15,25,"     1.3",30,80,140,115
"BU03634500",2420,1140,1280,245,240,1215,535,195,645,375,1535,940,380,225,"     1.6",220,410,1510,1400
"BU03634501",1505,700,805,160,140,650,360,210,325,390,970,630,175,170,"     1.6",310,340,650,790
"BU03634600",1375,690,685,310,145,330,430,175,495,135,610,240,140,240,"     2.3",120,180,760,745
"BU03634601",2560,1230,1325,490,250,805,680,350,770,370,1240,550,315,385,"     2.1",230,430,1280,1420
"BU03634602",1555,775,775,230,195,485,445,215,465,155,790,380,205,215,"     2.0",90,280,840,935
"BU03634603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03634700",1535,760,775,250,135,490,400,270,525,180,785,375,195,220,"     1.9",100,210,830,830
"BU03634701",790,405,380,100,85,270,215,130,320,100,440,250,110,90,"     1.7",50,170,410,370
"BU03634702",1835,925,910,305,210,505,500,330,550,180,970,520,205,255,"     1.9",110,260,1040,1105
"BU03634703",2925,1460,1465,510,350,765,865,445,995,290,1455,690,350,425,"     2.0",180,550,1480,1640
"BU03634704",795,380,410,135,90,120,245,220,210,60,345,140,100,115,"     2.2",0,0,0,525
"BU03634705",2055,970,1085,330,200,690,480,365,630,220,1090,555,275,270,"     1.9",490,180,910,1205
"BU03634706",1385,630,755,120,70,285,305,620,260,105,880,540,225,120,"     1.6",80,180,740,1020
"BU03634707",5,5,0,5,0,0,5,5,5,0,5,5,5,5,"     1.6",0,0,0,0
"BU03634708",0,0,0,0,5,0,5,5,0,0,0,5,0,5,"     2.0",0,0,0,0
"BU03634709",1380,685,695,160,115,720,290,110,425,175,870,525,215,140,"     1.6",130,240,810,780
"BU03634800",1070,490,580,100,115,370,290,210,170,335,650,380,150,125,"     1.6",180,230,490,565
"BU03634801",1465,700,765,155,175,450,425,270,270,360,900,550,155,205,"     1.6",180,620,420,835
"BU03634802",2425,1160,1265,235,240,855,700,405,425,820,1535,980,270,295,"     1.6",570,550,930,1180
"BU03634803",2305,1105,1200,435,160,910,475,335,645,550,1155,485,290,385,"     2.0",400,420,910,1110
"BU03634804",390,185,200,85,50,70,135,55,60,15,155,45,35,80,"     2.5",20,60,190,315
"BU03634805",4160,1925,2230,505,395,1930,855,490,1000,655,2445,1310,640,505,"     1.7",380,530,2550,2505
"BU03634900",785,375,405,170,95,175,225,135,190,75,330,120,85,130,"     2.4",320,50,180,520
"BU03634901",1245,585,660,250,145,280,325,255,400,125,575,255,125,205,"     2.2",50,100,740,720
"BU03634902",75,40,35,20,15,5,35,10,10,5,25,5,10,20,"     3.0",10,10,40,60
"BU03634903",1385,660,720,295,150,305,405,240,445,145,630,260,140,235,"     2.2",60,350,560,795
"BU03634904",2440,1155,1280,490,300,605,640,420,835,265,1155,510,260,390,"     2.1",130,700,960,1340
"BU03634905",2690,1270,1420,525,190,855,645,485,840,280,1350,640,325,395,"     2.0",160,440,1340,1570
"BU03635000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"       .",0,0,0,0
"BU03635100",325,150,175,125,30,70,105,10,50,40,90,10,10,75,"     3.5",30,20,150,235
"BU03635101",6090,2970,3115,1985,620,1935,1385,170,985,2135,2200,615,325,1270,"     2.7",750,1140,2220,2970
"BU03635102",1830,850,980,395,220,730,375,120,285,960,840,350,175,320,"     2.2",300,460,620,585
"BU03635200",3020,1360,1660,440,300,1215,670,410,735,320,1650,815,430,410,"     1.8",200,310,1910,1965
"BU03635201",4395,2035,2355,640,470,1750,910,640,945,560,2450,1280,580,600,"     1.8",330,890,2230,2890
"BU03635202",3150,1445,1700,485,355,1280,610,430,675,340,1735,895,440,410,"     1.8",150,360,1970,2135
"BU03635203",2410,1105,1305,345,300,1005,490,280,560,310,1375,760,330,295,"     1.8",150,390,1370,1540
"BU03635206",1505,695,805,175,85,520,330,410,250,280,895,595,155,150,"     1.5",140,180,760,975
"BU03635207",610,290,320,90,30,405,70,25,180,90,320,130,130,70,"     1.9",10,70,450,340
"BU03635300",2400,1160,1240,255,230,1015,565,345,470,470,1555,980,330,250,"     1.5",290,610,1110,1460
"BU03635301",2905,1375,1530,315,400,1220,635,350,595,650,1775,1055,390,340,"     1.6",420,560,1480,1660
"BU03635400",2480,1175,1300,255,275,1025,580,355,470,545,1585,975,340,275,"     1.6",350,590,1150,1465
"BU03635401",2710,1265,1445,285,345,1205,570,325,515,400,1675,970,425,285,"     1.6",210,600,1480,1795
"BU03635402",2150,980,1165,210,255,975,440,280,435,280,1335,765,365,215,"     1.6",190,390,1300,1435
"BU03635403",1715,825,885,210,150,515,510,340,285,595,1090,710,165,225,"     1.6",400,390,580,835
"BU03635404",45,20,20,10,5,10,15,10,5,5,25,20,5,5,"     1.7",0,10,20,35
"BU03635501",2415,1285,1130,190,715,1255,205,60,570,765,1555,1235,245,85,"     1.3",280,720,1310,1080
