"ID";"Geslacht";"Leeftijd";"Migratieachtergrond";"Generatie";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"776876";"T001038";"10000";"H008594";"T001040";"GM0363";"2019JJ00";"    6415"
"810611";"T001038";"10000";"H008597";"T001040";"GM0363";"2019JJ00";"    1053"
"844346";"T001038";"10000";"H008599";"T001040";"GM0363";"2019JJ00";"    2591"
"878081";"T001038";"10000";"H008603";"T001040";"GM0363";"2019JJ00";"    2741"
"911816";"T001038";"10000";"H008605";"T001040";"GM0363";"2019JJ00";"    8637"
"945551";"T001038";"10000";"H008612";"T001040";"GM0363";"2019JJ00";"   12467"
"979286";"T001038";"10000";"H008615";"T001040";"GM0363";"2019JJ00";"    3097"
"1013021";"T001038";"10000";"H008627";"T001040";"GM0363";"2019JJ00";"    2170"
"1046756";"T001038";"10000";"H008631";"T001040";"GM0363";"2019JJ00";"    7984"
"1080491";"T001038";"10000";"H008632";"T001040";"GM0363";"2019JJ00";"   24625"
"1114226";"T001038";"10000";"H008633";"T001040";"GM0363";"2019JJ00";"    3018"
"1147961";"T001038";"10000";"H008634";"T001040";"GM0363";"2019JJ00";"    3836"
"1181696";"T001038";"10000";"H008636";"T001040";"GM0363";"2019JJ00";"   10355"
"1215431";"T001038";"10000";"H007072";"T001040";"GM0363";"2019JJ00";"    6429"
"1249166";"T001038";"10000";"H007069";"T001040";"GM0363";"2019JJ00";"    6858"
"1282901";"T001038";"10000";"H008644";"T001040";"GM0363";"2019JJ00";"     544"
"1316636";"T001038";"10000";"H008673";"T001040";"GM0363";"2019JJ00";"   76751"
"1350371";"T001038";"10000";"H007128";"T001040";"GM0363";"2019JJ00";"   11836"
"1384106";"T001038";"10000";"H007119";"T001040";"GM0363";"2019JJ00";"   12183"
"1417841";"T001038";"10000";"H008706";"T001040";"GM0363";"2019JJ00";"     441"
"1451576";"T001038";"10000";"H008710";"T001040";"GM0363";"2019JJ00";"    5817"
"1485311";"T001038";"10000";"H008718";"T001040";"GM0363";"2019JJ00";"    5622"
"1519046";"T001038";"10000";"H008719";"T001040";"GM0363";"2019JJ00";"    3969"
"1552781";"T001038";"10000";"H008723";"T001040";"GM0363";"2019JJ00";"    3872"
"1586516";"T001038";"10000";"H008724";"T001040";"GM0363";"2019JJ00";"     721"
"1620251";"T001038";"10000";"H008747";"T001040";"GM0363";"2019JJ00";"    1656"
"1653986";"T001038";"10000";"H007186";"T001040";"GM0363";"2019JJ00";"    7344"
"1687721";"T001038";"10000";"H007172";"T001040";"GM0363";"2019JJ00";"   10587"
"1721456";"T001038";"10000";"H008749";"T001040";"GM0363";"2019JJ00";"    6880"
"1755191";"T001038";"10000";"H008751";"T001040";"GM0363";"2019JJ00";"   64629"
"1788926";"T001038";"10000";"H008753";"T001040";"GM0363";"2019JJ00";"    3657"
"1822661";"T001038";"10000";"H008757";"T001040";"GM0363";"2019JJ00";"    1417"
"1856396";"T001038";"10000";"H007204";"T001040";"GM0363";"2019JJ00";"    1994"
"1890131";"T001038";"10000";"H008766";"T001040";"GM0363";"2019JJ00";"   44080"
"1923866";"T001038";"10000";"H008776";"T001040";"GM0363";"2019JJ00";"   14317"
"1957601";"T001038";"10000";"H008778";"T001040";"GM0363";"2019JJ00";"   10816"
"1991336";"T001038";"10000";"H008780";"T001040";"GM0363";"2019JJ00";"     859"
"2025071";"T001038";"10000";"H008787";"T001040";"GM0363";"2019JJ00";"    2640"
"2058806";"T001038";"70100";"T001040";"T001040";"GM0363";"2019JJ00";"   46291"
"2092541";"T001038";"70100";"1012600";"T001040";"GM0363";"2019JJ00";"   21038"
"2126276";"T001038";"70100";"2012605";"T001040";"GM0363";"2019JJ00";"   25253"
"2160011";"T001038";"70100";"2012655";"T001040";"GM0363";"2019JJ00";"    8065"
"2193746";"T001038";"70100";"2012657";"T001040";"GM0363";"2019JJ00";"   17188"
"2227481";"T001038";"70100";"H008519";"T001040";"GM0363";"2019JJ00";"    7663"
"2261216";"T001038";"70100";"H008520";"T001040";"GM0363";"2019JJ00";"    4583"
"2294951";"T001038";"70100";"H008524";"T001040";"GM0363";"2019JJ00";"    3641"
"2328686";"T001038";"70100";"H007933";"T001040";"GM0363";"2019JJ00";"    9175"
"2362421";"T001038";"70100";"H008531";"T001040";"GM0363";"2019JJ00";"     191"
"2396156";"T001038";"70100";"H007935";"T001040";"GM0363";"2019JJ00";"    5431"
"2429891";"T001038";"70100";"H007936";"T001040";"GM0363";"2019JJ00";"    1265"
"2463626";"T001038";"70100";"H007937";"T001040";"GM0363";"2019JJ00";"    1338"
"2497361";"T001038";"70100";"H008533";"T001040";"GM0363";"2019JJ00";"     244"
"2531096";"T001038";"70100";"H008544";"T001040";"GM0363";"2019JJ00";"      28"
"2564831";"T001038";"70100";"H008552";"T001040";"GM0363";"2019JJ00";"     344"
"2598566";"T001038";"70100";"H008559";"T001040";"GM0363";"2019JJ00";"       4"
"2632301";"T001038";"70100";"H008562";"T001040";"GM0363";"2019JJ00";"     382"
"2666036";"T001038";"70100";"H008567";"T001040";"GM0363";"2019JJ00";"     347"
"2699771";"T001038";"70100";"H008575";"T001040";"GM0363";"2019JJ00";"     316"
"2733506";"T001038";"70100";"H008579";"T001040";"GM0363";"2019JJ00";"     194"
"2767241";"T001038";"70100";"H008586";"T001040";"GM0363";"2019JJ00";"      13"
"2800976";"T001038";"70100";"H008592";"T001040";"GM0363";"2019JJ00";"     747"
"2834711";"T001038";"70100";"H008594";"T001040";"GM0363";"2019JJ00";"     319"
"2868446";"T001038";"70100";"H008597";"T001040";"GM0363";"2019JJ00";"     144"
"2902181";"T001038";"70100";"H008599";"T001040";"GM0363";"2019JJ00";"     185"
"2935916";"T001038";"70100";"H008603";"T001040";"GM0363";"2019JJ00";"     156"
"2969651";"T001038";"70100";"H008605";"T001040";"GM0363";"2019JJ00";"     590"
"3003386";"T001038";"70100";"H008612";"T001040";"GM0363";"2019JJ00";"     757"
"3037121";"T001038";"70100";"H008615";"T001040";"GM0363";"2019JJ00";"     145"
"3070856";"T001038";"70100";"H008627";"T001040";"GM0363";"2019JJ00";"     138"
"3104591";"T001038";"70100";"H008631";"T001040";"GM0363";"2019JJ00";"     504"
"3138326";"T001038";"70100";"H008632";"T001040";"GM0363";"2019JJ00";"     248"
"3172061";"T001038";"70100";"H008633";"T001040";"GM0363";"2019JJ00";"     153"
"3205796";"T001038";"70100";"H008634";"T001040";"GM0363";"2019JJ00";"     182"
"3239531";"T001038";"70100";"H008636";"T001040";"GM0363";"2019JJ00";"     514"
"3273266";"T001038";"70100";"H007072";"T001040";"GM0363";"2019JJ00";"     295"
"3307001";"T001038";"70100";"H007069";"T001040";"GM0363";"2019JJ00";"     327"
"3340736";"T001038";"70100";"H008644";"T001040";"GM0363";"2019JJ00";"      17"
"3374471";"T001038";"70100";"H008673";"T001040";"GM0363";"2019JJ00";"    5026"
"3408206";"T001038";"70100";"H007128";"T001040";"GM0363";"2019JJ00";"     498"
"3441941";"T001038";"70100";"H007119";"T001040";"GM0363";"2019JJ00";"     543"
"3475676";"T001038";"70100";"H008706";"T001040";"GM0363";"2019JJ00";"      33"
"3509411";"T001038";"70100";"H008710";"T001040";"GM0363";"2019JJ00";"     364"
"3543146";"T001038";"70100";"H008718";"T001040";"GM0363";"2019JJ00";"     432"
"3576881";"T001038";"70100";"H008719";"T001040";"GM0363";"2019JJ00";"     191"
"3610616";"T001038";"70100";"H008723";"T001040";"GM0363";"2019JJ00";"     234"
"3644351";"T001038";"70100";"H008724";"T001040";"GM0363";"2019JJ00";"      70"
"3678086";"T001038";"70100";"H008747";"T001040";"GM0363";"2019JJ00";"     194"
"3711821";"T001038";"70100";"H007186";"T001040";"GM0363";"2019JJ00";"     549"
"3745556";"T001038";"70100";"H007172";"T001040";"GM0363";"2019JJ00";"     770"
"3779291";"T001038";"70100";"H008749";"T001040";"GM0363";"2019JJ00";"     415"
"3813026";"T001038";"70100";"H008751";"T001040";"GM0363";"2019JJ00";"    1800"
"3846761";"T001038";"70100";"H008753";"T001040";"GM0363";"2019JJ00";"     302"
"3880496";"T001038";"70100";"H008757";"T001040";"GM0363";"2019JJ00";"      76"
"3914231";"T001038";"70100";"H007204";"T001040";"GM0363";"2019JJ00";"      97"
"3947966";"T001038";"70100";"H008766";"T001040";"GM0363";"2019JJ00";"    2546"
"3981701";"T001038";"70100";"H008776";"T001040";"GM0363";"2019JJ00";"     801"
"4015436";"T001038";"70100";"H008778";"T001040";"GM0363";"2019JJ00";"     744"
"4049171";"T001038";"70100";"H008780";"T001040";"GM0363";"2019JJ00";"      51"
"4082906";"T001038";"70100";"H008787";"T001040";"GM0363";"2019JJ00";"     129"
"4116641";"T001038";"70200";"T001040";"T001040";"GM0363";"2019JJ00";"   40973"
"4150376";"T001038";"70200";"1012600";"T001040";"GM0363";"2019JJ00";"   16094"
"4184111";"T001038";"70200";"2012605";"T001040";"GM0363";"2019JJ00";"   24879"
"4217846";"T001038";"70200";"2012655";"T001040";"GM0363";"2019JJ00";"    6302"
"4251581";"T001038";"70200";"2012657";"T001040";"GM0363";"2019JJ00";"   18577"
"4285316";"T001038";"70200";"H008519";"T001040";"GM0363";"2019JJ00";"    8992"
"4319051";"T001038";"70200";"H008520";"T001040";"GM0363";"2019JJ00";"    4682"
"4352786";"T001038";"70200";"H008524";"T001040";"GM0363";"2019JJ00";"    3204"
"4386521";"T001038";"70200";"H007933";"T001040";"GM0363";"2019JJ00";"    7853"
"4420256";"T001038";"70200";"H008531";"T001040";"GM0363";"2019JJ00";"     148"
"4453991";"T001038";"70200";"H007935";"T001040";"GM0363";"2019JJ00";"    4251"
"4487726";"T001038";"70200";"H007936";"T001040";"GM0363";"2019JJ00";"     868"
"4521461";"T001038";"70200";"H007937";"T001040";"GM0363";"2019JJ00";"     928"
"4555196";"T001038";"70200";"H008533";"T001040";"GM0363";"2019JJ00";"     229"
"4588931";"T001038";"70200";"H008544";"T001040";"GM0363";"2019JJ00";"      19"
"4622666";"T001038";"70200";"H008552";"T001040";"GM0363";"2019JJ00";"     351"
"4656401";"T001038";"70200";"H008559";"T001040";"GM0363";"2019JJ00";"       9"
"4690136";"T001038";"70200";"H008562";"T001040";"GM0363";"2019JJ00";"     238"
"4723871";"T001038";"70200";"H008567";"T001040";"GM0363";"2019JJ00";"     295"
"4757606";"T001038";"70200";"H008575";"T001040";"GM0363";"2019JJ00";"     255"
"4791341";"T001038";"70200";"H008579";"T001040";"GM0363";"2019JJ00";"     148"
"4825076";"T001038";"70200";"H008586";"T001040";"GM0363";"2019JJ00";"      11"
"4858811";"T001038";"70200";"H008592";"T001040";"GM0363";"2019JJ00";"     639"
"4892546";"T001038";"70200";"H008594";"T001040";"GM0363";"2019JJ00";"     400"
"4926281";"T001038";"70200";"H008597";"T001040";"GM0363";"2019JJ00";"     123"
"4960016";"T001038";"70200";"H008599";"T001040";"GM0363";"2019JJ00";"     119"
"4993751";"T001038";"70200";"H008603";"T001040";"GM0363";"2019JJ00";"     158"
"5027486";"T001038";"70200";"H008605";"T001040";"GM0363";"2019JJ00";"     460"
"5061221";"T001038";"70200";"H008612";"T001040";"GM0363";"2019JJ00";"     831"
"5094956";"T001038";"70200";"H008615";"T001040";"GM0363";"2019JJ00";"      47"
"5128691";"T001038";"70200";"H008627";"T001040";"GM0363";"2019JJ00";"      67"
"5162426";"T001038";"70200";"H008631";"T001040";"GM0363";"2019JJ00";"     386"
"5196161";"T001038";"70200";"H008632";"T001040";"GM0363";"2019JJ00";"     266"
"5229896";"T001038";"70200";"H008633";"T001040";"GM0363";"2019JJ00";"     177"
"5263631";"T001038";"70200";"H008634";"T001040";"GM0363";"2019JJ00";"     129"
"5297366";"T001038";"70200";"H008636";"T001040";"GM0363";"2019JJ00";"     334"
"5331101";"T001038";"70200";"H007072";"T001040";"GM0363";"2019JJ00";"     264"
"5364836";"T001038";"70200";"H007069";"T001040";"GM0363";"2019JJ00";"     298"
"5398571";"T001038";"70200";"H008644";"T001040";"GM0363";"2019JJ00";"      26"
"5432306";"T001038";"70200";"H008673";"T001040";"GM0363";"2019JJ00";"    6251"
"5466041";"T001038";"70200";"H007128";"T001040";"GM0363";"2019JJ00";"     507"
"5499776";"T001038";"70200";"H007119";"T001040";"GM0363";"2019JJ00";"     539"
"5533511";"T001038";"70200";"H008706";"T001040";"GM0363";"2019JJ00";"      39"
"5567246";"T001038";"70200";"H008710";"T001040";"GM0363";"2019JJ00";"     388"
"5600981";"T001038";"70200";"H008718";"T001040";"GM0363";"2019JJ00";"     286"
"5634716";"T001038";"70200";"H008719";"T001040";"GM0363";"2019JJ00";"     122"
"5668451";"T001038";"70200";"H008723";"T001040";"GM0363";"2019JJ00";"     133"
"5702186";"T001038";"70200";"H008724";"T001040";"GM0363";"2019JJ00";"      78"
"5735921";"T001038";"70200";"H008747";"T001040";"GM0363";"2019JJ00";"     199"
"5769656";"T001038";"70200";"H007186";"T001040";"GM0363";"2019JJ00";"     306"
"5803391";"T001038";"70200";"H007172";"T001040";"GM0363";"2019JJ00";"     510"
"5837126";"T001038";"70200";"H008749";"T001040";"GM0363";"2019JJ00";"     365"
"5870861";"T001038";"70200";"H008751";"T001040";"GM0363";"2019JJ00";"    2444"
"5904596";"T001038";"70200";"H008753";"T001040";"GM0363";"2019JJ00";"     286"
"5938331";"T001038";"70200";"H008757";"T001040";"GM0363";"2019JJ00";"      79"
"5972066";"T001038";"70200";"H007204";"T001040";"GM0363";"2019JJ00";"      80"
"6005801";"T001038";"70200";"H008766";"T001040";"GM0363";"2019JJ00";"    2717"
"6039536";"T001038";"70200";"H008776";"T001040";"GM0363";"2019JJ00";"     670"
"6073271";"T001038";"70200";"H008778";"T001040";"GM0363";"2019JJ00";"     562"
"6107006";"T001038";"70200";"H008780";"T001040";"GM0363";"2019JJ00";"      41"
"6140741";"T001038";"70200";"H008787";"T001040";"GM0363";"2019JJ00";"      80"
"6174476";"T001038";"70300";"T001040";"T001040";"GM0363";"2019JJ00";"   38338"
"6208211";"T001038";"70300";"1012600";"T001040";"GM0363";"2019JJ00";"   13951"
"6241946";"T001038";"70300";"2012605";"T001040";"GM0363";"2019JJ00";"   24387"
"6275681";"T001038";"70300";"2012655";"T001040";"GM0363";"2019JJ00";"    5035"
"6309416";"T001038";"70300";"2012657";"T001040";"GM0363";"2019JJ00";"   19352"
"6343151";"T001038";"70300";"H008519";"T001040";"GM0363";"2019JJ00";"    9659"
"6376886";"T001038";"70300";"H008520";"T001040";"GM0363";"2019JJ00";"    5007"
"6410621";"T001038";"70300";"H008524";"T001040";"GM0363";"2019JJ00";"    2717"
"6444356";"T001038";"70300";"H007933";"T001040";"GM0363";"2019JJ00";"    6888"
"6478091";"T001038";"70300";"H008531";"T001040";"GM0363";"2019JJ00";"     116"
"6511826";"T001038";"70300";"H007935";"T001040";"GM0363";"2019JJ00";"    3405"
"6545561";"T001038";"70300";"H007936";"T001040";"GM0363";"2019JJ00";"     786"
"6579296";"T001038";"70300";"H007937";"T001040";"GM0363";"2019JJ00";"     674"
"6613031";"T001038";"70300";"H008533";"T001040";"GM0363";"2019JJ00";"     254"
"6646766";"T001038";"70300";"H008544";"T001040";"GM0363";"2019JJ00";"      10"
"6680501";"T001038";"70300";"H008552";"T001040";"GM0363";"2019JJ00";"     264"
"6714236";"T001038";"70300";"H008559";"T001040";"GM0363";"2019JJ00";"       3"
"6747971";"T001038";"70300";"H008562";"T001040";"GM0363";"2019JJ00";"     224"
"6781706";"T001038";"70300";"H008567";"T001040";"GM0363";"2019JJ00";"     265"
"6815441";"T001038";"70300";"H008575";"T001040";"GM0363";"2019JJ00";"     193"
"6849176";"T001038";"70300";"H008579";"T001040";"GM0363";"2019JJ00";"     134"
"6882911";"T001038";"70300";"H008586";"T001040";"GM0363";"2019JJ00";"       0"
"6916646";"T001038";"70300";"H008592";"T001040";"GM0363";"2019JJ00";"     538"
"6950381";"T001038";"70300";"H008594";"T001040";"GM0363";"2019JJ00";"     525"
"6984116";"T001038";"70300";"H008597";"T001040";"GM0363";"2019JJ00";"      64"
"7017851";"T001038";"70300";"H008599";"T001040";"GM0363";"2019JJ00";"     138"
"7051586";"T001038";"70300";"H008603";"T001040";"GM0363";"2019JJ00";"     139"
"7085321";"T001038";"70300";"H008605";"T001040";"GM0363";"2019JJ00";"     349"
"7119056";"T001038";"70300";"H008612";"T001040";"GM0363";"2019JJ00";"     839"
"7152791";"T001038";"70300";"H008615";"T001040";"GM0363";"2019JJ00";"      63"
"7186526";"T001038";"70300";"H008627";"T001040";"GM0363";"2019JJ00";"      35"
"7220261";"T001038";"70300";"H008631";"T001040";"GM0363";"2019JJ00";"     274"
"7253996";"T001038";"70300";"H008632";"T001040";"GM0363";"2019JJ00";"     236"
"7287731";"T001038";"70300";"H008633";"T001040";"GM0363";"2019JJ00";"     189"
"7321466";"T001038";"70300";"H008634";"T001040";"GM0363";"2019JJ00";"     119"
"7355201";"T001038";"70300";"H008636";"T001040";"GM0363";"2019JJ00";"     291"
"7388936";"T001038";"70300";"H007072";"T001040";"GM0363";"2019JJ00";"     269"
"7422671";"T001038";"70300";"H007069";"T001040";"GM0363";"2019JJ00";"     284"
"7456406";"T001038";"70300";"H008644";"T001040";"GM0363";"2019JJ00";"      20"
"7490141";"T001038";"70300";"H008673";"T001040";"GM0363";"2019JJ00";"    7034"
"7523876";"T001038";"70300";"H007128";"T001040";"GM0363";"2019JJ00";"     524"
"7557611";"T001038";"70300";"H007119";"T001040";"GM0363";"2019JJ00";"     534"
"7591346";"T001038";"70300";"H008706";"T001040";"GM0363";"2019JJ00";"      23"
"7625081";"T001038";"70300";"H008710";"T001040";"GM0363";"2019JJ00";"     398"
"7658816";"T001038";"70300";"H008718";"T001040";"GM0363";"2019JJ00";"     183"
"7692551";"T001038";"70300";"H008719";"T001040";"GM0363";"2019JJ00";"     115"
"7726286";"T001038";"70300";"H008723";"T001040";"GM0363";"2019JJ00";"      86"
"7760021";"T001038";"70300";"H008724";"T001040";"GM0363";"2019JJ00";"      39"
"7793756";"T001038";"70300";"H008747";"T001040";"GM0363";"2019JJ00";"     112"
"7827491";"T001038";"70300";"H007186";"T001040";"GM0363";"2019JJ00";"     212"
"7861226";"T001038";"70300";"H007172";"T001040";"GM0363";"2019JJ00";"     329"
"7894961";"T001038";"70300";"H008749";"T001040";"GM0363";"2019JJ00";"     317"
"7928696";"T001038";"70300";"H008751";"T001040";"GM0363";"2019JJ00";"    3006"
"7962431";"T001038";"70300";"H008753";"T001040";"GM0363";"2019JJ00";"     228"
"7996166";"T001038";"70300";"H008757";"T001040";"GM0363";"2019JJ00";"      81"
"8029901";"T001038";"70300";"H007204";"T001040";"GM0363";"2019JJ00";"      64"
"8063636";"T001038";"70300";"H008766";"T001040";"GM0363";"2019JJ00";"    2795"
"8097371";"T001038";"70300";"H008776";"T001040";"GM0363";"2019JJ00";"     570"
"8131106";"T001038";"70300";"H008778";"T001040";"GM0363";"2019JJ00";"     451"
"8164841";"T001038";"70300";"H008780";"T001040";"GM0363";"2019JJ00";"      25"
"8198576";"T001038";"70300";"H008787";"T001040";"GM0363";"2019JJ00";"      90"
"8232311";"T001038";"70400";"T001040";"T001040";"GM0363";"2019JJ00";"   40853"
"8266046";"T001038";"70400";"1012600";"T001040";"GM0363";"2019JJ00";"   13675"
"8299781";"T001038";"70400";"2012605";"T001040";"GM0363";"2019JJ00";"   27178"
"8333516";"T001038";"70400";"2012655";"T001040";"GM0363";"2019JJ00";"    5651"
"8367251";"T001038";"70400";"2012657";"T001040";"GM0363";"2019JJ00";"   21527"
"8400986";"T001038";"70400";"H008519";"T001040";"GM0363";"2019JJ00";"   10085"
"8434721";"T001038";"70400";"H008520";"T001040";"GM0363";"2019JJ00";"    6200"
"8468456";"T001038";"70400";"H008524";"T001040";"GM0363";"2019JJ00";"    2978"
"8502191";"T001038";"70400";"H007933";"T001040";"GM0363";"2019JJ00";"    7775"
"8535926";"T001038";"70400";"H008531";"T001040";"GM0363";"2019JJ00";"     140"
"8569661";"T001038";"70400";"H007935";"T001040";"GM0363";"2019JJ00";"    3741"
"8603396";"T001038";"70400";"H007936";"T001040";"GM0363";"2019JJ00";"     853"
"8637131";"T001038";"70400";"H007937";"T001040";"GM0363";"2019JJ00";"     796"
"8670866";"T001038";"70400";"H008533";"T001040";"GM0363";"2019JJ00";"     189"
"8704601";"T001038";"70400";"H008544";"T001040";"GM0363";"2019JJ00";"      21"
"8738336";"T001038";"70400";"H008552";"T001040";"GM0363";"2019JJ00";"     257"
"8772071";"T001038";"70400";"H008559";"T001040";"GM0363";"2019JJ00";"       8"
"8805806";"T001038";"70400";"H008562";"T001040";"GM0363";"2019JJ00";"     226"
"8839541";"T001038";"70400";"H008567";"T001040";"GM0363";"2019JJ00";"     248"
"8873276";"T001038";"70400";"H008575";"T001040";"GM0363";"2019JJ00";"     292"
"8907011";"T001038";"70400";"H008579";"T001040";"GM0363";"2019JJ00";"     134"
"8940746";"T001038";"70400";"H008586";"T001040";"GM0363";"2019JJ00";"       0"
"8974481";"T001038";"70400";"H008592";"T001040";"GM0363";"2019JJ00";"     649"
"9008216";"T001038";"70400";"H008594";"T001040";"GM0363";"2019JJ00";"     697"
"9041951";"T001038";"70400";"H008597";"T001040";"GM0363";"2019JJ00";"     130"
"9075686";"T001038";"70400";"H008599";"T001040";"GM0363";"2019JJ00";"     148"
"9109421";"T001038";"70400";"H008603";"T001040";"GM0363";"2019JJ00";"     146"
"9143156";"T001038";"70400";"H008605";"T001040";"GM0363";"2019JJ00";"     377"
"9176891";"T001038";"70400";"H008612";"T001040";"GM0363";"2019JJ00";"    1173"
"9210626";"T001038";"70400";"H008615";"T001040";"GM0363";"2019JJ00";"     102"
"9244361";"T001038";"70400";"H008627";"T001040";"GM0363";"2019JJ00";"      66"
"9278096";"T001038";"70400";"H008631";"T001040";"GM0363";"2019JJ00";"     282"
"9311831";"T001038";"70400";"H008632";"T001040";"GM0363";"2019JJ00";"     309"
"9345566";"T001038";"70400";"H008633";"T001040";"GM0363";"2019JJ00";"     187"
"9379301";"T001038";"70400";"H008634";"T001040";"GM0363";"2019JJ00";"     115"
"9413036";"T001038";"70400";"H008636";"T001040";"GM0363";"2019JJ00";"     303"
"9446771";"T001038";"70400";"H007072";"T001040";"GM0363";"2019JJ00";"     254"
"9480506";"T001038";"70400";"H007069";"T001040";"GM0363";"2019JJ00";"     317"
"9514241";"T001038";"70400";"H008644";"T001040";"GM0363";"2019JJ00";"      23"
"9547976";"T001038";"70400";"H008673";"T001040";"GM0363";"2019JJ00";"    6880"
"9581711";"T001038";"70400";"H007128";"T001040";"GM0363";"2019JJ00";"     616"
"9615446";"T001038";"70400";"H007119";"T001040";"GM0363";"2019JJ00";"     637"
"9649181";"T001038";"70400";"H008706";"T001040";"GM0363";"2019JJ00";"      76"
"9682916";"T001038";"70400";"H008710";"T001040";"GM0363";"2019JJ00";"     444"
"9716651";"T001038";"70400";"H008718";"T001040";"GM0363";"2019JJ00";"     196"
"9750386";"T001038";"70400";"H008719";"T001040";"GM0363";"2019JJ00";"     150"
"9784121";"T001038";"70400";"H008723";"T001040";"GM0363";"2019JJ00";"     123"
"9817856";"T001038";"70400";"H008724";"T001040";"GM0363";"2019JJ00";"      87"
"9851591";"T001038";"70400";"H008747";"T001040";"GM0363";"2019JJ00";"      98"
"9885326";"T001038";"70400";"H007186";"T001040";"GM0363";"2019JJ00";"     143"
"9919061";"T001038";"70400";"H007172";"T001040";"GM0363";"2019JJ00";"     418"
"9952796";"T001038";"70400";"H008749";"T001040";"GM0363";"2019JJ00";"     298"
"9986531";"T001038";"70400";"H008751";"T001040";"GM0363";"2019JJ00";"    3881"
"10020266";"T001038";"70400";"H008753";"T001040";"GM0363";"2019JJ00";"     215"
"10054001";"T001038";"70400";"H008757";"T001040";"GM0363";"2019JJ00";"     102"
"10087736";"T001038";"70400";"H007204";"T001040";"GM0363";"2019JJ00";"      83"
"10121471";"T001038";"70400";"H008766";"T001040";"GM0363";"2019JJ00";"    3236"
"10155206";"T001038";"70400";"H008776";"T001040";"GM0363";"2019JJ00";"     514"
"10188941";"T001038";"70400";"H008778";"T001040";"GM0363";"2019JJ00";"     481"
"10222676";"T001038";"70400";"H008780";"T001040";"GM0363";"2019JJ00";"      46"
"10256411";"T001038";"70400";"H008787";"T001040";"GM0363";"2019JJ00";"      94"
"10290146";"T001038";"70500";"T001040";"T001040";"GM0363";"2019JJ00";"   67634"
"10323881";"T001038";"70500";"1012600";"T001040";"GM0363";"2019JJ00";"   28859"
"10357616";"T001038";"70500";"2012605";"T001040";"GM0363";"2019JJ00";"   38775"
"10391351";"T001038";"70500";"2012655";"T001040";"GM0363";"2019JJ00";"   14039"
"10425086";"T001038";"70500";"2012657";"T001040";"GM0363";"2019JJ00";"   24736"
"10458821";"T001038";"70500";"H008519";"T001040";"GM0363";"2019JJ00";"    9190"
"10492556";"T001038";"70500";"H008520";"T001040";"GM0363";"2019JJ00";"    8452"
"10526291";"T001038";"70500";"H008524";"T001040";"GM0363";"2019JJ00";"    5629"
"10560026";"T001038";"70500";"H007933";"T001040";"GM0363";"2019JJ00";"   15213"
"10593761";"T001038";"70500";"H008531";"T001040";"GM0363";"2019JJ00";"     291"
"10627496";"T001038";"70500";"H007935";"T001040";"GM0363";"2019JJ00";"   10038"
"10661231";"T001038";"70500";"H007936";"T001040";"GM0363";"2019JJ00";"    2218"
"10694966";"T001038";"70500";"H007937";"T001040";"GM0363";"2019JJ00";"    2007"
"10728701";"T001038";"70500";"H008533";"T001040";"GM0363";"2019JJ00";"     283"
"10762436";"T001038";"70500";"H008544";"T001040";"GM0363";"2019JJ00";"      82"
