"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"RegioS";"Perioden";"BevolkingOp1Januari_1";"GemiddeldeBevolking_2"
"18558116";"3000   ";"11000";"T001019";"GM0363";"2019JJ00";"    4152";"  4183.5"
"18714041";"3000   ";"11100";"T001019";"GM0363";"2019JJ00";"    3908";"  4144.0"
"18869966";"3000   ";"11200";"T001019";"GM0363";"2019JJ00";"    3740";"  3895.0"
"19025891";"3000   ";"11300";"T001019";"GM0363";"2019JJ00";"    3930";"  3745.0"
"19181816";"3000   ";"11400";"T001019";"GM0363";"2019JJ00";"    3823";"  3921.5"
"19337741";"3000   ";"11500";"T001019";"GM0363";"2019JJ00";"    3835";"  3817.0"
"19493666";"3000   ";"11600";"T001019";"GM0363";"2019JJ00";"    3730";"  3854.0"
"19649591";"3000   ";"11700";"T001019";"GM0363";"2019JJ00";"    3928";"  3756.5"
"19805516";"3000   ";"11800";"T001019";"GM0363";"2019JJ00";"    4251";"  4126.0"
"19961441";"3000   ";"11900";"T001019";"GM0363";"2019JJ00";"    4573";"  4530.5"
"20117366";"3000   ";"12000";"T001019";"GM0363";"2019JJ00";"    5028";"  4834.0"
"20273291";"3000   ";"12100";"T001019";"GM0363";"2019JJ00";"    5394";"  5248.5"
"20429216";"3000   ";"12200";"T001019";"GM0363";"2019JJ00";"    5977";"  5635.5"
"20585141";"3000   ";"12300";"T001019";"GM0363";"2019JJ00";"    6653";"  6296.0"
"20741066";"3000   ";"12400";"T001019";"GM0363";"2019JJ00";"    7635";"  7025.5"
"20896991";"3000   ";"12500";"T001019";"GM0363";"2019JJ00";"    8512";"  8076.5"
"21052916";"3000   ";"12600";"T001019";"GM0363";"2019JJ00";"    9277";"  8887.0"
"21208841";"3000   ";"12700";"T001019";"GM0363";"2019JJ00";"    9599";"  9562.5"
"21364766";"3000   ";"12800";"T001019";"GM0363";"2019JJ00";"    9972";"  9869.5"
"21520691";"3000   ";"12900";"T001019";"GM0363";"2019JJ00";"    9665";" 10135.5"
"21676616";"3000   ";"13000";"T001019";"GM0363";"2019JJ00";"    9639";"  9770.5"
"21832541";"3000   ";"13100";"T001019";"GM0363";"2019JJ00";"    9235";"  9698.5"
"21988466";"3000   ";"13200";"T001019";"GM0363";"2019JJ00";"    8789";"  9188.0"
"22144391";"3000   ";"13300";"T001019";"GM0363";"2019JJ00";"    8490";"  8747.5"
"22300316";"3000   ";"13400";"T001019";"GM0363";"2019JJ00";"    8092";"  8394.5"
"22456241";"3000   ";"13500";"T001019";"GM0363";"2019JJ00";"    7607";"  7952.5"
"22612166";"3000   ";"13600";"T001019";"GM0363";"2019JJ00";"    7172";"  7499.0"
"22768091";"3000   ";"13700";"T001019";"GM0363";"2019JJ00";"    6987";"  7060.5"
"22924016";"3000   ";"13800";"T001019";"GM0363";"2019JJ00";"    6662";"  6922.5"
"23079941";"3000   ";"13900";"T001019";"GM0363";"2019JJ00";"    6141";"  6613.0"
"23235866";"3000   ";"14000";"T001019";"GM0363";"2019JJ00";"    6000";"  6062.0"
"23391791";"3000   ";"14100";"T001019";"GM0363";"2019JJ00";"    5985";"  5947.5"
"23547716";"3000   ";"14200";"T001019";"GM0363";"2019JJ00";"    5748";"  5935.5"
"23703641";"3000   ";"14300";"T001019";"GM0363";"2019JJ00";"    5550";"  5694.0"
"23859566";"3000   ";"14400";"T001019";"GM0363";"2019JJ00";"    5724";"  5503.5"
"24015491";"3000   ";"14500";"T001019";"GM0363";"2019JJ00";"    5509";"  5681.0"
"24171416";"3000   ";"14600";"T001019";"GM0363";"2019JJ00";"    5875";"  5491.0"
"24327341";"3000   ";"14700";"T001019";"GM0363";"2019JJ00";"    5923";"  5824.0"
"24483266";"3000   ";"14800";"T001019";"GM0363";"2019JJ00";"    6117";"  5902.5"
"24639191";"3000   ";"14900";"T001019";"GM0363";"2019JJ00";"    6018";"  6080.0"
"24795116";"3000   ";"15000";"T001019";"GM0363";"2019JJ00";"    5965";"  5998.5"
"24951041";"3000   ";"15100";"T001019";"GM0363";"2019JJ00";"    5681";"  5915.5"
"25106966";"3000   ";"15200";"T001019";"GM0363";"2019JJ00";"    5737";"  5656.5"
"25262891";"3000   ";"15300";"T001019";"GM0363";"2019JJ00";"    5794";"  5699.0"
"25418816";"3000   ";"15400";"T001019";"GM0363";"2019JJ00";"    5929";"  5756.5"
"25574741";"3000   ";"15500";"T001019";"GM0363";"2019JJ00";"    5752";"  5908.5"
"25730666";"3000   ";"15600";"T001019";"GM0363";"2019JJ00";"    5557";"  5693.0"
"25886591";"3000   ";"15700";"T001019";"GM0363";"2019JJ00";"    5332";"  5529.5"
"26042516";"3000   ";"15800";"T001019";"GM0363";"2019JJ00";"    5305";"  5294.5"
"26198441";"3000   ";"15900";"T001019";"GM0363";"2019JJ00";"    4993";"  5273.5"
"26354366";"3000   ";"16000";"T001019";"GM0363";"2019JJ00";"    4825";"  4955.5"
"26510291";"3000   ";"16100";"T001019";"GM0363";"2019JJ00";"    4514";"  4774.5"
"26666216";"3000   ";"16200";"T001019";"GM0363";"2019JJ00";"    4496";"  4484.5"
"26822141";"3000   ";"16300";"T001019";"GM0363";"2019JJ00";"    4262";"  4458.0"
"26978066";"3000   ";"16400";"T001019";"GM0363";"2019JJ00";"    4128";"  4220.0"
"27133991";"3000   ";"16500";"T001019";"GM0363";"2019JJ00";"    3829";"  4086.5"
"27289916";"3000   ";"16600";"T001019";"GM0363";"2019JJ00";"    3737";"  3778.0"
"27445841";"3000   ";"16700";"T001019";"GM0363";"2019JJ00";"    3510";"  3691.0"
"27601766";"3000   ";"16800";"T001019";"GM0363";"2019JJ00";"    3566";"  3456.5"
"27757691";"3000   ";"16900";"T001019";"GM0363";"2019JJ00";"    3226";"  3525.5"
"27913616";"3000   ";"17000";"T001019";"GM0363";"2019JJ00";"    3302";"  3192.0"
"28069541";"3000   ";"17100";"T001019";"GM0363";"2019JJ00";"    3404";"  3246.0"
"28225466";"3000   ";"17200";"T001019";"GM0363";"2019JJ00";"    3408";"  3362.0"
"28381391";"3000   ";"17300";"T001019";"GM0363";"2019JJ00";"    2178";"  3347.0"
"28537316";"3000   ";"17400";"T001019";"GM0363";"2019JJ00";"    2221";"  2145.0"
"28693241";"3000   ";"17500";"T001019";"GM0363";"2019JJ00";"    2119";"  2171.5"
"28849166";"3000   ";"17600";"T001019";"GM0363";"2019JJ00";"    1845";"  2078.0"
"29005091";"3000   ";"17700";"T001019";"GM0363";"2019JJ00";"    1654";"  1800.5"
"29161016";"3000   ";"17800";"T001019";"GM0363";"2019JJ00";"    1709";"  1613.0"
"29316941";"3000   ";"17900";"T001019";"GM0363";"2019JJ00";"    1431";"  1659.0"
"29472866";"3000   ";"18000";"T001019";"GM0363";"2019JJ00";"    1331";"  1399.0"
"29628791";"3000   ";"18100";"T001019";"GM0363";"2019JJ00";"    1151";"  1294.0"
"29784716";"3000   ";"18200";"T001019";"GM0363";"2019JJ00";"     994";"  1108.5"
"29940641";"3000   ";"18300";"T001019";"GM0363";"2019JJ00";"     906";"   954.5"
"30096566";"3000   ";"18400";"T001019";"GM0363";"2019JJ00";"     751";"   857.5"
"30252491";"3000   ";"18500";"T001019";"GM0363";"2019JJ00";"     664";"   712.0"
"30408416";"3000   ";"18600";"T001019";"GM0363";"2019JJ00";"     605";"   626.5"
"30564341";"3000   ";"18700";"T001019";"GM0363";"2019JJ00";"     514";"   559.0"
"30720266";"3000   ";"18800";"T001019";"GM0363";"2019JJ00";"     443";"   481.0"
"30876191";"3000   ";"18900";"T001019";"GM0363";"2019JJ00";"     319";"   409.0"
"31032116";"3000   ";"19000";"T001019";"GM0363";"2019JJ00";"     285";"   294.5"
"31188041";"3000   ";"19100";"T001019";"GM0363";"2019JJ00";"     213";"   256.0"
"31343966";"3000   ";"19200";"T001019";"GM0363";"2019JJ00";"     174";"   188.0"
"31499891";"3000   ";"19300";"T001019";"GM0363";"2019JJ00";"     120";"   151.5"
"31655816";"3000   ";"19400";"T001019";"GM0363";"2019JJ00";"      81";"   109.5"
"31811741";"3000   ";"22000";"T001019";"GM0363";"2019JJ00";"     202";"   237.5"
"31967666";"3000   ";"19500";"T001019";"GM0363";"2019JJ00";"      64";"    69.5"
"32123591";"3000   ";"19600";"T001019";"GM0363";"2019JJ00";"      57";"    54.0"
"32279516";"3000   ";"19700";"T001019";"GM0363";"2019JJ00";"      34";"    47.0"
"32435441";"3000   ";"19800";"T001019";"GM0363";"2019JJ00";"      23";"    29.5"
"32591366";"3000   ";"19900";"T001019";"GM0363";"2019JJ00";"      10";"    18.0"
"32747291";"3000   ";"19901";"T001019";"GM0363";"2019JJ00";"      10";"     8.0"
"32903216";"3000   ";"19902";"T001019";"GM0363";"2019JJ00";"       3";"     8.0"
"33059141";"3000   ";"19903";"T001019";"GM0363";"2019JJ00";"       1";"     2.5"
"33215066";"3000   ";"19904";"T001019";"GM0363";"2019JJ00";"       0";"     1.0"
"33370991";"3000   ";"19905";"T001019";"GM0363";"2019JJ00";"       0";"     0.0"
"33526916";"3000   ";"22300";"T001019";"GM0363";"2019JJ00";"       0";"     0.0"
"33682841";"4000   ";"10000";"T001019";"GM0363";"2019JJ00";"  435178";"437528.0"
"33838766";"4000   ";"10010";"T001019";"GM0363";"2019JJ00";"    5044";"  2493.5"
"33994691";"4000   ";"10100";"T001019";"GM0363";"2019JJ00";"    4685";"  4871.0"
"34150616";"4000   ";"10200";"T001019";"GM0363";"2019JJ00";"    4421";"  4530.0"
"34306541";"4000   ";"10300";"T001019";"GM0363";"2019JJ00";"    4174";"  4319.0"
"34462466";"4000   ";"10400";"T001019";"GM0363";"2019JJ00";"    4201";"  4074.5"
"34618391";"4000   ";"10500";"T001019";"GM0363";"2019JJ00";"    3911";"  4127.5"
"34774316";"4000   ";"10600";"T001019";"GM0363";"2019JJ00";"    3972";"  3860.5"
"34930241";"4000   ";"10700";"T001019";"GM0363";"2019JJ00";"    4023";"  3926.5"
"35086166";"4000   ";"10800";"T001019";"GM0363";"2019JJ00";"    4090";"  3985.5"
"35242091";"4000   ";"10900";"T001019";"GM0363";"2019JJ00";"    3963";"  4070.0"
"35398016";"4000   ";"11000";"T001019";"GM0363";"2019JJ00";"    3926";"  3938.5"
"35553941";"4000   ";"11100";"T001019";"GM0363";"2019JJ00";"    3795";"  3914.0"
"35709866";"4000   ";"11200";"T001019";"GM0363";"2019JJ00";"    3773";"  3778.5"
"35865791";"4000   ";"11300";"T001019";"GM0363";"2019JJ00";"    3673";"  3763.0"
"36021716";"4000   ";"11400";"T001019";"GM0363";"2019JJ00";"    3618";"  3684.0"
"36177641";"4000   ";"11500";"T001019";"GM0363";"2019JJ00";"    3658";"  3633.0"
"36333566";"4000   ";"11600";"T001019";"GM0363";"2019JJ00";"    3613";"  3666.5"
"36489491";"4000   ";"11700";"T001019";"GM0363";"2019JJ00";"    3693";"  3642.5"
"36645416";"4000   ";"11800";"T001019";"GM0363";"2019JJ00";"    4443";"  4053.0"
"36801341";"4000   ";"11900";"T001019";"GM0363";"2019JJ00";"    5129";"  4979.5"
"36957266";"4000   ";"12000";"T001019";"GM0363";"2019JJ00";"    5838";"  5602.5"
"37113191";"4000   ";"12100";"T001019";"GM0363";"2019JJ00";"    6540";"  6195.0"
"37269116";"4000   ";"12200";"T001019";"GM0363";"2019JJ00";"    7264";"  6874.5"
"37425041";"4000   ";"12300";"T001019";"GM0363";"2019JJ00";"    8082";"  7638.0"
"37580966";"4000   ";"12400";"T001019";"GM0363";"2019JJ00";"    9223";"  8445.0"
"37736891";"4000   ";"12500";"T001019";"GM0363";"2019JJ00";"    9989";"  9554.5"
"37892816";"4000   ";"12600";"T001019";"GM0363";"2019JJ00";"   10196";" 10227.0"
"38048741";"4000   ";"12700";"T001019";"GM0363";"2019JJ00";"   10522";" 10380.0"
"38204666";"4000   ";"12800";"T001019";"GM0363";"2019JJ00";"   10474";" 10679.0"
"38360591";"4000   ";"12900";"T001019";"GM0363";"2019JJ00";"   10039";" 10458.5"
"38516516";"4000   ";"13000";"T001019";"GM0363";"2019JJ00";"    9737";" 10019.5"
"38672441";"4000   ";"13100";"T001019";"GM0363";"2019JJ00";"    9062";"  9680.5"
"38828366";"4000   ";"13200";"T001019";"GM0363";"2019JJ00";"    9021";"  8962.0"
"38984291";"4000   ";"13300";"T001019";"GM0363";"2019JJ00";"    8282";"  8863.0"
"39140216";"4000   ";"13400";"T001019";"GM0363";"2019JJ00";"    7739";"  8147.5"
"39296141";"4000   ";"13500";"T001019";"GM0363";"2019JJ00";"    7270";"  7613.0"
"39452066";"4000   ";"13600";"T001019";"GM0363";"2019JJ00";"    6891";"  7172.0"
"39607991";"4000   ";"13700";"T001019";"GM0363";"2019JJ00";"    6577";"  6797.5"
"39763916";"4000   ";"13800";"T001019";"GM0363";"2019JJ00";"    6539";"  6481.5"
"39919841";"4000   ";"13900";"T001019";"GM0363";"2019JJ00";"    5945";"  6438.5"
"40075766";"4000   ";"14000";"T001019";"GM0363";"2019JJ00";"    5857";"  5884.5"
"40231691";"4000   ";"14100";"T001019";"GM0363";"2019JJ00";"    5822";"  5797.5"
"40387616";"4000   ";"14200";"T001019";"GM0363";"2019JJ00";"    5493";"  5787.0"
"40543541";"4000   ";"14300";"T001019";"GM0363";"2019JJ00";"    5330";"  5448.5"
"40699466";"4000   ";"14400";"T001019";"GM0363";"2019JJ00";"    5437";"  5304.5"
"40855391";"4000   ";"14500";"T001019";"GM0363";"2019JJ00";"    5485";"  5417.5"
"41011316";"4000   ";"14600";"T001019";"GM0363";"2019JJ00";"    5533";"  5458.5"
"41167241";"4000   ";"14700";"T001019";"GM0363";"2019JJ00";"    5781";"  5505.0"
"41323166";"4000   ";"14800";"T001019";"GM0363";"2019JJ00";"    5729";"  5765.0"
"41479091";"4000   ";"14900";"T001019";"GM0363";"2019JJ00";"    5566";"  5701.0"
"41635016";"4000   ";"15000";"T001019";"GM0363";"2019JJ00";"    5385";"  5547.0"
"41790941";"4000   ";"15100";"T001019";"GM0363";"2019JJ00";"    5240";"  5373.0"
"41946866";"4000   ";"15200";"T001019";"GM0363";"2019JJ00";"    5325";"  5226.5"
"42102791";"4000   ";"15300";"T001019";"GM0363";"2019JJ00";"    5255";"  5301.5"
"42258716";"4000   ";"15400";"T001019";"GM0363";"2019JJ00";"    5503";"  5227.0"
"42414641";"4000   ";"15500";"T001019";"GM0363";"2019JJ00";"    5233";"  5470.5"
"42570566";"4000   ";"15600";"T001019";"GM0363";"2019JJ00";"    5248";"  5213.0"
"42726491";"4000   ";"15700";"T001019";"GM0363";"2019JJ00";"    5011";"  5225.5"
"42882416";"4000   ";"15800";"T001019";"GM0363";"2019JJ00";"    5098";"  4973.0"
"43038341";"4000   ";"15900";"T001019";"GM0363";"2019JJ00";"    4809";"  5079.0"
"43194266";"4000   ";"16000";"T001019";"GM0363";"2019JJ00";"    4820";"  4770.5"
"43350191";"4000   ";"16100";"T001019";"GM0363";"2019JJ00";"    4530";"  4797.0"
"43506116";"4000   ";"16200";"T001019";"GM0363";"2019JJ00";"    4389";"  4502.5"
"43662041";"4000   ";"16300";"T001019";"GM0363";"2019JJ00";"    4125";"  4352.5"
"43817966";"4000   ";"16400";"T001019";"GM0363";"2019JJ00";"    4051";"  4091.5"
"43973891";"4000   ";"16500";"T001019";"GM0363";"2019JJ00";"    3794";"  4024.0"
"44129816";"4000   ";"16600";"T001019";"GM0363";"2019JJ00";"    3908";"  3766.0"
"44285741";"4000   ";"16700";"T001019";"GM0363";"2019JJ00";"    3554";"  3880.0"
"44441666";"4000   ";"16800";"T001019";"GM0363";"2019JJ00";"    3566";"  3518.5"
"44597591";"4000   ";"16900";"T001019";"GM0363";"2019JJ00";"    3416";"  3535.5"
"44753516";"4000   ";"17000";"T001019";"GM0363";"2019JJ00";"    3420";"  3381.5"
"44909441";"4000   ";"17100";"T001019";"GM0363";"2019JJ00";"    3484";"  3384.5"
"45065366";"4000   ";"17200";"T001019";"GM0363";"2019JJ00";"    3605";"  3441.5"
"45221291";"4000   ";"17300";"T001019";"GM0363";"2019JJ00";"    2370";"  3566.5"
"45377216";"4000   ";"17400";"T001019";"GM0363";"2019JJ00";"    2495";"  2339.0"
"45533141";"4000   ";"17500";"T001019";"GM0363";"2019JJ00";"    2252";"  2464.0"
"45689066";"4000   ";"17600";"T001019";"GM0363";"2019JJ00";"    2084";"  2215.0"
"45844991";"4000   ";"17700";"T001019";"GM0363";"2019JJ00";"    1927";"  2046.5"
"46000916";"4000   ";"17800";"T001019";"GM0363";"2019JJ00";"    1955";"  1897.5"
"46156841";"4000   ";"17900";"T001019";"GM0363";"2019JJ00";"    1796";"  1921.0"
"46312766";"4000   ";"18000";"T001019";"GM0363";"2019JJ00";"    1636";"  1757.5"
