"hh_ID","hh_size","neighb_code","hh_type"
"211","4","BU05183284","single-parent"
"212","5","BU05183284","couple_with_children"
"213","5","BU05183284","couple_with_children"
"214","4","BU05183284","single-parent"
"215","5","BU05183284","couple_with_children"
"216","5","BU05183284","couple_with_children"
"217","5","BU05183284","couple_with_children"
"218","5","BU05183284","couple_with_children"
"219","5","BU05183284","couple_with_children"
"220","5","BU05183284","couple_with_children"
"221","4","BU05183284","single-parent"
"222","5","BU05183284","couple_with_children"
"223","4","BU05183284","single-parent"
"224","5","BU05183284","couple_with_children"
"225","5","BU05183284","couple_with_children"
"226","5","BU05183284","couple_with_children"
"227","4","BU05183284","single-parent"
"228","5","BU05183284","couple_with_children"
"229","5","BU05183284","couple_with_children"
"230","5","BU05183284","couple_with_children"
"231","4","BU05183284","single-parent"
"232","4","BU05183284","single-parent"
"233","5","BU05183284","couple_with_children"
"234","4","BU05183284","single-parent"
"235","5","BU05183284","couple_with_children"
"236","5","BU05183284","couple_with_children"
"237","4","BU05183284","single-parent"
"238","4","BU05183284","single-parent"
"239","5","BU05183284","couple_with_children"
"240","5","BU05183284","couple_with_children"
"241","5","BU05183284","couple_with_children"
"242","5","BU05183284","couple_with_children"
"243","4","BU05183284","single-parent"
"244","4","BU05183284","single-parent"
"245","5","BU05183284","couple_with_children"
"246","4","BU05183284","single-parent"
"247","5","BU05183284","couple_with_children"
"248","5","BU05183284","couple_with_children"
"249","5","BU05183284","couple_with_children"
"250","5","BU05183284","couple_with_children"
"251","4","BU05183284","single-parent"
"252","4","BU05183284","single-parent"
"253","4","BU05183284","single-parent"
"254","5","BU05183284","couple_with_children"
"255","5","BU05183284","couple_with_children"
"256","5","BU05183284","couple_with_children"
"257","5","BU05183284","couple_with_children"
"258","5","BU05183284","couple_with_children"
"259","4","BU05183284","single-parent"
"260","4","BU05183284","single-parent"
"261","5","BU05183284","couple_with_children"
"262","5","BU05183284","couple_with_children"
"263","4","BU05183284","single-parent"
"264","5","BU05183284","couple_with_children"
"265","5","BU05183284","couple_with_children"
"266","4","BU05183284","single-parent"
"267","5","BU05183284","couple_with_children"
"268","5","BU05183284","couple_with_children"
"269","4","BU05183284","single-parent"
"270","5","BU05183284","couple_with_children"
"271","4","BU05183284","single-parent"
"272","5","BU05183284","couple_with_children"
"273","5","BU05183284","couple_with_children"
"274","5","BU05183284","couple_with_children"
"275","5","BU05183284","couple_with_children"
"276","5","BU05183284","couple_with_children"
"277","4","BU05183284","single-parent"
"278","4","BU05183284","single-parent"
"279","5","BU05183284","couple_with_children"
"280","5","BU05183284","couple_with_children"
"281","5","BU05183284","couple_with_children"
"282","4","BU05183284","single-parent"
"283","4","BU05183284","single-parent"
"284","5","BU05183284","couple_with_children"
"285","5","BU05183284","couple_with_children"
"286","5","BU05183284","couple_with_children"
"287","5","BU05183284","couple_with_children"
"288","4","BU05183284","single-parent"
"289","4","BU05183284","single-parent"
"290","5","BU05183284","couple_with_children"
"291","5","BU05183284","couple_with_children"
"292","5","BU05183284","couple_with_children"
"293","5","BU05183284","couple_with_children"
"294","5","BU05183284","couple_with_children"
"295","4","BU05183284","single-parent"
"296","5","BU05183284","couple_with_children"
"297","5","BU05183284","couple_with_children"
"298","5","BU05183284","couple_with_children"
"299","4","BU05183284","single-parent"
"300","4","BU05183284","single-parent"
"301","4","BU05183284","single-parent"
"302","4","BU05183284","single-parent"
"303","5","BU05183284","couple_with_children"
"304","5","BU05183284","couple_with_children"
"305","5","BU05183284","couple_with_children"
"306","5","BU05183284","couple_with_children"
"307","5","BU05183284","couple_with_children"
"308","5","BU05183284","couple_with_children"
"309","4","BU05183284","single-parent"
"310","5","BU05183284","couple_with_children"
"311","4","BU05183284","single-parent"
"312","5","BU05183284","couple_with_children"
"313","5","BU05183284","couple_with_children"
"314","4","BU05183284","single-parent"
"315","4","BU05183284","single-parent"
"316","5","BU05183284","couple_with_children"
"317","5","BU05183284","couple_with_children"
"318","5","BU05183284","couple_with_children"
"319","4","BU05183284","single-parent"
"320","4","BU05183284","single-parent"
"321","4","BU05183284","single-parent"
"322","5","BU05183284","couple_with_children"
"323","5","BU05183284","couple_with_children"
"324","5","BU05183284","couple_with_children"
"325","5","BU05183284","couple_with_children"
"326","4","BU05183284","single-parent"
"327","5","BU05183284","couple_with_children"
"328","4","BU05183284","single-parent"
"329","4","BU05183284","single-parent"
"330","4","BU05183284","single-parent"
"331","4","BU05183284","single-parent"
"332","5","BU05183284","couple_with_children"
"333","4","BU05183284","single-parent"
"334","4","BU05183284","single-parent"
"335","5","BU05183284","couple_with_children"
"336","5","BU05183284","couple_with_children"
"337","5","BU05183284","couple_with_children"
"338","5","BU05183284","couple_with_children"
"339","5","BU05183284","couple_with_children"
"340","4","BU05183284","single-parent"
"341","5","BU05183284","couple_with_children"
"342","4","BU05183284","single-parent"
"343","5","BU05183284","couple_with_children"
"344","5","BU05183284","couple_with_children"
"345","5","BU05183284","couple_with_children"
"346","4","BU05183284","single-parent"
"347","4","BU05183284","single-parent"
"348","5","BU05183284","couple_with_children"
"349","5","BU05183284","couple_with_children"
"350","5","BU05183284","couple_with_children"
"351","3","BU05183284","single-parent"
"352","4","BU05183284","couple_with_children"
"353","4","BU05183284","couple_with_children"
"354","4","BU05183284","couple_with_children"
"355","4","BU05183284","couple_with_children"
"356","4","BU05183284","couple_with_children"
"357","4","BU05183284","couple_with_children"
"358","4","BU05183284","couple_with_children"
"359","3","BU05183284","single-parent"
"360","3","BU05183284","single-parent"
"361","4","BU05183284","couple_with_children"
"362","3","BU05183284","single-parent"
"363","4","BU05183284","couple_with_children"
"364","3","BU05183284","single-parent"
"365","4","BU05183284","couple_with_children"
"366","3","BU05183284","single-parent"
"367","3","BU05183284","single-parent"
"368","4","BU05183284","couple_with_children"
"369","3","BU05183284","single-parent"
"370","4","BU05183284","couple_with_children"
"371","4","BU05183284","couple_with_children"
"372","4","BU05183284","couple_with_children"
"373","4","BU05183284","couple_with_children"
"374","3","BU05183284","single-parent"
"375","4","BU05183284","couple_with_children"
"376","3","BU05183284","single-parent"
"377","4","BU05183284","couple_with_children"
"378","3","BU05183284","single-parent"
"379","3","BU05183284","single-parent"
"380","4","BU05183284","couple_with_children"
"381","3","BU05183284","single-parent"
"382","4","BU05183284","couple_with_children"
"383","4","BU05183284","couple_with_children"
"384","3","BU05183284","single-parent"
"385","4","BU05183284","couple_with_children"
"386","3","BU05183284","single-parent"
"387","4","BU05183284","couple_with_children"
"388","3","BU05183284","single-parent"
"389","4","BU05183284","couple_with_children"
"390","3","BU05183284","single-parent"
"391","4","BU05183284","couple_with_children"
"392","3","BU05183284","single-parent"
"393","4","BU05183284","couple_with_children"
"394","3","BU05183284","single-parent"
"395","4","BU05183284","couple_with_children"
"396","4","BU05183284","couple_with_children"
"397","3","BU05183284","single-parent"
"398","4","BU05183284","couple_with_children"
"399","4","BU05183284","couple_with_children"
"400","4","BU05183284","couple_with_children"
"401","3","BU05183284","single-parent"
"402","4","BU05183284","couple_with_children"
"403","4","BU05183284","couple_with_children"
"404","4","BU05183284","couple_with_children"
"405","4","BU05183284","couple_with_children"
"406","4","BU05183284","couple_with_children"
"407","3","BU05183284","single-parent"
"408","3","BU05183284","single-parent"
"409","3","BU05183284","single-parent"
"410","4","BU05183284","couple_with_children"
"411","4","BU05183284","couple_with_children"
"412","3","BU05183284","single-parent"
"413","4","BU05183284","couple_with_children"
"414","4","BU05183284","couple_with_children"
"415","3","BU05183284","single-parent"
"416","4","BU05183284","couple_with_children"
"417","4","BU05183284","couple_with_children"
"418","3","BU05183284","single-parent"
"419","4","BU05183284","couple_with_children"
"420","3","BU05183284","single-parent"
"421","4","BU05183284","couple_with_children"
"422","4","BU05183284","couple_with_children"
"423","3","BU05183284","single-parent"
"424","3","BU05183284","single-parent"
"425","4","BU05183284","couple_with_children"
"426","4","BU05183284","couple_with_children"
"427","4","BU05183284","couple_with_children"
"428","4","BU05183284","couple_with_children"
"429","4","BU05183284","couple_with_children"
"430","4","BU05183284","couple_with_children"
"431","4","BU05183284","couple_with_children"
"432","4","BU05183284","couple_with_children"
"433","4","BU05183284","couple_with_children"
"434","3","BU05183284","single-parent"
"435","4","BU05183284","couple_with_children"
"436","4","BU05183284","couple_with_children"
"437","3","BU05183284","single-parent"
"438","4","BU05183284","couple_with_children"
"439","3","BU05183284","single-parent"
"440","4","BU05183284","couple_with_children"
"441","4","BU05183284","couple_with_children"
"442","3","BU05183284","single-parent"
"443","4","BU05183284","couple_with_children"
"444","4","BU05183284","couple_with_children"
"445","4","BU05183284","couple_with_children"
"446","3","BU05183284","single-parent"
"447","3","BU05183284","single-parent"
"448","4","BU05183284","couple_with_children"
"449","4","BU05183284","couple_with_children"
"450","4","BU05183284","couple_with_children"
"451","4","BU05183284","couple_with_children"
"452","4","BU05183284","couple_with_children"
"453","4","BU05183284","couple_with_children"
"454","4","BU05183284","couple_with_children"
"455","4","BU05183284","couple_with_children"
"456","4","BU05183284","couple_with_children"
"457","4","BU05183284","couple_with_children"
"458","4","BU05183284","couple_with_children"
"459","4","BU05183284","couple_with_children"
"460","3","BU05183284","single-parent"
"461","4","BU05183284","couple_with_children"
"462","4","BU05183284","couple_with_children"
"463","4","BU05183284","couple_with_children"
"464","3","BU05183284","single-parent"
"465","4","BU05183284","couple_with_children"
"466","4","BU05183284","couple_with_children"
"467","4","BU05183284","couple_with_children"
"468","4","BU05183284","couple_with_children"
"469","4","BU05183284","couple_with_children"
"470","4","BU05183284","couple_with_children"
"471","4","BU05183284","couple_with_children"
"472","4","BU05183284","couple_with_children"
"473","4","BU05183284","couple_with_children"
"474","4","BU05183284","couple_with_children"
"475","3","BU05183284","single-parent"
"476","3","BU05183284","single-parent"
"477","4","BU05183284","couple_with_children"
"478","3","BU05183284","single-parent"
"479","4","BU05183284","couple_with_children"
"480","4","BU05183284","couple_with_children"
"481","4","BU05183284","couple_with_children"
"482","4","BU05183284","couple_with_children"
"483","4","BU05183284","couple_with_children"
"484","3","BU05183284","single-parent"
"485","4","BU05183284","couple_with_children"
"486","4","BU05183284","couple_with_children"
"487","4","BU05183284","couple_with_children"
"488","4","BU05183284","couple_with_children"
"489","4","BU05183284","couple_with_children"
"490","3","BU05183284","single-parent"
"491","4","BU05183284","couple_with_children"
"492","4","BU05183284","couple_with_children"
"493","4","BU05183284","couple_with_children"
"494","4","BU05183284","couple_with_children"
"495","3","BU05183284","single-parent"
"496","4","BU05183284","couple_with_children"
"497","4","BU05183284","couple_with_children"
"498","4","BU05183284","couple_with_children"
"499","4","BU05183284","couple_with_children"
"500","4","BU05183284","couple_with_children"
"501","3","BU05183284","single-parent"
"502","3","BU05183284","single-parent"
"503","3","BU05183284","single-parent"
"504","4","BU05183284","couple_with_children"
"505","3","BU05183284","single-parent"
"506","4","BU05183284","couple_with_children"
"507","3","BU05183284","single-parent"
"508","4","BU05183284","couple_with_children"
"509","4","BU05183284","couple_with_children"
"510","4","BU05183284","couple_with_children"
"511","4","BU05183284","couple_with_children"
"512","4","BU05183284","couple_with_children"
"513","3","BU05183284","single-parent"
"514","4","BU05183284","couple_with_children"
"515","4","BU05183284","couple_with_children"
"516","3","BU05183284","single-parent"
"517","4","BU05183284","couple_with_children"
"518","3","BU05183284","single-parent"
"519","3","BU05183284","single-parent"
"520","3","BU05183284","single-parent"
"521","4","BU05183284","couple_with_children"
"522","4","BU05183284","couple_with_children"
"523","4","BU05183284","couple_with_children"
"524","4","BU05183284","couple_with_children"
"525","3","BU05183284","single-parent"
"526","4","BU05183284","couple_with_children"
"527","4","BU05183284","couple_with_children"
"528","4","BU05183284","couple_with_children"
"529","4","BU05183284","couple_with_children"
"530","4","BU05183284","couple_with_children"
"531","3","BU05183284","single-parent"
"532","4","BU05183284","couple_with_children"
"533","3","BU05183284","single-parent"
"534","4","BU05183284","couple_with_children"
"535","4","BU05183284","couple_with_children"
"536","4","BU05183284","couple_with_children"
"537","3","BU05183284","single-parent"
"538","3","BU05183284","single-parent"
"539","4","BU05183284","couple_with_children"
"540","4","BU05183284","couple_with_children"
"541","4","BU05183284","couple_with_children"
"542","3","BU05183284","single-parent"
"543","4","BU05183284","couple_with_children"
"544","3","BU05183284","single-parent"
"545","4","BU05183284","couple_with_children"
"546","4","BU05183284","couple_with_children"
"547","3","BU05183284","single-parent"
"548","4","BU05183284","couple_with_children"
"549","3","BU05183284","single-parent"
"550","4","BU05183284","couple_with_children"
"551","4","BU05183284","couple_with_children"
"552","4","BU05183284","couple_with_children"
"553","4","BU05183284","couple_with_children"
"554","4","BU05183284","couple_with_children"
"555","4","BU05183284","couple_with_children"
"556","4","BU05183284","couple_with_children"
"557","4","BU05183284","couple_with_children"
"558","3","BU05183284","single-parent"
"559","4","BU05183284","couple_with_children"
"560","4","BU05183284","couple_with_children"
"561","3","BU05183284","single-parent"
"562","3","BU05183284","single-parent"
"563","4","BU05183284","couple_with_children"
"564","3","BU05183284","single-parent"
"565","3","BU05183284","single-parent"
"566","4","BU05183284","couple_with_children"
"567","4","BU05183284","couple_with_children"
"568","3","BU05183284","single-parent"
"569","3","BU05183284","single-parent"
"570","4","BU05183284","couple_with_children"
"571","4","BU05183284","couple_with_children"
"572","4","BU05183284","couple_with_children"
"573","3","BU05183284","single-parent"
"574","4","BU05183284","couple_with_children"
"575","4","BU05183284","couple_with_children"
"576","3","BU05183284","single-parent"
"577","3","BU05183284","single-parent"
"578","4","BU05183284","couple_with_children"
"579","4","BU05183284","couple_with_children"
"580","4","BU05183284","couple_with_children"
"581","3","BU05183284","single-parent"
"582","3","BU05183284","single-parent"
"583","3","BU05183284","single-parent"
"584","4","BU05183284","couple_with_children"
"585","4","BU05183284","couple_with_children"
"586","4","BU05183284","couple_with_children"
"587","4","BU05183284","couple_with_children"
"588","4","BU05183284","couple_with_children"
"589","3","BU05183284","single-parent"
"590","3","BU05183284","single-parent"
"591","4","BU05183284","couple_with_children"
"592","4","BU05183284","couple_with_children"
"593","4","BU05183284","couple_with_children"
"594","4","BU05183284","couple_with_children"
"595","4","BU05183284","couple_with_children"
"596","3","BU05183284","single-parent"
"597","4","BU05183284","couple_with_children"
"598","4","BU05183284","couple_with_children"
"599","4","BU05183284","couple_with_children"
"600","4","BU05183284","couple_with_children"
"601","3","BU05183284","single-parent"
"602","3","BU05183284","single-parent"
"603","4","BU05183284","couple_with_children"
"604","4","BU05183284","couple_with_children"
"605","4","BU05183284","couple_with_children"
"606","3","BU05183284","single-parent"
"607","4","BU05183284","couple_with_children"
"608","3","BU05183284","single-parent"
"609","4","BU05183284","couple_with_children"
"610","4","BU05183284","couple_with_children"
"611","4","BU05183284","couple_with_children"
"612","3","BU05183284","single-parent"
"613","4","BU05183284","couple_with_children"
"614","3","BU05183284","single-parent"
"615","3","BU05183284","single-parent"
"616","4","BU05183284","couple_with_children"
"617","3","BU05183284","single-parent"
"618","4","BU05183284","couple_with_children"
"619","3","BU05183284","single-parent"
"620","3","BU05183284","single-parent"
"621","3","BU05183284","single-parent"
"622","4","BU05183284","couple_with_children"
"623","3","BU05183284","single-parent"
"624","4","BU05183284","couple_with_children"
"625","3","BU05183284","single-parent"
"626","4","BU05183284","couple_with_children"
"627","4","BU05183284","couple_with_children"
"628","4","BU05183284","couple_with_children"
"629","4","BU05183284","couple_with_children"
"630","3","BU05183284","single-parent"
"631","4","BU05183284","couple_with_children"
"632","4","BU05183284","couple_with_children"
"633","3","BU05183284","single-parent"
"634","4","BU05183284","couple_with_children"
"635","4","BU05183284","couple_with_children"
"636","4","BU05183284","couple_with_children"
"637","4","BU05183284","couple_with_children"
"638","4","BU05183284","couple_with_children"
"639","4","BU05183284","couple_with_children"
"640","3","BU05183284","single-parent"
"641","4","BU05183284","couple_with_children"
"642","4","BU05183284","couple_with_children"
"643","3","BU05183284","single-parent"
"644","4","BU05183284","couple_with_children"
"645","3","BU05183284","single-parent"
"646","3","BU05183284","single-parent"
"647","4","BU05183284","couple_with_children"
"648","4","BU05183284","couple_with_children"
"649","4","BU05183284","couple_with_children"
"650","4","BU05183284","couple_with_children"
"651","4","BU05183284","couple_with_children"
"652","4","BU05183284","couple_with_children"
"653","3","BU05183284","single-parent"
"654","3","BU05183284","single-parent"
"655","4","BU05183284","couple_with_children"
"656","3","BU05183284","single-parent"
"657","3","BU05183284","single-parent"
"658","4","BU05183284","couple_with_children"
"659","3","BU05183284","single-parent"
"660","3","BU05183284","single-parent"
"661","4","BU05183284","couple_with_children"
"662","4","BU05183284","couple_with_children"
"663","3","BU05183284","single-parent"
"664","4","BU05183284","couple_with_children"
"665","4","BU05183284","couple_with_children"
"666","3","BU05183284","single-parent"
"667","3","BU05183284","single-parent"
"668","3","BU05183284","single-parent"
"669","3","BU05183284","single-parent"
"670","3","BU05183284","single-parent"
"671","4","BU05183284","couple_with_children"
"672","3","BU05183284","single-parent"
"673","4","BU05183284","couple_with_children"
"674","4","BU05183284","couple_with_children"
"675","4","BU05183284","couple_with_children"
"676","4","BU05183284","couple_with_children"
"677","4","BU05183284","couple_with_children"
"678","3","BU05183284","single-parent"
"679","4","BU05183284","couple_with_children"
"680","4","BU05183284","couple_with_children"
"681","4","BU05183284","couple_with_children"
"682","3","BU05183284","single-parent"
"683","4","BU05183284","couple_with_children"
"684","3","BU05183284","single-parent"
"685","3","BU05183284","single-parent"
"686","3","BU05183284","single-parent"
"687","4","BU05183284","couple_with_children"
"688","3","BU05183284","single-parent"
"689","4","BU05183284","couple_with_children"
"690","4","BU05183284","couple_with_children"
"691","3","BU05183284","single-parent"
"692","4","BU05183284","couple_with_children"
"693","4","BU05183284","couple_with_children"
"694","3","BU05183284","single-parent"
"695","4","BU05183284","couple_with_children"
"696","3","BU05183284","single-parent"
"697","4","BU05183284","couple_with_children"
"698","4","BU05183284","couple_with_children"
"699","4","BU05183284","couple_with_children"
"700","3","BU05183284","single-parent"
"701","4","BU05183284","couple_with_children"
"702","3","BU05183284","single-parent"
"703","4","BU05183284","couple_with_children"
"704","3","BU05183284","single-parent"
"705","4","BU05183284","couple_with_children"
"706","4","BU05183284","couple_with_children"
"707","4","BU05183284","couple_with_children"
"708","3","BU05183284","single-parent"
"709","4","BU05183284","couple_with_children"
"710","4","BU05183284","couple_with_children"
"711","4","BU05183284","couple_with_children"
"712","3","BU05183284","single-parent"
"713","4","BU05183284","couple_with_children"
"714","4","BU05183284","couple_with_children"
"715","4","BU05183284","couple_with_children"
"716","3","BU05183284","single-parent"
"717","3","BU05183284","single-parent"
"718","4","BU05183284","couple_with_children"
"719","3","BU05183284","single-parent"
"720","4","BU05183284","couple_with_children"
"721","4","BU05183284","couple_with_children"
"722","4","BU05183284","couple_with_children"
"723","3","BU05183284","single-parent"
"724","4","BU05183284","couple_with_children"
"725","3","BU05183284","single-parent"
"726","4","BU05183284","couple_with_children"
"727","4","BU05183284","couple_with_children"
"728","4","BU05183284","couple_with_children"
"729","3","BU05183284","single-parent"
"730","4","BU05183284","couple_with_children"
"731","4","BU05183284","couple_with_children"
"732","4","BU05183284","couple_with_children"
"733","3","BU05183284","single-parent"
"734","4","BU05183284","couple_with_children"
"735","3","BU05183284","single-parent"
"736","4","BU05183284","couple_with_children"
"737","4","BU05183284","couple_with_children"
"738","4","BU05183284","couple_with_children"
"739","4","BU05183284","couple_with_children"
"740","4","BU05183284","couple_with_children"
"741","3","BU05183284","single-parent"
"742","4","BU05183284","couple_with_children"
"743","4","BU05183284","couple_with_children"
"744","4","BU05183284","couple_with_children"
"745","4","BU05183284","couple_with_children"
"746","3","BU05183284","single-parent"
"747","3","BU05183284","single-parent"
"748","4","BU05183284","couple_with_children"
"749","3","BU05183284","single-parent"
"750","4","BU05183284","couple_with_children"
"751","4","BU05183284","couple_with_children"
"752","4","BU05183284","couple_with_children"
"753","4","BU05183284","couple_with_children"
"754","3","BU05183284","single-parent"
"755","3","BU05183284","single-parent"
"756","3","BU05183284","single-parent"
"757","4","BU05183284","couple_with_children"
"758","4","BU05183284","couple_with_children"
"759","4","BU05183284","couple_with_children"
"760","4","BU05183284","couple_with_children"
