"ID";"Geslacht";"Leeftijd";"BurgerlijkeStaat";"RegioS";"Perioden";"BevolkingOp1Januari_1"
"11393161";"T001038";"17200";"T001019";"GM0518";"2019JJ00";"    5158"
"11549086";"T001038";"17300";"T001019";"GM0518";"2019JJ00";"    3136"
"11705011";"T001038";"17400";"T001019";"GM0518";"2019JJ00";"    3463"
"11860936";"T001038";"17500";"T001019";"GM0518";"2019JJ00";"    2985"
"12016861";"T001038";"17600";"T001019";"GM0518";"2019JJ00";"    2682"
"12172786";"T001038";"17700";"T001019";"GM0518";"2019JJ00";"    2637"
"12328711";"T001038";"17800";"T001019";"GM0518";"2019JJ00";"    2714"
"12484636";"T001038";"17900";"T001019";"GM0518";"2019JJ00";"    2487"
"12640561";"T001038";"18000";"T001019";"GM0518";"2019JJ00";"    2243"
"12796486";"T001038";"18100";"T001019";"GM0518";"2019JJ00";"    1986"
"12952411";"T001038";"18200";"T001019";"GM0518";"2019JJ00";"    1879"
"13108336";"T001038";"18300";"T001019";"GM0518";"2019JJ00";"    1644"
"13264261";"T001038";"18400";"T001019";"GM0518";"2019JJ00";"    1521"
"13420186";"T001038";"18500";"T001019";"GM0518";"2019JJ00";"    1430"
"13576111";"T001038";"18600";"T001019";"GM0518";"2019JJ00";"    1301"
"13732036";"T001038";"18700";"T001019";"GM0518";"2019JJ00";"    1209"
"13887961";"T001038";"18800";"T001019";"GM0518";"2019JJ00";"    1028"
"14043886";"T001038";"18900";"T001019";"GM0518";"2019JJ00";"     881"
"14199811";"T001038";"19000";"T001019";"GM0518";"2019JJ00";"     844"
"14355736";"T001038";"19100";"T001019";"GM0518";"2019JJ00";"     642"
"14511661";"T001038";"19200";"T001019";"GM0518";"2019JJ00";"     545"
"14667586";"T001038";"19300";"T001019";"GM0518";"2019JJ00";"     448"
"14823511";"T001038";"19400";"T001019";"GM0518";"2019JJ00";"     358"
"14979436";"T001038";"22000";"T001019";"GM0518";"2019JJ00";"     971"
"15135361";"T001038";"19500";"T001019";"GM0518";"2019JJ00";"     317"
"15291286";"T001038";"19600";"T001019";"GM0518";"2019JJ00";"     220"
"15447211";"T001038";"19700";"T001019";"GM0518";"2019JJ00";"     164"
"15603136";"T001038";"19800";"T001019";"GM0518";"2019JJ00";"     121"
"15759061";"T001038";"19900";"T001019";"GM0518";"2019JJ00";"      59"
"15914986";"T001038";"19901";"T001019";"GM0518";"2019JJ00";"      38"
"16070911";"T001038";"19902";"T001019";"GM0518";"2019JJ00";"      21"
"16226836";"T001038";"19903";"T001019";"GM0518";"2019JJ00";"      15"
"16382761";"T001038";"19904";"T001019";"GM0518";"2019JJ00";"       6"
"16538686";"T001038";"19905";"T001019";"GM0518";"2019JJ00";"       6"
"16694611";"T001038";"22300";"T001019";"GM0518";"2019JJ00";"       4"
"16850536";"3000   ";"10000";"T001019";"GM0518";"2019JJ00";"  266778"
"17006461";"3000   ";"10010";"T001019";"GM0518";"2019JJ00";"    3149"
"17162386";"3000   ";"10100";"T001019";"GM0518";"2019JJ00";"    3306"
"17318311";"3000   ";"10200";"T001019";"GM0518";"2019JJ00";"    3289"
"17474236";"3000   ";"10300";"T001019";"GM0518";"2019JJ00";"    3196"
"17630161";"3000   ";"10400";"T001019";"GM0518";"2019JJ00";"    3240"
"17786086";"3000   ";"10500";"T001019";"GM0518";"2019JJ00";"    3160"
"17942011";"3000   ";"10600";"T001019";"GM0518";"2019JJ00";"    3199"
"18097936";"3000   ";"10700";"T001019";"GM0518";"2019JJ00";"    3193"
"18253861";"3000   ";"10800";"T001019";"GM0518";"2019JJ00";"    3224"
"18409786";"3000   ";"10900";"T001019";"GM0518";"2019JJ00";"    3139"
"18565711";"3000   ";"11000";"T001019";"GM0518";"2019JJ00";"    3160"
"18721636";"3000   ";"11100";"T001019";"GM0518";"2019JJ00";"    2999"
"18877561";"3000   ";"11200";"T001019";"GM0518";"2019JJ00";"    3043"
"19033486";"3000   ";"11300";"T001019";"GM0518";"2019JJ00";"    2957"
"19189411";"3000   ";"11400";"T001019";"GM0518";"2019JJ00";"    3041"
"19345336";"3000   ";"11500";"T001019";"GM0518";"2019JJ00";"    2980"
"19501261";"3000   ";"11600";"T001019";"GM0518";"2019JJ00";"    2995"
"19657186";"3000   ";"11700";"T001019";"GM0518";"2019JJ00";"    2973"
"19813111";"3000   ";"11800";"T001019";"GM0518";"2019JJ00";"    3103"
"19969036";"3000   ";"11900";"T001019";"GM0518";"2019JJ00";"    3381"
"20124961";"3000   ";"12000";"T001019";"GM0518";"2019JJ00";"    3397"
"20280886";"3000   ";"12100";"T001019";"GM0518";"2019JJ00";"    3311"
"20436811";"3000   ";"12200";"T001019";"GM0518";"2019JJ00";"    3354"
"20592736";"3000   ";"12300";"T001019";"GM0518";"2019JJ00";"    3511"
"20748661";"3000   ";"12400";"T001019";"GM0518";"2019JJ00";"    3746"
"20904586";"3000   ";"12500";"T001019";"GM0518";"2019JJ00";"    3923"
"21060511";"3000   ";"12600";"T001019";"GM0518";"2019JJ00";"    4105"
"21216436";"3000   ";"12700";"T001019";"GM0518";"2019JJ00";"    4202"
"21372361";"3000   ";"12800";"T001019";"GM0518";"2019JJ00";"    4266"
"21528286";"3000   ";"12900";"T001019";"GM0518";"2019JJ00";"    4293"
"21684211";"3000   ";"13000";"T001019";"GM0518";"2019JJ00";"    4292"
"21840136";"3000   ";"13100";"T001019";"GM0518";"2019JJ00";"    4082"
"21996061";"3000   ";"13200";"T001019";"GM0518";"2019JJ00";"    4094"
"22151986";"3000   ";"13300";"T001019";"GM0518";"2019JJ00";"    4123"
"22307911";"3000   ";"13400";"T001019";"GM0518";"2019JJ00";"    4086"
"22463836";"3000   ";"13500";"T001019";"GM0518";"2019JJ00";"    3995"
"22619761";"3000   ";"13600";"T001019";"GM0518";"2019JJ00";"    3977"
"22775686";"3000   ";"13700";"T001019";"GM0518";"2019JJ00";"    4078"
"22931611";"3000   ";"13800";"T001019";"GM0518";"2019JJ00";"    4108"
"23087536";"3000   ";"13900";"T001019";"GM0518";"2019JJ00";"    4082"
"23243461";"3000   ";"14000";"T001019";"GM0518";"2019JJ00";"    3992"
"23399386";"3000   ";"14100";"T001019";"GM0518";"2019JJ00";"    3761"
"23555311";"3000   ";"14200";"T001019";"GM0518";"2019JJ00";"    3618"
"23711236";"3000   ";"14300";"T001019";"GM0518";"2019JJ00";"    3764"
"23867161";"3000   ";"14400";"T001019";"GM0518";"2019JJ00";"    3829"
"24023086";"3000   ";"14500";"T001019";"GM0518";"2019JJ00";"    3939"
"24179011";"3000   ";"14600";"T001019";"GM0518";"2019JJ00";"    4129"
"24334936";"3000   ";"14700";"T001019";"GM0518";"2019JJ00";"    4172"
"24490861";"3000   ";"14800";"T001019";"GM0518";"2019JJ00";"    4268"
"24646786";"3000   ";"14900";"T001019";"GM0518";"2019JJ00";"    4306"
"24802711";"3000   ";"15000";"T001019";"GM0518";"2019JJ00";"    3933"
"24958636";"3000   ";"15100";"T001019";"GM0518";"2019JJ00";"    3830"
"25114561";"3000   ";"15200";"T001019";"GM0518";"2019JJ00";"    3874"
"25270486";"3000   ";"15300";"T001019";"GM0518";"2019JJ00";"    3770"
"25426411";"3000   ";"15400";"T001019";"GM0518";"2019JJ00";"    3729"
"25582336";"3000   ";"15500";"T001019";"GM0518";"2019JJ00";"    3779"
"25738261";"3000   ";"15600";"T001019";"GM0518";"2019JJ00";"    3455"
"25894186";"3000   ";"15700";"T001019";"GM0518";"2019JJ00";"    3263"
"26050111";"3000   ";"15800";"T001019";"GM0518";"2019JJ00";"    3359"
"26206036";"3000   ";"15900";"T001019";"GM0518";"2019JJ00";"    3257"
"26361961";"3000   ";"16000";"T001019";"GM0518";"2019JJ00";"    2933"
"26517886";"3000   ";"16100";"T001019";"GM0518";"2019JJ00";"    2861"
"26673811";"3000   ";"16200";"T001019";"GM0518";"2019JJ00";"    2824"
"26829736";"3000   ";"16300";"T001019";"GM0518";"2019JJ00";"    2697"
"26985661";"3000   ";"16400";"T001019";"GM0518";"2019JJ00";"    2598"
"27141586";"3000   ";"16500";"T001019";"GM0518";"2019JJ00";"    2478"
"27297511";"3000   ";"16600";"T001019";"GM0518";"2019JJ00";"    2445"
"27453436";"3000   ";"16700";"T001019";"GM0518";"2019JJ00";"    2283"
"27609361";"3000   ";"16800";"T001019";"GM0518";"2019JJ00";"    2400"
"27765286";"3000   ";"16900";"T001019";"GM0518";"2019JJ00";"    2238"
"27921211";"3000   ";"17000";"T001019";"GM0518";"2019JJ00";"    2317"
"28077136";"3000   ";"17100";"T001019";"GM0518";"2019JJ00";"    2303"
"28233061";"3000   ";"17200";"T001019";"GM0518";"2019JJ00";"    2554"
"28388986";"3000   ";"17300";"T001019";"GM0518";"2019JJ00";"    1452"
"28544911";"3000   ";"17400";"T001019";"GM0518";"2019JJ00";"    1622"
"28700836";"3000   ";"17500";"T001019";"GM0518";"2019JJ00";"    1387"
"28856761";"3000   ";"17600";"T001019";"GM0518";"2019JJ00";"    1214"
"29012686";"3000   ";"17700";"T001019";"GM0518";"2019JJ00";"    1213"
"29168611";"3000   ";"17800";"T001019";"GM0518";"2019JJ00";"    1265"
"29324536";"3000   ";"17900";"T001019";"GM0518";"2019JJ00";"    1092"
"29480461";"3000   ";"18000";"T001019";"GM0518";"2019JJ00";"     966"
"29636386";"3000   ";"18100";"T001019";"GM0518";"2019JJ00";"     827"
"29792311";"3000   ";"18200";"T001019";"GM0518";"2019JJ00";"     774"
"29948236";"3000   ";"18300";"T001019";"GM0518";"2019JJ00";"     655"
"30104161";"3000   ";"18400";"T001019";"GM0518";"2019JJ00";"     584"
"30260086";"3000   ";"18500";"T001019";"GM0518";"2019JJ00";"     530"
"30416011";"3000   ";"18600";"T001019";"GM0518";"2019JJ00";"     488"
"30571936";"3000   ";"18700";"T001019";"GM0518";"2019JJ00";"     435"
"30727861";"3000   ";"18800";"T001019";"GM0518";"2019JJ00";"     330"
"30883786";"3000   ";"18900";"T001019";"GM0518";"2019JJ00";"     239"
"31039711";"3000   ";"19000";"T001019";"GM0518";"2019JJ00";"     251"
"31195636";"3000   ";"19100";"T001019";"GM0518";"2019JJ00";"     183"
"31351561";"3000   ";"19200";"T001019";"GM0518";"2019JJ00";"     147"
"31507486";"3000   ";"19300";"T001019";"GM0518";"2019JJ00";"     105"
"31663411";"3000   ";"19400";"T001019";"GM0518";"2019JJ00";"      96"
"31819336";"3000   ";"22000";"T001019";"GM0518";"2019JJ00";"     213"
"31975261";"3000   ";"19500";"T001019";"GM0518";"2019JJ00";"      76"
"32131186";"3000   ";"19600";"T001019";"GM0518";"2019JJ00";"      44"
"32287111";"3000   ";"19700";"T001019";"GM0518";"2019JJ00";"      39"
"32443036";"3000   ";"19800";"T001019";"GM0518";"2019JJ00";"      32"
"32598961";"3000   ";"19900";"T001019";"GM0518";"2019JJ00";"      12"
"32754886";"3000   ";"19901";"T001019";"GM0518";"2019JJ00";"       4"
"32910811";"3000   ";"19902";"T001019";"GM0518";"2019JJ00";"       3"
"33066736";"3000   ";"19903";"T001019";"GM0518";"2019JJ00";"       1"
"33222661";"3000   ";"19904";"T001019";"GM0518";"2019JJ00";"       1"
"33378586";"3000   ";"19905";"T001019";"GM0518";"2019JJ00";"       1"
"33534511";"3000   ";"22300";"T001019";"GM0518";"2019JJ00";"       0"
"33690436";"4000   ";"10000";"T001019";"GM0518";"2019JJ00";"  271055"
"33846361";"4000   ";"10010";"T001019";"GM0518";"2019JJ00";"    3077"
"34002286";"4000   ";"10100";"T001019";"GM0518";"2019JJ00";"    3090"
"34158211";"4000   ";"10200";"T001019";"GM0518";"2019JJ00";"    3085"
"34314136";"4000   ";"10300";"T001019";"GM0518";"2019JJ00";"    3014"
"34470061";"4000   ";"10400";"T001019";"GM0518";"2019JJ00";"    3114"
"34625986";"4000   ";"10500";"T001019";"GM0518";"2019JJ00";"    3004"
"34781911";"4000   ";"10600";"T001019";"GM0518";"2019JJ00";"    3076"
"34937836";"4000   ";"10700";"T001019";"GM0518";"2019JJ00";"    3113"
"35093761";"4000   ";"10800";"T001019";"GM0518";"2019JJ00";"    3100"
"35249686";"4000   ";"10900";"T001019";"GM0518";"2019JJ00";"    3039"
"35405611";"4000   ";"11000";"T001019";"GM0518";"2019JJ00";"    2976"
"35561536";"4000   ";"11100";"T001019";"GM0518";"2019JJ00";"    2926"
"35717461";"4000   ";"11200";"T001019";"GM0518";"2019JJ00";"    2955"
"35873386";"4000   ";"11300";"T001019";"GM0518";"2019JJ00";"    2857"
"36029311";"4000   ";"11400";"T001019";"GM0518";"2019JJ00";"    2811"
"36185236";"4000   ";"11500";"T001019";"GM0518";"2019JJ00";"    2808"
"36341161";"4000   ";"11600";"T001019";"GM0518";"2019JJ00";"    2839"
"36497086";"4000   ";"11700";"T001019";"GM0518";"2019JJ00";"    2835"
"36653011";"4000   ";"11800";"T001019";"GM0518";"2019JJ00";"    3141"
"36808936";"4000   ";"11900";"T001019";"GM0518";"2019JJ00";"    3558"
"36964861";"4000   ";"12000";"T001019";"GM0518";"2019JJ00";"    3520"
"37120786";"4000   ";"12100";"T001019";"GM0518";"2019JJ00";"    3540"
"37276711";"4000   ";"12200";"T001019";"GM0518";"2019JJ00";"    3513"
"37432636";"4000   ";"12300";"T001019";"GM0518";"2019JJ00";"    3723"
"37588561";"4000   ";"12400";"T001019";"GM0518";"2019JJ00";"    3871"
"37744486";"4000   ";"12500";"T001019";"GM0518";"2019JJ00";"    4152"
"37900411";"4000   ";"12600";"T001019";"GM0518";"2019JJ00";"    4265"
"38056336";"4000   ";"12700";"T001019";"GM0518";"2019JJ00";"    4329"
"38212261";"4000   ";"12800";"T001019";"GM0518";"2019JJ00";"    4402"
"38368186";"4000   ";"12900";"T001019";"GM0518";"2019JJ00";"    4383"
"38524111";"4000   ";"13000";"T001019";"GM0518";"2019JJ00";"    4352"
"38680036";"4000   ";"13100";"T001019";"GM0518";"2019JJ00";"    4201"
"38835961";"4000   ";"13200";"T001019";"GM0518";"2019JJ00";"    4060"
"38991886";"4000   ";"13300";"T001019";"GM0518";"2019JJ00";"    4191"
"39147811";"4000   ";"13400";"T001019";"GM0518";"2019JJ00";"    4121"
"39303736";"4000   ";"13500";"T001019";"GM0518";"2019JJ00";"    4239"
"39459661";"4000   ";"13600";"T001019";"GM0518";"2019JJ00";"    4019"
"39615586";"4000   ";"13700";"T001019";"GM0518";"2019JJ00";"    4141"
"39771511";"4000   ";"13800";"T001019";"GM0518";"2019JJ00";"    3994"
"39927436";"4000   ";"13900";"T001019";"GM0518";"2019JJ00";"    3780"
"40083361";"4000   ";"14000";"T001019";"GM0518";"2019JJ00";"    3871"
"40239286";"4000   ";"14100";"T001019";"GM0518";"2019JJ00";"    3822"
"40395211";"4000   ";"14200";"T001019";"GM0518";"2019JJ00";"    3609"
"40551136";"4000   ";"14300";"T001019";"GM0518";"2019JJ00";"    3613"
"40707061";"4000   ";"14400";"T001019";"GM0518";"2019JJ00";"    3811"
"40862986";"4000   ";"14500";"T001019";"GM0518";"2019JJ00";"    3774"
"41018911";"4000   ";"14600";"T001019";"GM0518";"2019JJ00";"    4025"
"41174836";"4000   ";"14700";"T001019";"GM0518";"2019JJ00";"    4072"
"41330761";"4000   ";"14800";"T001019";"GM0518";"2019JJ00";"    3959"
"41486686";"4000   ";"14900";"T001019";"GM0518";"2019JJ00";"    4008"
"41642611";"4000   ";"15000";"T001019";"GM0518";"2019JJ00";"    3633"
"41798536";"4000   ";"15100";"T001019";"GM0518";"2019JJ00";"    3577"
"41954461";"4000   ";"15200";"T001019";"GM0518";"2019JJ00";"    3488"
"42110386";"4000   ";"15300";"T001019";"GM0518";"2019JJ00";"    3587"
"42266311";"4000   ";"15400";"T001019";"GM0518";"2019JJ00";"    3610"
"42422236";"4000   ";"15500";"T001019";"GM0518";"2019JJ00";"    3454"
"42578161";"4000   ";"15600";"T001019";"GM0518";"2019JJ00";"    3342"
"42734086";"4000   ";"15700";"T001019";"GM0518";"2019JJ00";"    3230"
"42890011";"4000   ";"15800";"T001019";"GM0518";"2019JJ00";"    3190"
"43045936";"4000   ";"15900";"T001019";"GM0518";"2019JJ00";"    3101"
"43201861";"4000   ";"16000";"T001019";"GM0518";"2019JJ00";"    2948"
"43357786";"4000   ";"16100";"T001019";"GM0518";"2019JJ00";"    2909"
"43513711";"4000   ";"16200";"T001019";"GM0518";"2019JJ00";"    2878"
"43669636";"4000   ";"16300";"T001019";"GM0518";"2019JJ00";"    2677"
"43825561";"4000   ";"16400";"T001019";"GM0518";"2019JJ00";"    2719"
"43981486";"4000   ";"16500";"T001019";"GM0518";"2019JJ00";"    2580"
"44137411";"4000   ";"16600";"T001019";"GM0518";"2019JJ00";"    2581"
"44293336";"4000   ";"16700";"T001019";"GM0518";"2019JJ00";"    2425"
"44449261";"4000   ";"16800";"T001019";"GM0518";"2019JJ00";"    2409"
"44605186";"4000   ";"16900";"T001019";"GM0518";"2019JJ00";"    2337"
"44761111";"4000   ";"17000";"T001019";"GM0518";"2019JJ00";"    2459"
"44917036";"4000   ";"17100";"T001019";"GM0518";"2019JJ00";"    2573"
"45072961";"4000   ";"17200";"T001019";"GM0518";"2019JJ00";"    2604"
"45228886";"4000   ";"17300";"T001019";"GM0518";"2019JJ00";"    1684"
"45384811";"4000   ";"17400";"T001019";"GM0518";"2019JJ00";"    1841"
"45540736";"4000   ";"17500";"T001019";"GM0518";"2019JJ00";"    1598"
"45696661";"4000   ";"17600";"T001019";"GM0518";"2019JJ00";"    1468"
"45852586";"4000   ";"17700";"T001019";"GM0518";"2019JJ00";"    1424"
"46008511";"4000   ";"17800";"T001019";"GM0518";"2019JJ00";"    1449"
"46164436";"4000   ";"17900";"T001019";"GM0518";"2019JJ00";"    1395"
"46320361";"4000   ";"18000";"T001019";"GM0518";"2019JJ00";"    1277"
"46476286";"4000   ";"18100";"T001019";"GM0518";"2019JJ00";"    1159"
"46632211";"4000   ";"18200";"T001019";"GM0518";"2019JJ00";"    1105"
"46788136";"4000   ";"18300";"T001019";"GM0518";"2019JJ00";"     989"
"46944061";"4000   ";"18400";"T001019";"GM0518";"2019JJ00";"     937"
"47099986";"4000   ";"18500";"T001019";"GM0518";"2019JJ00";"     900"
"47255911";"4000   ";"18600";"T001019";"GM0518";"2019JJ00";"     813"
"47411836";"4000   ";"18700";"T001019";"GM0518";"2019JJ00";"     774"
"47567761";"4000   ";"18800";"T001019";"GM0518";"2019JJ00";"     698"
"47723686";"4000   ";"18900";"T001019";"GM0518";"2019JJ00";"     642"
"47879611";"4000   ";"19000";"T001019";"GM0518";"2019JJ00";"     593"
"48035536";"4000   ";"19100";"T001019";"GM0518";"2019JJ00";"     459"
"48191461";"4000   ";"19200";"T001019";"GM0518";"2019JJ00";"     398"
"48347386";"4000   ";"19300";"T001019";"GM0518";"2019JJ00";"     343"
"48503311";"4000   ";"19400";"T001019";"GM0518";"2019JJ00";"     262"
"48659236";"4000   ";"22000";"T001019";"GM0518";"2019JJ00";"     758"
"48815161";"4000   ";"19500";"T001019";"GM0518";"2019JJ00";"     241"
"48971086";"4000   ";"19600";"T001019";"GM0518";"2019JJ00";"     176"
"49127011";"4000   ";"19700";"T001019";"GM0518";"2019JJ00";"     125"
"49282936";"4000   ";"19800";"T001019";"GM0518";"2019JJ00";"      89"
"49438861";"4000   ";"19900";"T001019";"GM0518";"2019JJ00";"      47"
"49594786";"4000   ";"19901";"T001019";"GM0518";"2019JJ00";"      34"
"49750711";"4000   ";"19902";"T001019";"GM0518";"2019JJ00";"      18"
"49906636";"4000   ";"19903";"T001019";"GM0518";"2019JJ00";"      14"
"50062561";"4000   ";"19904";"T001019";"GM0518";"2019JJ00";"       5"
"50218486";"4000   ";"19905";"T001019";"GM0518";"2019JJ00";"       5"
"50374411";"4000   ";"22300";"T001019";"GM0518";"2019JJ00";"       4"
